R:								
R:628.66	-864.990	147.220	-3.970	20.260	50.540	827.110	902.080	
L:-37.35	979.250	244.380	6.290	2.200	-5.620	240.540	547.990	
R:732.67	-760.500	128.910	6.470	18.490	38.390	826.130	919.660	
L:-71.53	1011.960	226.070	7.020	0.980	-6.100	242.490	533.580	
R:791.26	-661.870	111.820	12.510	17.520	24.960	826.130	933.330	
L:-76.42	1010.990	244.870	6.470	-1.650	-6.470	243.710	527.470	
R:796.14	-635.740	94.970	15.380	16.970	13.240	824.420	942.370	
L:-59.81	982.910	216.800	6.160	-5.000	-6.710	244.930	522.830	
R:778.81	-646.000	97.660	18.430	13.550	-0.850	823.440	947.250	
L:-40.77	978.030	256.590	8.670	-5.800	-7.140	245.670	520.880	
R:731.45	-675.780	61.770	22.030	12.330	-11.470	821.730	946.760	
L:-17.82	960.450	284.180	8.420	-3.970	-7.750	248.110	516.240	
R:763.67	-694.090	82.760	24.350	9.220	-23.800	823.200	946.280	
L:0.00	945.310	262.700	8.730	-1.460	-8.000	248.600	516.480	
R:783.69	-687.010	91.550	27.890	9.030	-36.990	828.820	948.720	
L:-13.43	969.240	265.870	9.950	0.920	-8.060	249.820	511.840	
R:743.16	-665.530	55.180	29.170	10.310	-49.380	830.280	949.690	
L:-59.81	987.790	259.770	9.830	2.990	-7.750	250.310	512.580	
R:711.43	-684.330	32.710	27.040	9.640	-58.170	834.430	950.430	
L:-80.81	987.300	234.380	10.010	1.830	-8.060	252.260	508.670	
R:680.18	-722.660	7.810	23.740	8.360	-68.420	837.120	950.920	
L:-83.50	982.180	224.850	10.190	-0.120	-7.690	251.770	510.130	
R:632.81	-773.680	2.200	21.360	7.200	-78.740	840.780	950.180	
L:-42.48	966.800	241.210	10.990	-0.370	-7.810	254.700	510.130	
R:598.14	-827.640	10.010	18.980	6.840	-87.460	841.760	949.940	
L:-22.22	974.120	216.060	11.170	0.790	-7.690	249.570	517.950	
R:592.77	-891.600	25.630	18.010	5.740	-95.580	845.670	950.180	
L:-19.78	975.830	248.050	12.760	4.700	-7.080	249.080	522.830	
R:596.19	-940.190	31.490	18.130	5.130	-103.090	848.840	950.430	
L:-31.01	972.410	257.570	12.510	8.180	-6.840	248.110	531.870	
R:604.00	-966.550	33.690	17.760	6.530	-107.540	852.010	949.210	
L:-39.55	974.850	277.100	13.120	10.680	-6.160	247.370	537.970	
R:596.92	-974.850	12.700	17.150	8.970	-112.670	851.040	953.110	
L:-92.04	993.160	238.770	12.510	10.680	-5.860	246.890	542.860	
R:559.57	-986.080	13.430	16.170	12.760	-116.150	852.750	951.160	
L:-137.70	1019.530	216.800	12.330	8.000	-6.290	247.370	545.300	
R:530.03	-1001.460	7.320	15.750	14.890	-117.980	854.950	950.920	
L:-76.90	1006.840	220.700	10.860	0.850	-5.980	243.470	552.870	
R:511.72	-1016.600	3.170	16.170	16.480	-118.960	855.190	957.510	
L:-76.90	1006.840	220.700	10.860	0.850	-5.980	243.470	552.870	
R:488.53	-1026.370	-12.210	17.460	17.090	-118.350	857.140	954.090	
L:-36.38	968.510	269.780	12.330	1.530	-5.740	248.350	557.750	
R:468.75	-1045.170	-13.430	17.580	16.240	-116.640	858.360	958.970	
L:-37.84	952.150	259.280	11.660	3.540	-6.530	249.080	559.220	
R:424.80	-1053.470	-26.610	18.680	14.770	-113.280	861.540	959.710	
L:-56.15	956.790	255.130	12.820	4.210	-8.180	249.570	557.510	
R:327.15	-1066.650	-27.340	19.710	10.010	-109.680	860.070	959.950	
L:-66.16	973.390	245.120	13.120	5.000	-9.460	249.570	558.490	
R:245.85	-1068.600	-18.310	22.160	0.490	-105.350	859.580	957.750	
L:-59.81	985.600	260.010	14.160	4.090	-11.780	250.310	556.290	
R:221.19	-1044.920	-25.880	26.310	-14.100	-101.990	859.100	957.260	
L:-40.53	970.700	270.260	14.470	4.090	-13.240	251.530	557.260	
R:288.82	-1018.800	-12.700	29.420	-29.480	-98.880	857.140	956.040	
L:-45.90	967.040	263.670	15.620	4.270	-15.320	254.210	551.650	
R:376.22	-986.570	0.730	32.040	-38.330	-97.110	858.120	956.290	
L:-55.91	968.510	267.580	16.970	4.880	-17.210	258.120	543.590	
R:449.22	-922.610	11.960	33.510	-42.240	-94.910	860.810	955.310	
L:-81.30	974.610	260.740	17.210	5.430	-19.100	261.290	539.680	
R:462.89	-875.730	5.130	31.980	-41.870	-92.650	859.580	955.070	
L:-73.97	986.330	222.900	19.470	5.430	-22.340	270.820	522.340	
R:438.96	-869.630	24.660	28.930	-40.160	-89.720	859.340	952.630	
L:-73.97	986.330	222.900	19.470	5.430	-22.340	270.820	522.340	
R:382.57	-885.740	36.620	26.370	-37.110	-85.690	860.560	952.380	
L:-74.46	990.970	217.770	20.570	6.410	-23.440	277.900	516.480	
R:342.04	-900.630	46.880	24.960	-35.100	-80.630	860.320	949.940	
L:-64.94	986.330	240.230	21.910	8.360	-25.090	284.000	505.980	
R:333.98	-898.680	60.550	24.290	-34.420	-76.050	861.050	947.500	
L:-57.37	960.940	247.800	23.380	11.470	-26.180	291.820	495.240	
R:333.50	-877.690	49.800	23.680	-31.680	-69.820	860.810	944.320	
L:-65.43	943.600	244.380	24.480	14.590	-28.630	301.830	481.070	
R:342.53	-862.060	42.970	21.180	-28.020	-62.070	859.830	945.300	
L:-55.18	949.950	265.620	27.530	16.480	-30.760	312.330	475.700	
R:313.23	-853.760	32.710	18.920	-22.160	-54.020	858.610	944.080	
L:-100.34	972.660	217.290	28.990	16.360	-32.590	325.030	454.700	
R:252.44	-858.890	53.710	16.240	-15.500	-44.680	858.610	942.120	
L:-149.41	1023.930	171.390	31.070	15.560	-34.300	345.540	449.570	
R:205.32	-865.720	68.850	15.320	-11.050	-34.910	857.390	939.190	
L:-163.09	1054.440	202.390	33.200	14.710	-35.770	369.470	436.870	
R:187.99	-854.980	73.970	15.870	-9.770	-26.920	856.650	937.730	
L:-135.50	1024.410	183.110	31.430	14.220	-35.890	397.800	427.350	
R:185.06	-828.370	63.720	16.480	-10.380	-16.970	858.120	938.460	
L:-114.26	956.050	173.580	32.350	15.690	-35.160	434.190	418.070	
R:182.13	-809.330	28.320	16.480	-11.470	-6.770	857.390	937.970	
L:-141.36	984.130	177.000	35.950	17.940	-35.890	483.030	409.520	
R:158.20	-830.570	20.750	15.690	-12.760	2.690	856.650	937.000	
L:-187.99	1062.260	133.060	36.250	19.410	-37.660	540.170	397.070	
R:102.54	-867.920	8.300	15.380	-13.730	14.100	856.170	937.970	
L:-218.26	1089.110	129.390	36.070	22.030	-39.060	613.190	385.840	
R:46.39	-901.860	2.690	15.320	-16.480	26.000	855.920	938.220	
L:-150.88	1046.390	159.910	36.560	23.380	-40.040	684.250	373.870	
R:12.21	-924.560	-4.880	16.600	-20.320	35.400	855.920	937.970	
L:-105.47	978.760	190.190	38.020	25.510	-41.630	754.090	360.930	
R:-20.02	-937.740	-7.570	17.940	-26.980	45.960	853.720	937.480	
L:-100.10	930.910	193.850	39.610	29.300	-44.980	801.950	355.070	
R:-31.98	-951.900	4.150	18.740	-33.510	56.150	852.500	937.000	
L:-187.26	964.110	223.390	47.120	34.420	-55.240	879.120	337.480	
R:56.15	-969.730	32.710	20.750	-41.200	64.700	771.180	946.280	
L:-187.26	964.110	223.390	47.120	34.420	-55.240	879.120	337.480	
R:205.57	-1032.960	106.450	23.010	-59.510	68.790	639.320	947.250	
L:-208.50	1036.380	205.570	49.380	35.640	-60.420	905.490	326.740	
R:150.63	-938.720	-166.500	22.890	-43.950	81.420	521.120	956.780	
L:-225.83	1092.770	155.760	49.870	35.340	-64.640	928.210	317.700	
R:1163.82	-898.440	318.600	18.130	-117.070	75.010	431.500	971.920	
L:-189.21	1135.250	133.540	52.190	37.900	-66.710	932.600	313.310	
R:1634.28	-842.530	667.480	37.960	-118.040	53.960	379.730	983.640	
L:-154.30	1173.340	138.920	54.080	39.790	-66.830	933.330	304.760	
R:974.12	-821.290	181.400	45.530	-56.400	60.850	352.140	993.410	
L:-174.32	1284.420	119.140	55.970	45.350	-69.460	936.750	300.370	
R:363.04	-1129.880	-70.310	14.100	-28.810	78.490	327.230	997.800	
L:-231.93	1425.290	51.270	62.260	42.420	-73.670	938.710	288.400	
R:130.86	-1687.740	-72.020	-4.030	-34.730	88.320	311.840	996.090	
L:-235.35	1439.210	163.330	66.100	39.550	-73.060	939.930	286.940	
R:343.02	-1741.700	-106.450	11.660	-43.950	96.190	283.520	990.960	
L:-187.74	1349.370	40.040	63.420	34.060	-76.720	937.730	279.850	
R:568.85	-1413.820	-214.360	23.620	-39.670	95.760	291.330	988.030	
L:-227.78	1419.190	83.500	74.280	26.180	-82.580	941.640	272.530	
R:640.38	-1008.060	-184.570	25.700	-30.150	88.930	285.960	989.500	
L:-165.53	1547.360	125.240	78.800	19.170	-89.170	939.190	271.310	
R:572.27	-742.430	-218.020	27.710	-14.530	80.440	280.100	989.500	
L:-60.79	1599.120	187.990	79.710	17.400	-92.220	938.710	268.380	
R:411.87	-614.260	-224.610	23.620	-4.520	70.620	262.760	989.990	
L:19.29	1588.620	226.810	82.400	18.430	-95.640	938.950	265.690	
R:250.73	-905.030	-90.330	13.920	-4.880	64.880	260.070	989.990	
L:46.63	1598.880	291.750	84.840	22.160	-99.060	937.730	267.640	
R:211.67	-1178.710	46.880	17.330	-0.430	59.510	249.330	988.520	
L:72.51	1603.270	376.460	86.550	27.160	-104.370	943.100	269.110	
R:216.06	-1236.820	148.440	25.150	-1.400	53.960	238.830	989.010	
L:83.98	1603.270	495.610	87.520	31.070	-110.350	940.660	275.210	
R:235.35	-1143.310	176.270	32.650	-4.580	49.320	231.260	992.920	
L:131.35	1627.690	555.180	85.570	35.460	-116.330	939.440	276.430	
R:278.81	-986.570	87.400	33.020	-4.150	45.590	224.420	992.920	
L:198.24	1582.520	506.350	82.400	35.100	-123.720	939.680	300.610	
R:367.92	-941.650	34.910	26.730	-5.680	43.150	219.050	995.360	
L:282.71	1596.920	489.010	84.050	43.150	-125.430	942.370	318.680	
R:424.80	-944.820	161.870	22.340	-2.750	38.270	216.610	997.800	
L:266.36	1567.380	366.210	81.240	57.190	-127.080	939.190	336.750	
R:407.96	-880.370	215.820	22.340	5.430	34.550	211.480	998.050	
L:298.83	1502.200	326.420	81.480	68.240	-124.330	940.170	359.460	
R:425.29	-799.320	197.270	18.680	10.800	31.310	208.300	999.510	
L:244.63	1451.170	350.340	83.190	77.700	-114.690	944.320	409.520	
R:435.79	-779.790	199.950	10.740	15.930	26.920	207.570	1000.000	
L:-159.42	1244.630	206.790	68.360	87.460	-110.780	947.500	478.630	
R:403.56	-874.510	164.790	4.700	22.340	24.290	204.150	1000.000	
L:-402.34	1102.780	202.150	64.270	90.210	-109.130	942.370	631.990	
R:419.43	-931.150	152.100	3.420	24.170	21.910	202.440	1000.000	
L:-628.91	1039.310	335.940	57.680	64.580	-96.800	937.730	838.100	
R:422.12	-929.200	109.860	3.720	25.570	19.410	200.000	1000.000	
L:-736.57	796.140	295.650	39.430	29.420	-93.990	932.360	888.400	
R:392.58	-928.470	104.490	3.170	24.900	18.680	200.490	1000.000	
L:-835.21	588.130	331.540	31.490	-13.000	-82.890	930.160	919.170	
R:395.51	-913.330	113.770	4.330	23.250	18.800	199.510	1000.000	
L:-981.93	529.300	-155.520	15.620	-34.120	-77.640	925.030	936.750	
R:398.93	-885.010	91.800	6.410	21.120	18.550	198.530	1000.000	
L:-315.92	889.160	-511.470	17.330	-90.390	-67.440	919.410	941.390	
R:392.82	-911.130	114.990	6.230	17.700	18.920	197.310	1000.000	
L:538.82	1071.530	-66.650	29.360	-121.640	-27.890	926.010	944.810	
R:384.03	-923.340	147.460	7.570	15.990	19.230	200.490	999.270	
L:931.40	1067.630	292.720	-0.430	-124.020	12.270	921.860	949.940	
R:380.13	-901.860	140.870	8.480	14.650	19.170	198.530	998.780	
L:816.65	718.990	254.640	-35.710	-95.580	34.000	918.440	955.560	
R:338.62	-909.910	199.710	6.590	13.730	18.370	197.560	996.830	
L:597.90	411.620	244.140	-45.780	-69.760	45.780	914.530	959.950	
R:319.09	-961.180	189.940	6.470	15.140	19.410	198.290	990.230	
L:306.40	269.040	279.300	-44.250	-51.090	62.260	911.600	962.880	
R:408.20	-847.900	177.490	7.390	13.060	18.010	198.530	982.660	
L:61.28	255.620	196.530	-44.190	-47.360	78.610	909.650	962.390	
R:384.77	-867.680	169.190	2.560	17.520	16.110	198.530	971.670	
L:-27.83	352.540	158.690	-42.970	-48.220	92.830	908.180	963.860	
R:362.55	-934.810	220.210	0.370	18.490	16.540	199.270	965.080	
L:22.22	510.500	162.350	-47.360	-57.190	113.280	907.200	965.080	
R:385.25	-886.960	192.630	2.750	18.740	16.600	201.220	956.040	
L:125.49	623.290	117.680	-56.820	-64.090	134.280	906.470	967.770	
R:415.04	-871.090	133.300	0.730	17.820	18.620	204.400	944.080	
L:169.43	704.830	105.470	-62.320	-67.870	154.790	908.910	965.570	
R:463.62	-888.430	170.900	-1.280	15.750	20.750	204.640	918.440	
L:154.30	768.550	83.740	-66.650	-69.090	170.720	910.870	966.060	
R:402.59	-899.900	171.630	0.730	18.800	21.850	207.330	887.670	
L:86.67	828.610	92.290	-69.400	-71.900	186.160	908.180	967.770	
R:335.21	-895.510	176.030	2.260	16.540	25.330	208.550	857.630	
L:23.93	925.050	107.670	-71.960	-74.340	198.180	908.420	968.010	
R:323.49	-894.040	213.870	2.440	11.840	28.140	196.090	823.690	
L:2.93	947.270	91.800	-76.600	-75.010	204.710	908.180	967.520	
R:356.93	-877.440	192.630	2.620	10.310	30.580	215.870	789.010	
L:-10.99	947.750	56.400	-79.350	-77.330	215.030	907.690	967.280	
R:394.53	-875.240	217.290	1.400	9.830	33.080	219.290	754.330	
L:-25.15	1008.790	30.270	-75.200	-76.660	226.320	907.450	965.080	
R:361.33	-895.020	231.930	1.100	12.760	35.030	224.910	726.500	
L:-59.33	1124.270	77.880	-71.110	-75.380	236.940	909.650	969.720	
R:340.33	-890.380	236.080	2.200	13.550	38.940	226.860	693.530	
L:-95.21	1268.070	123.780	-71.960	-75.870	246.150	910.130	967.030	
R:360.60	-847.660	159.910	2.500	13.550	42.300	229.300	665.200	
L:-135.74	1416.500	144.780	-74.160	-76.970	254.580	910.130	966.060	
R:359.13	-893.550	149.660	-1.830	13.060	44.560	233.460	643.960	
L:-165.04	1557.370	181.880	-75.130	-78.670	261.410	911.840	968.250	
R:326.66	-953.120	145.020	-2.930	14.890	46.390	233.210	626.860	
L:-171.39	1657.960	195.070	-77.090	-81.790	267.090	915.020	969.230	
R:274.17	-979.490	123.780	-1.890	16.420	48.220	241.510	607.330	
L:-169.68	1698.490	201.170	-79.040	-82.280	271.420	914.290	968.500	
R:284.18	-972.900	128.910	-1.400	14.650	49.190	242.250	588.280	
L:-190.92	1719.730	204.830	-81.850	-82.090	274.540	916.730	968.990	
R:275.88	-967.040	142.820	-1.040	14.100	50.050	254.950	571.920	
L:-251.22	1794.920	232.670	-82.150	-81.850	272.710	922.100	967.520	
R:256.10	-968.510	151.120	-1.830	14.710	51.270	259.830	553.360	
L:-311.04	1934.330	251.460	-81.850	-85.330	268.490	921.610	969.230	
R:229.00	-954.590	180.420	-2.080	15.080	52.190	271.060	537.970	
L:-403.81	2029.300	221.190	-82.150	-88.870	264.830	922.100	969.720	
R:233.40	-924.320	193.360	-2.260	14.590	53.830	279.370	522.100	
L:-606.20	1937.740	146.970	-84.660	-82.280	260.130	918.930	970.940	
R:245.36	-911.870	206.300	-2.140	12.510	55.480	288.400	504.520	
L:-867.92	1805.420	125.980	-84.960	-73.610	249.210	917.220	969.230	
R:209.96	-941.160	197.020	-1.650	9.770	57.680	301.340	487.180	
L:-1043.70	1759.280	157.960	-84.840	-69.030	231.990	918.190	970.700	
R:186.04	-965.580	194.580	-1.220	5.490	60.420	308.670	471.550	
L:-974.37	1637.210	166.990	-86.790	-67.140	214.230	922.830	973.140	
R:190.92	-976.560	167.720	-0.850	4.150	63.420	333.090	456.170	
L:-828.37	1421.390	139.160	-81.730	-57.250	197.690	921.120	974.600	
R:250.00	-980.220	151.370	-3.910	-0.490	67.810	356.290	439.320	
L:-877.44	1321.290	32.230	-71.780	-35.220	178.890	920.880	972.890	
R:322.02	-1026.860	181.640	-7.390	2.010	70.740	388.770	427.350	
L:-1129.88	1263.180	-104.250	-67.320	-12.450	153.500	921.120	968.990	
R:272.95	-1025.150	166.020	-6.840	8.790	73.550	431.750	413.680	
L:-1283.45	1127.690	-116.460	-57.430	1.340	122.860	919.660	959.710	
R:236.57	-1027.340	148.190	-8.360	11.900	76.170	496.950	401.470	
L:-1300.78	971.440	-153.080	-45.840	15.010	91.250	917.950	952.140	
R:211.18	-1068.600	141.850	-11.350	12.570	80.020	583.880	388.770	
L:-1287.84	800.290	-232.420	-33.630	35.030	54.440	916.480	946.280	
R:196.04	-1107.180	158.200	-12.330	12.510	84.230	664.710	378.020	
L:-1305.91	639.650	-275.390	-21.790	50.960	13.180	917.700	941.880	
R:209.72	-1102.540	119.870	-11.230	13.920	88.010	744.810	368.010	
L:-1340.33	603.270	-287.350	-0.730	67.440	-19.040	915.020	943.100	
R:203.86	-1069.090	108.400	-12.020	15.560	91.250	806.590	357.510	
L:-1332.52	751.220	-249.510	26.610	72.330	-57.250	914.290	939.930	
R:209.23	-1075.440	119.870	-13.180	17.400	95.460	857.630	349.690	
L:-1274.90	927.250	-102.290	45.650	67.380	-88.750	917.220	938.710	
R:182.86	-1100.340	158.450	-13.430	20.080	98.020	899.630	342.610	
L:-941.16	1080.320	52.000	53.340	49.380	-116.940	857.140	961.900	
R:264.40	-1200.680	127.930	-11.470	20.390	101.010	915.020	335.780	
L:-209.47	1220.950	331.540	60.000	5.310	-129.820	644.690	957.750	
R:280.03	-1331.790	254.150	-14.340	17.460	104.130	924.790	329.430	
L:937.01	1319.580	848.140	55.050	-48.710	-113.280	453.970	967.280	
R:292.24	-1408.690	218.750	-11.900	14.950	105.410	929.670	323.080	
L:1706.79	1151.120	573.240	12.700	-77.330	-81.180	337.000	977.050	
R:354.49	-1370.120	173.580	-13.370	14.470	112.850	935.530	316.970	
L:1301.51	883.300	-62.500	-1.830	-46.200	-73.550	269.350	975.820	
R:494.87	-1438.720	190.670	-18.680	13.430	118.840	943.590	311.840	
L:738.28	979.490	-634.280	15.260	-44.310	-84.900	225.400	970.450	
R:543.21	-1502.200	157.710	-19.470	16.360	124.630	947.740	307.690	
L:-218.26	1469.480	-299.320	98.330	-48.160	-88.380	199.270	972.410	
R:625.73	-1549.800	125.980	-21.610	17.030	133.240	950.180	303.790	
L:-1377.20	2369.140	32.710	107.240	-63.110	-123.350	189.500	964.100	
R:771.00	-1625.000	177.980	-25.270	17.150	141.780	954.820	301.100	
L:-883.30	2820.070	-210.210	44.490	-102.720	-158.630	183.390	955.070	
R:914.55	-1702.390	236.820	-26.370	22.580	150.150	957.750	299.630	
