@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute helper-1 numeric
@attribute helper-2 numeric
@attribute helper-3 numeric
@attribute helper-4 numeric
@attribute helper-5 numeric
@attribute helper-6 numeric
@attribute helper-7 numeric
@attribute giveme-1 numeric
@attribute giveme-2 numeric
@attribute giveme-3 numeric
@attribute giveme-4 numeric
@attribute giveme-5 numeric
@attribute giveme-6 numeric

@data
10093,'2020/02/19 11:50:49:687',17,85,40,123,3,2,1,1,?,0,?,?,?,?
10094,'2020/02/19 11:50:49:687',17,85,40,124,3,2,1,1,?,0,?,?,?,?
10095,'2020/02/19 11:50:49:687',17,85,40,124,3,2,1,1,?,0,?,?,?,?
10096,'2020/02/19 11:50:49:687',17,85,40,124,3,1,1,1,?,0,?,?,?,?
10097,'2020/02/19 11:50:49:687',17,85,40,124,3,1,1,1,?,0,?,?,?,?
10098,'2020/02/19 11:50:49:687',17,85,40,124,3,1,1,1,?,0,?,?,?,?
10099,'2020/02/19 11:50:49:739',17,86,40,124,3,1,1,1,?,0,?,?,?,?
10100,'2020/02/19 11:50:49:740',17,86,40,124,3,1,1,1,?,0,?,?,?,?
10101,'2020/02/19 11:50:49:740',17,86,40,125,3,1,1,1,?,0,?,?,?,?
10102,'2020/02/19 11:50:49:740',17,86,40,125,3,1,1,1,?,0,?,?,?,?
10103,'2020/02/19 11:50:49:740',17,86,40,125,3,1,1,1,?,0,?,?,?,?
10104,'2020/02/19 11:50:49:740',17,86,40,125,3,1,1,1,?,0,?,?,?,?
10105,'2020/02/19 11:50:49:741',17,86,40,125,3,1,1,1,?,0,?,?,?,?
10106,'2020/02/19 11:50:49:795',17,85,40,125,3,1,1,1,?,0,?,?,?,?
10107,'2020/02/19 11:50:49:795',17,85,40,125,3,1,1,1,?,0,?,?,?,?
10108,'2020/02/19 11:50:49:795',17,85,40,119,3,1,1,1,?,0,?,?,?,?
10109,'2020/02/19 11:50:49:795',17,85,40,119,3,1,1,1,?,0,?,?,?,?
10110,'2020/02/19 11:50:49:795',17,85,40,119,3,1,1,1,?,0,?,?,?,?
10111,'2020/02/19 11:50:49:796',17,85,40,119,3,1,1,1,?,0,?,?,?,?
10112,'2020/02/19 11:50:49:796',17,85,40,119,3,1,1,1,?,0,?,?,?,?
10113,'2020/02/19 11:50:49:847',17,85,40,119,3,1,1,1,?,0,?,?,?,?
10114,'2020/02/19 11:50:49:848',17,85,40,119,3,1,1,1,?,0,?,?,?,?
10115,'2020/02/19 11:50:49:848',17,85,40,114,3,1,1,1,?,0,?,?,?,?
10116,'2020/02/19 11:50:49:848',17,85,40,114,3,1,1,1,?,0,?,?,?,?
10117,'2020/02/19 11:50:49:849',17,85,40,114,3,1,1,1,?,0,?,?,?,?
10118,'2020/02/19 11:50:49:849',17,85,40,114,3,1,1,1,?,0,?,?,?,?
10119,'2020/02/19 11:50:49:850',17,85,40,114,3,1,1,1,?,0,?,?,?,?
10120,'2020/02/19 11:50:49:904',17,85,40,114,3,1,1,1,?,0,?,?,?,?
10121,'2020/02/19 11:50:49:904',17,85,40,114,3,1,1,1,?,0,?,?,?,?
10122,'2020/02/19 11:50:49:904',17,85,40,108,3,1,1,1,?,0,?,?,?,?
10123,'2020/02/19 11:50:49:904',17,85,40,108,3,1,1,1,?,0,?,?,?,?
10124,'2020/02/19 11:50:49:904',17,85,40,108,3,1,1,1,?,0,?,?,?,?
10125,'2020/02/19 11:50:49:905',17,85,40,108,3,1,2,1,?,0,?,?,?,?
10126,'2020/02/19 11:50:49:905',17,85,40,108,3,1,2,1,?,0,?,?,?,?
10127,'2020/02/19 11:50:49:956',17,87,40,108,3,1,2,1,?,0,?,?,?,?
10128,'2020/02/19 11:50:49:956',17,87,40,108,3,1,2,1,?,0,?,?,?,?
10129,'2020/02/19 11:50:49:956',17,87,40,103,3,1,2,1,?,0,?,?,?,?
10130,'2020/02/19 11:50:49:956',17,87,40,103,3,1,2,1,?,0,?,?,?,?
10131,'2020/02/19 11:50:49:956',17,87,40,103,3,1,2,1,?,0,?,?,?,?
10132,'2020/02/19 11:50:49:956',17,87,40,103,3,1,1,1,?,0,?,?,?,?
10133,'2020/02/19 11:50:49:956',17,87,40,103,3,1,1,1,?,0,?,?,?,?
10134,'2020/02/19 11:50:50:015',17,86,40,103,3,1,1,1,?,0,?,?,?,?
10135,'2020/02/19 11:50:50:016',17,86,40,103,3,1,1,1,?,0,?,?,?,?
10136,'2020/02/19 11:50:50:016',17,86,40,106,3,1,1,1,?,0,?,?,?,?
10137,'2020/02/19 11:50:50:016',17,86,40,106,3,1,1,1,?,0,?,?,?,?
10138,'2020/02/19 11:50:50:016',17,86,40,106,3,1,1,1,?,0,?,?,?,?
10139,'2020/02/19 11:50:50:016',17,86,40,106,3,1,2,1,?,0,?,?,?,?
10140,'2020/02/19 11:50:50:016',17,86,40,106,3,1,2,1,?,0,?,?,?,?
10141,'2020/02/19 11:50:50:054',17,85,40,106,3,1,2,1,?,0,?,?,?,?
10142,'2020/02/19 11:50:50:054',17,85,40,106,3,1,2,1,?,0,?,?,?,?
10143,'2020/02/19 11:50:50:054',17,85,40,106,3,1,2,1,?,0,?,?,?,?
10144,'2020/02/19 11:50:50:054',17,85,40,106,3,1,2,1,?,0,?,?,?,?
10145,'2020/02/19 11:50:50:054',17,85,40,106,3,1,2,1,?,0,?,?,?,?
10146,'2020/02/19 11:50:50:054',17,85,40,106,3,1,1,1,?,0,?,?,?,?
10147,'2020/02/19 11:50:50:054',17,85,40,106,3,1,1,2,?,0,?,?,?,?
10148,'2020/02/19 11:50:50:130',17,83,40,106,3,1,1,2,?,0,?,?,?,?
10149,'2020/02/19 11:50:50:130',17,83,40,106,3,1,1,2,?,0,?,?,?,?
10150,'2020/02/19 11:50:50:130',17,83,40,106,3,1,1,2,?,0,?,?,?,?
10151,'2020/02/19 11:50:50:130',17,83,40,106,3,1,1,2,?,0,?,?,?,?
10152,'2020/02/19 11:50:50:130',17,83,40,106,3,1,1,2,?,0,?,?,?,?
10153,'2020/02/19 11:50:50:130',17,83,40,106,3,1,1,2,?,0,?,?,?,?
10154,'2020/02/19 11:50:50:131',17,83,40,106,3,1,1,1,?,0,?,?,?,?
10155,'2020/02/19 11:50:50:183',17,81,40,106,3,1,1,1,?,0,?,?,?,?
10156,'2020/02/19 11:50:50:183',17,81,40,106,3,1,1,1,?,0,?,?,?,?
10157,'2020/02/19 11:50:50:183',17,81,40,100,3,1,1,1,?,0,?,?,?,?
10158,'2020/02/19 11:50:50:183',17,81,40,100,3,1,1,1,?,0,?,?,?,?
10159,'2020/02/19 11:50:50:183',17,81,40,100,3,1,1,1,?,0,?,?,?,?
10160,'2020/02/19 11:50:50:183',17,81,40,100,3,1,2,1,?,0,?,?,?,?
10161,'2020/02/19 11:50:50:183',17,81,40,100,3,1,2,1,?,0,?,?,?,?
10162,'2020/02/19 11:50:50:218',17,79,40,100,3,1,2,1,?,0,?,?,?,?
10163,'2020/02/19 11:50:50:218',17,79,40,100,3,1,2,1,?,0,?,?,?,?
10164,'2020/02/19 11:50:50:218',17,79,40,111,3,1,2,1,?,0,?,?,?,?
10165,'2020/02/19 11:50:50:218',17,79,40,111,2,1,2,1,?,0,?,?,?,?
10166,'2020/02/19 11:50:50:218',17,79,40,111,2,1,2,1,?,0,?,?,?,?
10167,'2020/02/19 11:50:50:218',17,79,40,111,2,1,1,1,?,0,?,?,?,?
10168,'2020/02/19 11:50:50:218',17,79,40,111,2,1,1,1,?,0,?,?,?,?
10169,'2020/02/19 11:50:50:281',17,78,40,111,2,1,1,1,?,0,?,?,?,?
10170,'2020/02/19 11:50:50:282',17,78,40,111,2,1,1,1,?,0,?,?,?,?
10171,'2020/02/19 11:50:50:282',17,78,40,110,2,1,1,1,?,0,?,?,?,?
10172,'2020/02/19 11:50:50:282',17,78,40,110,3,1,1,1,?,0,?,?,?,?
10173,'2020/02/19 11:50:50:283',17,78,40,110,3,1,1,1,?,0,?,?,?,?
10174,'2020/02/19 11:50:50:283',17,78,40,110,3,1,2,1,?,0,?,?,?,?
10175,'2020/02/19 11:50:50:283',17,78,40,110,3,1,2,1,?,0,?,?,?,?
10176,'2020/02/19 11:50:50:321',17,77,40,110,3,1,2,1,?,0,?,?,?,?
10177,'2020/02/19 11:50:50:321',17,77,40,110,3,1,2,1,?,0,?,?,?,?
10178,'2020/02/19 11:50:50:321',17,77,40,108,3,1,2,1,?,0,?,?,?,?
10179,'2020/02/19 11:50:50:322',17,77,40,108,3,1,2,1,?,0,?,?,?,?
10180,'2020/02/19 11:50:50:322',17,77,40,108,3,1,2,1,?,0,?,?,?,?
10181,'2020/02/19 11:50:50:322',17,77,40,108,3,1,2,1,?,0,?,?,?,?
10182,'2020/02/19 11:50:50:322',17,77,40,108,3,1,2,1,?,0,?,?,?,?
10183,'2020/02/19 11:50:50:380',17,77,40,108,3,1,2,1,?,0,?,?,?,?
10184,'2020/02/19 11:50:50:380',17,77,41,108,3,1,2,1,?,0,?,?,?,?
10185,'2020/02/19 11:50:50:380',17,77,41,107,3,1,2,1,?,0,?,?,?,?
10186,'2020/02/19 11:50:50:380',17,77,41,107,3,1,2,1,?,0,?,?,?,?
10187,'2020/02/19 11:50:50:380',17,77,41,107,3,1,2,1,?,0,?,?,?,?
10188,'2020/02/19 11:50:50:380',17,77,41,107,3,1,2,1,?,0,?,?,?,?
10189,'2020/02/19 11:50:50:380',17,77,41,107,3,1,2,1,?,0,?,?,?,?
10190,'2020/02/19 11:50:50:428',17,77,41,107,3,1,2,1,?,0,?,?,?,?
10191,'2020/02/19 11:50:50:428',17,77,41,107,3,1,2,1,?,0,?,?,?,?
10192,'2020/02/19 11:50:50:428',17,77,41,105,3,1,2,1,?,0,?,?,?,?
10193,'2020/02/19 11:50:50:428',17,77,41,105,2,1,2,1,?,0,?,?,?,?
10194,'2020/02/19 11:50:50:428',17,77,41,105,2,1,2,1,?,0,?,?,?,?
10195,'2020/02/19 11:50:50:428',17,77,41,105,2,1,2,1,?,0,?,?,?,?
10196,'2020/02/19 11:50:50:429',17,77,41,105,2,1,2,1,?,0,?,?,?,?
10197,'2020/02/19 11:50:50:480',17,77,41,105,2,1,2,1,?,0,?,?,?,?
10198,'2020/02/19 11:50:50:480',17,77,41,105,2,1,2,1,?,0,?,?,?,?
10199,'2020/02/19 11:50:50:480',17,77,41,105,2,1,2,1,?,0,?,?,?,?
10200,'2020/02/19 11:50:50:480',17,77,41,105,3,1,2,1,?,0,?,?,?,?
10201,'2020/02/19 11:50:50:480',17,77,41,105,3,1,2,1,?,0,?,?,?,?
10202,'2020/02/19 11:50:50:481',17,77,41,105,3,1,2,1,?,0,?,?,?,?
10203,'2020/02/19 11:50:50:481',17,77,41,105,3,1,2,1,?,0,?,?,?,?
10204,'2020/02/19 11:50:50:531',17,76,41,105,3,1,2,1,?,0,?,?,?,?
10205,'2020/02/19 11:50:50:531',17,76,41,105,3,1,2,1,?,0,?,?,?,?
10206,'2020/02/19 11:50:50:531',17,76,41,100,3,1,2,1,?,0,?,?,?,?
10207,'2020/02/19 11:50:50:532',17,76,41,100,3,1,2,1,?,0,?,?,?,?
10208,'2020/02/19 11:50:50:532',17,76,41,100,3,1,2,1,?,0,?,?,?,?
10209,'2020/02/19 11:50:50:532',17,76,41,100,3,1,2,1,?,0,?,?,?,?
10210,'2020/02/19 11:50:50:532',17,76,41,100,3,1,2,1,?,0,?,?,?,?
10211,'2020/02/19 11:50:50:590',17,75,41,100,3,1,2,1,?,0,?,?,?,?
10212,'2020/02/19 11:50:50:590',17,75,40,100,3,1,2,1,?,0,?,?,?,?
10213,'2020/02/19 11:50:50:590',17,75,40,93,3,1,2,1,?,0,?,?,?,?
10214,'2020/02/19 11:50:50:590',17,75,40,93,3,1,2,1,?,0,?,?,?,?
10215,'2020/02/19 11:50:50:590',17,75,40,93,3,1,2,1,?,0,?,?,?,?
10216,'2020/02/19 11:50:50:590',17,75,40,93,3,1,2,1,?,0,?,?,?,?
10217,'2020/02/19 11:50:50:591',17,75,40,93,3,1,2,1,?,0,?,?,?,?
10218,'2020/02/19 11:50:50:638',17,75,40,93,3,1,2,1,?,0,?,?,?,?
10219,'2020/02/19 11:50:50:638',17,75,41,93,3,1,2,1,?,0,?,?,?,?
10220,'2020/02/19 11:50:50:638',17,75,41,85,3,1,2,1,?,0,?,?,?,?
10221,'2020/02/19 11:50:50:638',17,75,41,85,3,1,2,1,?,0,?,?,?,?
10222,'2020/02/19 11:50:50:638',17,75,41,85,3,1,2,1,?,0,?,?,?,?
10223,'2020/02/19 11:50:50:638',17,75,41,85,3,1,2,1,?,0,?,?,?,?
10224,'2020/02/19 11:50:50:639',17,75,41,85,3,1,2,1,?,0,?,?,?,?
10225,'2020/02/19 11:50:50:749',17,75,41,85,3,1,2,1,?,0,?,?,?,?
10226,'2020/02/19 11:50:50:749',17,75,42,85,3,1,2,1,?,0,?,?,?,?
10227,'2020/02/19 11:50:50:749',17,75,42,81,3,1,2,1,?,0,?,?,?,?
10228,'2020/02/19 11:50:50:750',17,75,42,81,3,1,2,1,?,0,?,?,?,?
10229,'2020/02/19 11:50:50:750',17,75,42,81,3,1,2,1,?,0,?,?,?,?
10230,'2020/02/19 11:50:50:751',17,75,42,81,3,1,2,1,?,0,?,?,?,?
10231,'2020/02/19 11:50:50:751',17,75,42,81,3,1,2,1,?,0,?,?,?,?
10232,'2020/02/19 11:50:50:752',17,76,42,81,3,1,2,1,?,0,?,?,?,?
10233,'2020/02/19 11:50:50:752',17,76,41,81,3,1,2,1,?,0,?,?,?,?
10234,'2020/02/19 11:50:50:752',17,76,41,74,3,1,2,1,?,0,?,?,?,?
10235,'2020/02/19 11:50:50:753',17,76,41,74,3,1,2,1,?,0,?,?,?,?
10236,'2020/02/19 11:50:50:753',17,76,41,74,3,1,2,1,?,0,?,?,?,?
10237,'2020/02/19 11:50:50:754',17,76,41,74,3,1,2,1,?,0,?,?,?,?
10238,'2020/02/19 11:50:50:754',17,76,41,74,3,1,2,1,?,0,?,?,?,?
10239,'2020/02/19 11:50:50:807',17,78,41,74,3,1,2,1,?,0,?,?,?,?
10240,'2020/02/19 11:50:50:807',17,78,41,74,3,1,2,1,?,0,?,?,?,?
10241,'2020/02/19 11:50:50:808',17,78,41,75,3,1,2,1,?,0,?,?,?,?
10242,'2020/02/19 11:50:50:808',17,78,41,75,3,1,2,1,?,0,?,?,?,?
10243,'2020/02/19 11:50:50:808',17,78,41,75,3,1,2,1,?,0,?,?,?,?
10244,'2020/02/19 11:50:50:808',17,78,41,75,3,1,2,1,?,0,?,?,?,?
10245,'2020/02/19 11:50:50:808',17,78,41,75,3,1,2,2,?,0,?,?,?,?
10246,'2020/02/19 11:50:50:870',17,82,41,75,3,1,2,2,?,0,?,?,?,?
10247,'2020/02/19 11:50:50:870',17,82,41,75,3,1,2,2,?,0,?,?,?,?
10248,'2020/02/19 11:50:50:870',17,82,41,76,3,1,2,2,?,0,?,?,?,?
10249,'2020/02/19 11:50:50:870',17,82,41,76,3,1,2,2,?,0,?,?,?,?
10250,'2020/02/19 11:50:50:870',17,82,41,76,3,1,2,2,?,0,?,?,?,?
10251,'2020/02/19 11:50:50:871',17,82,41,76,3,1,2,2,?,0,?,?,?,?
10252,'2020/02/19 11:50:50:871',17,82,41,76,3,1,2,2,?,0,?,?,?,?
10253,'2020/02/19 11:50:50:905',17,85,41,76,3,1,2,2,?,0,?,?,?,?
10254,'2020/02/19 11:50:50:905',17,85,40,76,3,1,2,2,?,0,?,?,?,?
10255,'2020/02/19 11:50:50:905',17,85,40,74,3,1,2,2,?,0,?,?,?,?
10256,'2020/02/19 11:50:50:906',17,85,40,74,3,1,2,2,?,0,?,?,?,?
10257,'2020/02/19 11:50:50:906',17,85,40,74,3,1,2,2,?,0,?,?,?,?
10258,'2020/02/19 11:50:50:906',17,85,40,74,3,1,1,2,?,0,?,?,?,?
10259,'2020/02/19 11:50:50:907',17,85,40,74,3,1,1,2,?,0,?,?,?,?
10260,'2020/02/19 11:50:50:955',17,88,40,74,3,1,1,2,?,0,?,?,?,?
10261,'2020/02/19 11:50:50:956',17,88,40,74,3,1,1,2,?,0,?,?,?,?
10262,'2020/02/19 11:50:50:956',17,88,40,75,3,1,1,2,?,0,?,?,?,?
10263,'2020/02/19 11:50:50:956',17,88,40,75,3,1,1,2,?,0,?,?,?,?
10264,'2020/02/19 11:50:50:956',17,88,40,75,3,1,1,2,?,0,?,?,?,?
10265,'2020/02/19 11:50:50:956',17,88,40,75,3,1,1,2,?,0,?,?,?,?
10266,'2020/02/19 11:50:50:956',17,88,40,75,3,1,1,2,?,0,?,?,?,?
10267,'2020/02/19 11:50:51:004',17,90,40,75,3,1,1,2,?,0,?,?,?,?
10268,'2020/02/19 11:50:51:004',17,90,40,75,3,1,1,2,?,0,?,?,?,?
10269,'2020/02/19 11:50:51:004',17,90,40,75,3,1,1,2,?,0,?,?,?,?
10270,'2020/02/19 11:50:51:005',17,90,40,75,3,1,1,2,?,0,?,?,?,?
10271,'2020/02/19 11:50:51:005',17,90,40,75,3,1,1,2,?,0,?,?,?,?
10272,'2020/02/19 11:50:51:005',17,90,40,75,3,1,1,2,?,0,?,?,?,?
10273,'2020/02/19 11:50:51:005',17,90,40,75,3,1,1,2,?,0,?,?,?,?
10274,'2020/02/19 11:50:51:065',17,91,40,75,3,1,1,2,?,0,?,?,?,?
10275,'2020/02/19 11:50:51:066',17,91,40,75,3,1,1,2,?,0,?,?,?,?
10276,'2020/02/19 11:50:51:066',17,91,40,83,3,1,1,2,?,0,?,?,?,?
10277,'2020/02/19 11:50:51:066',17,91,40,83,3,1,1,2,?,0,?,?,?,?
10278,'2020/02/19 11:50:51:066',17,91,40,83,3,1,1,2,?,0,?,?,?,?
10279,'2020/02/19 11:50:51:066',17,91,40,83,3,1,1,2,?,0,?,?,?,?
10280,'2020/02/19 11:50:51:066',17,91,40,83,3,1,1,2,?,0,?,?,?,?
10281,'2020/02/19 11:50:51:117',17,91,40,83,3,1,1,2,?,0,?,?,?,?
10282,'2020/02/19 11:50:51:117',17,91,41,83,3,1,1,2,?,0,?,?,?,?
10283,'2020/02/19 11:50:51:117',17,91,41,93,3,1,1,2,?,0,?,?,?,?
10284,'2020/02/19 11:50:51:117',17,91,41,93,3,1,1,2,?,0,?,?,?,?
10285,'2020/02/19 11:50:51:117',17,91,41,93,3,1,1,2,?,0,?,?,?,?
10286,'2020/02/19 11:50:51:117',17,91,41,93,3,1,1,2,?,0,?,?,?,?
10287,'2020/02/19 11:50:51:117',17,91,41,93,3,1,1,2,?,0,?,?,?,?
10288,'2020/02/19 11:50:51:164',17,91,41,93,3,1,1,2,?,0,?,?,?,?
10289,'2020/02/19 11:50:51:164',17,91,40,93,3,1,1,2,?,0,?,?,?,?
10290,'2020/02/19 11:50:51:164',17,91,40,101,3,1,1,2,?,0,?,?,?,?
10291,'2020/02/19 11:50:51:164',17,91,40,101,3,1,1,2,?,0,?,?,?,?
10292,'2020/02/19 11:50:51:165',17,91,40,101,3,1,1,2,?,0,?,?,?,?
10293,'2020/02/19 11:50:51:165',17,91,40,101,3,1,1,2,?,0,?,?,?,?
10294,'2020/02/19 11:50:51:165',17,91,40,101,3,1,1,2,?,0,?,?,?,?
10295,'2020/02/19 11:50:51:231',17,91,40,101,3,1,1,2,?,0,?,?,?,?
10296,'2020/02/19 11:50:51:231',17,91,39,101,3,1,1,2,?,0,?,?,?,?
10297,'2020/02/19 11:50:51:231',17,91,39,101,3,1,1,2,?,0,?,?,?,?
10298,'2020/02/19 11:50:51:232',17,91,39,101,3,1,1,2,?,0,?,?,?,?
10299,'2020/02/19 11:50:51:232',17,91,39,101,3,1,1,2,?,0,?,?,?,?
10300,'2020/02/19 11:50:51:232',17,91,39,101,3,1,1,2,?,0,?,?,?,?
10301,'2020/02/19 11:50:51:232',17,91,39,101,3,1,1,2,?,0,?,?,?,?
10302,'2020/02/19 11:50:51:274',17,91,39,101,3,1,1,2,?,0,?,?,?,?
10303,'2020/02/19 11:50:51:274',17,91,40,101,3,1,1,2,?,0,?,?,?,?
10304,'2020/02/19 11:50:51:274',17,91,40,103,3,1,1,2,?,0,?,?,?,?
10305,'2020/02/19 11:50:51:275',17,91,40,103,3,1,1,2,?,0,?,?,?,?
10306,'2020/02/19 11:50:51:275',17,91,40,103,3,1,1,2,?,0,?,?,?,?
10307,'2020/02/19 11:50:51:275',17,91,40,103,3,1,1,2,?,0,?,?,?,?
10308,'2020/02/19 11:50:51:275',17,91,40,103,3,1,1,2,?,0,?,?,?,?
10309,'2020/02/19 11:50:51:347',17,90,40,103,3,1,1,2,?,0,?,?,?,?
10310,'2020/02/19 11:50:51:347',17,90,39,103,3,1,1,2,?,0,?,?,?,?
10311,'2020/02/19 11:50:51:348',17,90,39,102,3,1,1,2,?,0,?,?,?,?
10312,'2020/02/19 11:50:51:348',17,90,39,102,3,1,1,2,?,0,?,?,?,?
10313,'2020/02/19 11:50:51:348',17,90,39,102,3,1,1,2,?,0,?,?,?,?
10314,'2020/02/19 11:50:51:348',17,90,39,102,3,1,1,2,?,0,?,?,?,?
10315,'2020/02/19 11:50:51:349',17,90,39,102,3,1,1,1,?,0,?,?,?,?
10316,'2020/02/19 11:50:51:376',17,91,39,102,3,1,1,1,?,0,?,?,?,?
10317,'2020/02/19 11:50:51:376',17,91,39,102,3,1,1,1,?,0,?,?,?,?
10318,'2020/02/19 11:50:51:376',17,91,39,99,3,1,1,1,?,0,?,?,?,?
10319,'2020/02/19 11:50:51:376',17,91,39,99,3,1,1,1,?,0,?,?,?,?
10320,'2020/02/19 11:50:51:376',17,91,39,99,3,1,1,1,?,0,?,?,?,?
10321,'2020/02/19 11:50:51:376',17,91,39,99,3,1,1,1,?,0,?,?,?,?
10322,'2020/02/19 11:50:51:376',17,91,39,99,3,1,1,2,?,0,?,?,?,?
10323,'2020/02/19 11:50:51:435',17,91,39,99,3,1,1,2,?,0,?,?,?,?
10324,'2020/02/19 11:50:51:435',17,91,40,99,3,1,1,2,?,0,?,?,?,?
10325,'2020/02/19 11:50:51:435',17,91,40,97,3,1,1,2,?,0,?,?,?,?
10326,'2020/02/19 11:50:51:436',17,91,40,97,3,1,1,2,?,0,?,?,?,?
10327,'2020/02/19 11:50:51:436',17,91,40,97,3,1,1,2,?,0,?,?,?,?
10328,'2020/02/19 11:50:51:437',17,91,40,97,3,1,1,2,?,0,?,?,?,?
10329,'2020/02/19 11:50:51:437',17,91,40,97,3,1,1,2,?,0,?,?,?,?
10330,'2020/02/19 11:50:51:486',17,92,40,97,3,1,1,2,?,0,?,?,?,?
10331,'2020/02/19 11:50:51:486',17,92,40,97,3,1,1,2,?,0,?,?,?,?
10332,'2020/02/19 11:50:51:486',17,92,40,96,3,1,1,2,?,0,?,?,?,?
10333,'2020/02/19 11:50:51:486',17,92,40,96,3,1,1,2,?,0,?,?,?,?
10334,'2020/02/19 11:50:51:486',17,92,40,96,3,1,1,2,?,0,?,?,?,?
10335,'2020/02/19 11:50:51:487',17,92,40,96,3,1,1,2,?,0,?,?,?,?
10336,'2020/02/19 11:50:51:487',17,92,40,96,3,1,1,2,?,0,?,?,?,?
10337,'2020/02/19 11:50:51:539',17,93,40,96,3,1,1,2,?,0,?,?,?,?
10338,'2020/02/19 11:50:51:539',17,93,40,96,3,1,1,2,?,0,?,?,?,?
10339,'2020/02/19 11:50:51:539',17,93,40,97,3,1,1,2,?,0,?,?,?,?
10340,'2020/02/19 11:50:51:539',17,93,40,97,3,1,1,2,?,0,?,?,?,?
10341,'2020/02/19 11:50:51:539',17,93,40,97,3,1,1,2,?,0,?,?,?,?
10342,'2020/02/19 11:50:51:539',17,93,40,97,3,1,1,2,?,0,?,?,?,?
10343,'2020/02/19 11:50:51:539',17,93,40,97,3,1,1,1,?,0,?,?,?,?
10344,'2020/02/19 11:50:51:589',17,97,40,97,3,1,1,1,?,0,?,?,?,?
10345,'2020/02/19 11:50:51:589',17,97,40,97,3,1,1,1,?,0,?,?,?,?
10346,'2020/02/19 11:50:51:589',17,97,40,99,3,1,1,1,?,0,?,?,?,?
10347,'2020/02/19 11:50:51:590',17,97,40,99,3,1,1,1,?,0,?,?,?,?
10348,'2020/02/19 11:50:51:590',17,97,40,99,3,2,1,1,?,0,?,?,?,?
10349,'2020/02/19 11:50:51:591',17,97,40,99,3,2,1,1,?,0,?,?,?,?
10350,'2020/02/19 11:50:51:591',17,97,40,99,3,2,1,2,?,0,?,?,?,?
10351,'2020/02/19 11:50:51:638',17,98,40,99,3,2,1,2,?,0,?,?,?,?
10352,'2020/02/19 11:50:51:639',17,98,40,99,3,2,1,2,?,0,?,?,?,?
10353,'2020/02/19 11:50:51:639',17,98,40,101,3,2,1,2,?,0,?,?,?,?
10354,'2020/02/19 11:50:51:639',17,98,40,101,3,2,1,2,?,0,?,?,?,?
10355,'2020/02/19 11:50:51:639',17,98,40,101,3,1,1,2,?,0,?,?,?,?
10356,'2020/02/19 11:50:51:639',17,98,40,101,3,1,1,2,?,0,?,?,?,?
10357,'2020/02/19 11:50:51:639',17,98,40,101,3,1,1,1,?,0,?,?,?,?
10358,'2020/02/19 11:50:51:694',17,98,40,101,3,1,1,1,?,0,?,?,?,?
10359,'2020/02/19 11:50:51:694',17,98,40,101,3,1,1,1,?,0,?,?,?,?
10360,'2020/02/19 11:50:51:695',17,98,40,111,3,1,1,1,?,0,?,?,?,?
10361,'2020/02/19 11:50:51:695',17,98,40,111,3,1,1,1,?,0,?,?,?,?
10362,'2020/02/19 11:50:51:695',17,98,40,111,3,1,1,1,?,0,?,?,?,?
10363,'2020/02/19 11:50:51:695',17,98,40,111,3,1,2,1,?,0,?,?,?,?
10364,'2020/02/19 11:50:51:696',17,98,40,111,3,1,2,1,?,0,?,?,?,?
10365,'2020/02/19 11:50:51:751',17,98,40,111,3,1,2,1,?,0,?,?,?,?
10366,'2020/02/19 11:50:51:751',17,98,41,111,3,1,2,1,?,0,?,?,?,?
10367,'2020/02/19 11:50:51:751',17,98,41,136,3,1,2,1,?,0,?,?,?,?
10368,'2020/02/19 11:50:51:751',17,98,41,136,3,1,2,1,?,0,?,?,?,?
10369,'2020/02/19 11:50:51:751',17,98,41,136,3,1,2,1,?,0,?,?,?,?
10370,'2020/02/19 11:50:51:751',17,98,41,136,3,1,2,1,?,0,?,?,?,?
10371,'2020/02/19 11:50:51:751',17,98,41,136,3,1,2,1,?,0,?,?,?,?
10372,'2020/02/19 11:50:51:803',17,99,41,136,3,1,2,1,?,0,?,?,?,?
10373,'2020/02/19 11:50:51:803',17,99,41,136,3,1,2,1,?,0,?,?,?,?
10374,'2020/02/19 11:50:51:803',17,99,41,169,3,1,2,1,?,0,?,?,?,?
10375,'2020/02/19 11:50:51:803',17,99,41,169,3,1,2,1,?,0,?,?,?,?
10376,'2020/02/19 11:50:51:803',17,99,41,169,3,1,2,1,?,0,?,?,?,?
10377,'2020/02/19 11:50:51:803',17,99,41,169,3,1,1,1,?,0,?,?,?,?
10378,'2020/02/19 11:50:51:803',17,99,41,169,3,1,1,1,?,0,?,?,?,?
10379,'2020/02/19 11:50:51:867',17,101,41,169,3,1,1,1,?,0,?,?,?,?
10380,'2020/02/19 11:50:51:868',17,101,40,169,3,1,1,1,?,0,?,?,?,?
10381,'2020/02/19 11:50:51:868',17,101,40,217,3,1,1,1,?,0,?,?,?,?
10382,'2020/02/19 11:50:51:868',17,101,40,217,3,1,1,1,?,0,?,?,?,?
10383,'2020/02/19 11:50:51:868',17,101,40,217,3,1,1,1,?,0,?,?,?,?
10384,'2020/02/19 11:50:51:868',17,101,40,217,3,1,2,1,?,0,?,?,?,?
