@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute processing-1 numeric
@attribute processing-2 numeric
@attribute processing-3 numeric
@attribute processing-4 numeric
@attribute processing-5 numeric
@attribute processing-6 numeric
@attribute processing-7 numeric

@data
3526,'2019/12/17 19:15:38:027',26,275,30,1125,904,905,38,7,?,?,?,?,?,?,?
3527,'2019/12/17 19:15:38:027',26,275,30,1125,904,905,38,7,?,?,?,?,?,?,?
3528,'2019/12/17 19:15:38:027',26,275,30,1125,904,905,38,7,?,?,?,?,?,?,?
3529,'2019/12/17 19:15:38:075',26,263,30,1125,904,905,38,7,?,?,?,?,?,?,?
3530,'2019/12/17 19:15:38:075',26,263,30,1125,904,905,38,7,?,?,?,?,?,?,?
3531,'2019/12/17 19:15:38:075',26,263,30,1118,904,905,38,7,?,?,?,?,?,?,?
3532,'2019/12/17 19:15:38:075',26,263,30,1118,904,905,38,7,?,?,?,?,?,?,?
3533,'2019/12/17 19:15:38:075',26,263,30,1118,904,905,38,7,?,?,?,?,?,?,?
3534,'2019/12/17 19:15:38:075',26,263,30,1118,904,905,38,7,?,?,?,?,?,?,?
3535,'2019/12/17 19:15:38:075',26,263,30,1118,904,905,38,7,?,?,?,?,?,?,?
3536,'2019/12/17 19:15:38:123',26,261,30,1118,904,905,38,7,?,?,?,?,?,?,?
3537,'2019/12/17 19:15:38:123',26,261,30,1118,904,905,38,7,?,?,?,?,?,?,?
3538,'2019/12/17 19:15:38:123',26,261,30,1122,904,905,38,7,?,?,?,?,?,?,?
3539,'2019/12/17 19:15:38:123',26,261,30,1122,904,905,38,7,?,?,?,?,?,?,?
3540,'2019/12/17 19:15:38:123',26,261,30,1122,904,905,38,7,?,?,?,?,?,?,?
3541,'2019/12/17 19:15:38:123',26,261,30,1122,904,905,38,7,?,?,?,?,?,?,?
3542,'2019/12/17 19:15:38:123',26,261,30,1122,904,905,38,7,?,?,?,?,?,?,?
3543,'2019/12/17 19:15:38:170',26,247,30,1122,904,905,38,7,?,?,?,?,?,?,?
3544,'2019/12/17 19:15:38:171',26,247,30,1122,904,905,38,7,?,?,?,?,?,?,?
3545,'2019/12/17 19:15:38:171',26,247,30,1122,904,905,38,7,?,?,?,?,?,?,?
3546,'2019/12/17 19:15:38:171',26,247,30,1122,904,905,38,7,?,?,?,?,?,?,?
3547,'2019/12/17 19:15:38:171',26,247,30,1122,904,905,38,7,?,?,?,?,?,?,?
3548,'2019/12/17 19:15:38:171',26,247,30,1122,904,905,38,7,?,?,?,?,?,?,?
3549,'2019/12/17 19:15:38:171',26,247,30,1122,904,905,38,7,?,?,?,?,?,?,?
3550,'2019/12/17 19:15:38:220',26,239,30,1122,904,905,38,7,?,?,?,?,?,?,?
3551,'2019/12/17 19:15:38:220',26,239,30,1122,904,905,38,7,?,?,?,?,?,?,?
3552,'2019/12/17 19:15:38:220',26,239,30,1122,904,905,38,7,?,?,?,?,?,?,?
3553,'2019/12/17 19:15:38:220',26,239,30,1122,904,905,38,7,?,?,?,?,?,?,?
3554,'2019/12/17 19:15:38:220',26,239,30,1122,904,905,38,7,?,?,?,?,?,?,?
3555,'2019/12/17 19:15:38:220',26,239,30,1122,904,905,38,7,?,?,?,?,?,?,?
3556,'2019/12/17 19:15:38:220',26,239,30,1122,904,905,38,7,?,?,?,?,?,?,?
3557,'2019/12/17 19:15:38:266',26,235,30,1122,904,905,38,7,?,?,?,?,?,?,?
3558,'2019/12/17 19:15:38:266',26,235,30,1122,904,905,38,7,?,?,?,?,?,?,?
3559,'2019/12/17 19:15:38:266',26,235,30,1122,904,905,38,7,?,?,?,?,?,?,?
3560,'2019/12/17 19:15:38:266',26,235,30,1122,904,905,38,7,?,?,?,?,?,?,?
3561,'2019/12/17 19:15:38:266',26,235,30,1122,904,905,38,7,?,?,?,?,?,?,?
3562,'2019/12/17 19:15:38:266',26,235,30,1122,904,905,38,7,?,?,?,?,?,?,?
3563,'2019/12/17 19:15:38:266',26,235,30,1122,904,905,38,8,?,?,?,?,?,?,?
3564,'2019/12/17 19:15:38:314',26,231,30,1122,904,905,38,8,?,?,?,?,?,?,?
3565,'2019/12/17 19:15:38:314',26,231,30,1122,904,905,38,8,?,?,?,?,?,?,?
3566,'2019/12/17 19:15:38:314',26,231,30,1122,904,905,38,8,?,?,?,?,?,?,?
3567,'2019/12/17 19:15:38:315',26,231,30,1122,904,905,38,8,?,?,?,?,?,?,?
3568,'2019/12/17 19:15:38:315',26,231,30,1122,904,905,38,8,?,?,?,?,?,?,?
3569,'2019/12/17 19:15:38:315',26,231,30,1122,904,905,38,8,?,?,?,?,?,?,?
3570,'2019/12/17 19:15:38:315',26,231,30,1122,904,905,38,7,?,?,?,?,?,?,?
3571,'2019/12/17 19:15:38:368',26,233,30,1122,904,905,38,7,?,?,?,?,?,?,?
3572,'2019/12/17 19:15:38:368',26,233,30,1122,904,905,38,7,?,?,?,?,?,?,?
3573,'2019/12/17 19:15:38:368',26,233,30,1122,904,905,38,7,?,?,?,?,?,?,?
3574,'2019/12/17 19:15:38:368',26,233,30,1122,904,905,38,7,?,?,?,?,?,?,?
3575,'2019/12/17 19:15:38:368',26,233,30,1122,904,905,38,7,?,?,?,?,?,?,?
3576,'2019/12/17 19:15:38:368',26,233,30,1122,904,905,38,7,?,?,?,?,?,?,?
3577,'2019/12/17 19:15:38:368',26,233,30,1122,904,905,38,7,?,?,?,?,?,?,?
3578,'2019/12/17 19:15:38:411',26,229,30,1122,904,905,38,7,?,?,?,?,?,?,?
3579,'2019/12/17 19:15:38:411',26,229,30,1122,904,905,38,7,?,?,?,?,?,?,?
3580,'2019/12/17 19:15:38:411',26,229,30,1122,904,905,38,7,?,?,?,?,?,?,?
3581,'2019/12/17 19:15:38:411',26,229,30,1122,904,905,38,7,?,?,?,?,?,?,?
3582,'2019/12/17 19:15:38:411',26,229,30,1122,904,905,38,7,?,?,?,?,?,?,?
3583,'2019/12/17 19:15:38:411',26,229,30,1122,904,905,38,7,?,?,?,?,?,?,?
3584,'2019/12/17 19:15:38:411',26,229,30,1122,904,905,38,8,?,?,?,?,?,?,?
3585,'2019/12/17 19:15:38:469',26,232,30,1122,904,905,38,8,?,?,?,?,?,?,?
3586,'2019/12/17 19:15:38:469',26,232,30,1122,904,905,38,8,?,?,?,?,?,?,?
3587,'2019/12/17 19:15:38:470',26,232,30,1122,904,905,38,8,?,?,?,?,?,?,?
3588,'2019/12/17 19:15:38:470',26,232,30,1122,904,905,38,8,?,?,?,?,?,?,?
3589,'2019/12/17 19:15:38:470',26,232,30,1122,904,905,38,8,?,?,?,?,?,?,?
3590,'2019/12/17 19:15:38:470',26,232,30,1122,904,905,38,8,?,?,?,?,?,?,?
3591,'2019/12/17 19:15:38:470',26,232,30,1122,904,905,38,7,?,?,?,?,?,?,?
3592,'2019/12/17 19:15:38:509',26,226,30,1122,904,905,38,7,?,?,?,?,?,?,?
3593,'2019/12/17 19:15:38:509',26,226,30,1122,904,905,38,7,?,?,?,?,?,?,?
3594,'2019/12/17 19:15:38:509',26,226,30,1122,904,905,38,7,?,?,?,?,?,?,?
3595,'2019/12/17 19:15:38:509',26,226,30,1122,904,905,38,7,?,?,?,?,?,?,?
3596,'2019/12/17 19:15:38:509',26,226,30,1122,904,905,38,7,?,?,?,?,?,?,?
3597,'2019/12/17 19:15:38:509',26,226,30,1122,904,905,38,7,?,?,?,?,?,?,?
3598,'2019/12/17 19:15:38:509',26,226,30,1122,904,905,38,7,?,?,?,?,?,?,?
3599,'2019/12/17 19:15:38:554',26,236,30,1122,904,905,38,7,?,?,?,?,?,?,?
3600,'2019/12/17 19:15:38:554',26,236,30,1122,904,905,38,7,?,?,?,?,?,?,?
3601,'2019/12/17 19:15:38:554',26,236,30,1125,904,905,38,7,?,?,?,?,?,?,?
3602,'2019/12/17 19:15:38:554',26,236,30,1125,904,905,38,7,?,?,?,?,?,?,?
3603,'2019/12/17 19:15:38:554',26,236,30,1125,904,905,38,7,?,?,?,?,?,?,?
3604,'2019/12/17 19:15:38:554',26,236,30,1125,904,905,38,7,?,?,?,?,?,?,?
3605,'2019/12/17 19:15:38:554',26,236,30,1125,904,905,38,7,?,?,?,?,?,?,?
3606,'2019/12/17 19:15:38:602',26,238,30,1125,904,905,38,7,?,?,?,?,?,?,?
3607,'2019/12/17 19:15:38:602',26,238,30,1125,904,905,38,7,?,?,?,?,?,?,?
3608,'2019/12/17 19:15:38:602',26,238,30,1125,904,905,38,7,?,?,?,?,?,?,?
3609,'2019/12/17 19:15:38:602',26,238,30,1125,904,905,38,7,?,?,?,?,?,?,?
3610,'2019/12/17 19:15:38:602',26,238,30,1125,904,905,38,7,?,?,?,?,?,?,?
3611,'2019/12/17 19:15:38:602',26,238,30,1125,904,905,38,7,?,?,?,?,?,?,?
3612,'2019/12/17 19:15:38:602',26,238,30,1125,904,905,38,7,?,?,?,?,?,?,?
3613,'2019/12/17 19:15:38:650',26,237,30,1125,904,905,38,7,?,?,?,?,?,?,?
3614,'2019/12/17 19:15:38:650',26,237,30,1125,904,905,38,7,?,?,?,?,?,?,?
3615,'2019/12/17 19:15:38:650',26,237,30,1125,904,905,38,7,?,?,?,?,?,?,?
3616,'2019/12/17 19:15:38:650',26,237,30,1125,904,905,38,7,?,?,?,?,?,?,?
3617,'2019/12/17 19:15:38:650',26,237,30,1125,904,905,38,7,?,?,?,?,?,?,?
3618,'2019/12/17 19:15:38:650',26,237,30,1125,904,905,38,7,?,?,?,?,?,?,?
3619,'2019/12/17 19:15:38:650',26,237,30,1125,904,905,38,7,?,?,?,?,?,?,?
3620,'2019/12/17 19:15:38:700',26,245,30,1125,904,905,38,7,?,?,?,?,?,?,?
3621,'2019/12/17 19:15:38:700',26,245,30,1125,904,905,38,7,?,?,?,?,?,?,?
3622,'2019/12/17 19:15:38:700',26,245,30,1125,904,905,38,7,?,?,?,?,?,?,?
3623,'2019/12/17 19:15:38:700',26,245,30,1125,904,905,38,7,?,?,?,?,?,?,?
3624,'2019/12/17 19:15:38:700',26,245,30,1125,904,905,38,7,?,?,?,?,?,?,?
3625,'2019/12/17 19:15:38:700',26,245,30,1125,904,905,38,7,?,?,?,?,?,?,?
3626,'2019/12/17 19:15:38:700',26,245,30,1125,904,905,38,7,?,?,?,?,?,?,?
3627,'2019/12/17 19:15:38:745',26,258,30,1125,904,905,38,7,?,?,?,?,?,?,?
3628,'2019/12/17 19:15:38:745',26,258,30,1125,904,905,38,7,?,?,?,?,?,?,?
3629,'2019/12/17 19:15:38:745',26,258,30,1125,904,905,38,7,?,?,?,?,?,?,?
3630,'2019/12/17 19:15:38:745',26,258,30,1125,904,905,38,7,?,?,?,?,?,?,?
3631,'2019/12/17 19:15:38:745',26,258,30,1125,904,905,38,7,?,?,?,?,?,?,?
3632,'2019/12/17 19:15:38:745',26,258,30,1125,904,905,38,7,?,?,?,?,?,?,?
3633,'2019/12/17 19:15:38:745',26,258,30,1125,904,905,38,7,?,?,?,?,?,?,?
3634,'2019/12/17 19:15:38:793',26,259,30,1125,904,905,38,7,?,?,?,?,?,?,?
3635,'2019/12/17 19:15:38:793',26,259,30,1125,904,905,38,7,?,?,?,?,?,?,?
3636,'2019/12/17 19:15:38:794',26,259,30,1125,904,905,38,7,?,?,?,?,?,?,?
3637,'2019/12/17 19:15:38:794',26,259,30,1125,904,905,38,7,?,?,?,?,?,?,?
3638,'2019/12/17 19:15:38:794',26,259,30,1125,904,905,38,7,?,?,?,?,?,?,?
3639,'2019/12/17 19:15:38:794',26,259,30,1125,904,905,38,7,?,?,?,?,?,?,?
3640,'2019/12/17 19:15:38:794',26,259,30,1125,904,905,38,7,?,?,?,?,?,?,?
3641,'2019/12/17 19:15:38:843',26,266,30,1125,904,905,38,7,?,?,?,?,?,?,?
3642,'2019/12/17 19:15:38:843',26,266,30,1125,904,905,38,7,?,?,?,?,?,?,?
3643,'2019/12/17 19:15:38:843',26,266,30,1125,904,905,38,7,?,?,?,?,?,?,?
3644,'2019/12/17 19:15:38:843',26,266,30,1125,904,905,38,7,?,?,?,?,?,?,?
3645,'2019/12/17 19:15:38:843',26,266,30,1125,904,905,38,7,?,?,?,?,?,?,?
3646,'2019/12/17 19:15:38:843',26,266,30,1125,904,905,38,7,?,?,?,?,?,?,?
3647,'2019/12/17 19:15:38:843',26,266,30,1125,904,905,38,8,?,?,?,?,?,?,?
3648,'2019/12/17 19:15:38:889',26,272,30,1125,904,905,38,8,?,?,?,?,?,?,?
3649,'2019/12/17 19:15:38:889',26,272,30,1125,904,905,38,8,?,?,?,?,?,?,?
3650,'2019/12/17 19:15:38:889',26,272,30,1125,904,905,38,8,?,?,?,?,?,?,?
3651,'2019/12/17 19:15:38:889',26,272,30,1125,904,905,38,8,?,?,?,?,?,?,?
3652,'2019/12/17 19:15:38:889',26,272,30,1125,904,905,38,8,?,?,?,?,?,?,?
3653,'2019/12/17 19:15:38:889',26,272,30,1125,904,905,38,8,?,?,?,?,?,?,?
3654,'2019/12/17 19:15:38:889',26,272,30,1125,904,905,38,7,?,?,?,?,?,?,?
3655,'2019/12/17 19:15:38:938',26,275,30,1125,904,905,38,7,?,?,?,?,?,?,?
3656,'2019/12/17 19:15:38:938',26,275,30,1125,904,905,38,7,?,?,?,?,?,?,?
3657,'2019/12/17 19:15:38:938',26,275,30,1125,904,905,38,7,?,?,?,?,?,?,?
3658,'2019/12/17 19:15:38:938',26,275,30,1125,904,905,38,7,?,?,?,?,?,?,?
3659,'2019/12/17 19:15:38:938',26,275,30,1125,904,905,38,7,?,?,?,?,?,?,?
3660,'2019/12/17 19:15:38:938',26,275,30,1125,904,905,38,7,?,?,?,?,?,?,?
3661,'2019/12/17 19:15:38:938',26,275,30,1125,904,905,38,7,?,?,?,?,?,?,?
3662,'2019/12/17 19:15:38:985',26,279,30,1125,904,905,38,7,?,?,?,?,?,?,?
3663,'2019/12/17 19:15:38:986',26,279,30,1125,904,905,38,7,?,?,?,?,?,?,?
3664,'2019/12/17 19:15:38:986',26,279,30,1125,904,905,38,7,?,?,?,?,?,?,?
3665,'2019/12/17 19:15:38:986',26,279,30,1125,903,905,38,7,?,?,?,?,?,?,?
3666,'2019/12/17 19:15:38:986',26,279,30,1125,903,905,38,7,?,?,?,?,?,?,?
3667,'2019/12/17 19:15:38:986',26,279,30,1125,903,905,38,7,?,?,?,?,?,?,?
3668,'2019/12/17 19:15:38:986',26,279,30,1125,903,905,38,8,?,?,?,?,?,?,?
3669,'2019/12/17 19:15:39:033',26,274,30,1125,903,905,38,8,?,?,?,?,?,?,?
3670,'2019/12/17 19:15:39:033',26,274,30,1125,903,905,38,8,?,?,?,?,?,?,?
3671,'2019/12/17 19:15:39:033',26,274,30,1125,903,905,38,8,?,?,?,?,?,?,?
3672,'2019/12/17 19:15:39:033',26,274,30,1125,903,905,38,8,?,?,?,?,?,?,?
3673,'2019/12/17 19:15:39:033',26,274,30,1125,903,905,38,8,?,?,?,?,?,?,?
3674,'2019/12/17 19:15:39:033',26,274,30,1125,903,905,38,8,?,?,?,?,?,?,?
3675,'2019/12/17 19:15:39:033',26,274,30,1125,903,905,38,7,?,?,?,?,?,?,?
3676,'2019/12/17 19:15:39:088',26,281,30,1125,903,905,38,7,?,?,?,?,?,?,?
3677,'2019/12/17 19:15:39:088',26,281,30,1125,903,905,38,7,?,?,?,?,?,?,?
3678,'2019/12/17 19:15:39:088',26,281,30,1125,903,905,38,7,?,?,?,?,?,?,?
3679,'2019/12/17 19:15:39:088',26,281,30,1125,903,905,38,7,?,?,?,?,?,?,?
3680,'2019/12/17 19:15:39:089',26,281,30,1125,903,905,38,7,?,?,?,?,?,?,?
3681,'2019/12/17 19:15:39:089',26,281,30,1125,903,905,38,7,?,?,?,?,?,?,?
3682,'2019/12/17 19:15:39:089',26,281,30,1125,903,905,38,8,?,?,?,?,?,?,?
3683,'2019/12/17 19:15:39:132',26,282,30,1125,903,905,38,8,?,?,?,?,?,?,?
3684,'2019/12/17 19:15:39:132',26,282,30,1125,903,905,38,8,?,?,?,?,?,?,?
3685,'2019/12/17 19:15:39:132',26,282,30,1125,903,905,38,8,?,?,?,?,?,?,?
3686,'2019/12/17 19:15:39:132',26,282,30,1125,903,905,38,8,?,?,?,?,?,?,?
3687,'2019/12/17 19:15:39:132',26,282,30,1125,903,905,38,8,?,?,?,?,?,?,?
3688,'2019/12/17 19:15:39:132',26,282,30,1125,903,905,38,8,?,?,?,?,?,?,?
3689,'2019/12/17 19:15:39:132',26,282,30,1125,903,905,38,7,?,?,?,?,?,?,?
3690,'2019/12/17 19:15:39:180',26,276,30,1125,903,905,38,7,?,?,?,?,?,?,?
3691,'2019/12/17 19:15:39:180',26,276,30,1125,903,905,38,7,?,?,?,?,?,?,?
3692,'2019/12/17 19:15:39:180',26,276,30,1125,903,905,38,7,?,?,?,?,?,?,?
3693,'2019/12/17 19:15:39:180',26,276,30,1125,903,905,38,7,?,?,?,?,?,?,?
3694,'2019/12/17 19:15:39:180',26,276,30,1125,903,905,38,7,?,?,?,?,?,?,?
3695,'2019/12/17 19:15:39:180',26,276,30,1125,903,905,38,7,?,?,?,?,?,?,?
3696,'2019/12/17 19:15:39:180',26,276,30,1125,903,905,38,8,?,?,?,?,?,?,?
3697,'2019/12/17 19:15:39:226',26,270,30,1125,903,905,38,8,?,?,?,?,?,?,?
3698,'2019/12/17 19:15:39:226',26,270,30,1125,903,905,38,8,?,?,?,?,?,?,?
3699,'2019/12/17 19:15:39:226',26,270,30,1125,903,905,38,8,?,?,?,?,?,?,?
3700,'2019/12/17 19:15:39:226',26,270,30,1125,903,905,38,8,?,?,?,?,?,?,?
3701,'2019/12/17 19:15:39:226',26,270,30,1125,903,904,38,8,?,?,?,?,?,?,?
3702,'2019/12/17 19:15:39:226',26,270,30,1125,903,904,38,8,?,?,?,?,?,?,?
3703,'2019/12/17 19:15:39:226',26,270,30,1125,903,904,38,8,?,?,?,?,?,?,?
3704,'2019/12/17 19:15:39:273',26,261,30,1125,903,904,38,8,?,?,?,?,?,?,?
3705,'2019/12/17 19:15:39:273',26,261,30,1125,903,904,38,8,?,?,?,?,?,?,?
3706,'2019/12/17 19:15:39:273',26,261,30,1125,903,904,38,8,?,?,?,?,?,?,?
3707,'2019/12/17 19:15:39:273',26,261,30,1125,903,904,38,8,?,?,?,?,?,?,?
3708,'2019/12/17 19:15:39:273',26,261,30,1125,903,905,38,8,?,?,?,?,?,?,?
3709,'2019/12/17 19:15:39:274',26,261,30,1125,903,905,38,8,?,?,?,?,?,?,?
3710,'2019/12/17 19:15:39:274',26,261,30,1125,903,905,38,8,?,?,?,?,?,?,?
3711,'2019/12/17 19:15:39:321',26,259,30,1125,903,905,38,8,?,?,?,?,?,?,?
3712,'2019/12/17 19:15:39:321',26,259,30,1125,903,905,38,8,?,?,?,?,?,?,?
3713,'2019/12/17 19:15:39:321',26,259,30,1125,903,905,38,8,?,?,?,?,?,?,?
3714,'2019/12/17 19:15:39:321',26,259,30,1125,903,905,38,8,?,?,?,?,?,?,?
3715,'2019/12/17 19:15:39:321',26,259,30,1125,903,905,38,8,?,?,?,?,?,?,?
3716,'2019/12/17 19:15:39:321',26,259,30,1125,903,905,38,8,?,?,?,?,?,?,?
3717,'2019/12/17 19:15:39:321',26,259,30,1125,903,905,38,7,?,?,?,?,?,?,?
3718,'2019/12/17 19:15:39:369',26,243,30,1125,903,905,38,7,?,?,?,?,?,?,?
3719,'2019/12/17 19:15:39:369',26,243,30,1125,903,905,38,7,?,?,?,?,?,?,?
3720,'2019/12/17 19:15:39:369',26,243,30,1125,903,905,38,7,?,?,?,?,?,?,?
3721,'2019/12/17 19:15:39:369',26,243,30,1125,903,905,38,7,?,?,?,?,?,?,?
3722,'2019/12/17 19:15:39:369',26,243,30,1125,903,904,38,7,?,?,?,?,?,?,?
3723,'2019/12/17 19:15:39:369',26,243,30,1125,903,904,38,7,?,?,?,?,?,?,?
3724,'2019/12/17 19:15:39:369',26,243,30,1125,903,904,38,7,?,?,?,?,?,?,?
3725,'2019/12/17 19:15:39:416',26,243,30,1125,903,904,38,7,?,?,?,?,?,?,?
3726,'2019/12/17 19:15:39:416',26,243,30,1125,903,904,38,7,?,?,?,?,?,?,?
3727,'2019/12/17 19:15:39:416',26,243,30,1125,903,904,38,7,?,?,?,?,?,?,?
3728,'2019/12/17 19:15:39:416',26,243,30,1125,903,904,38,7,?,?,?,?,?,?,?
3729,'2019/12/17 19:15:39:416',26,243,30,1125,903,905,38,7,?,?,?,?,?,?,?
3730,'2019/12/17 19:15:39:416',26,243,30,1125,903,905,37,7,?,?,?,?,?,?,?
3731,'2019/12/17 19:15:39:416',26,243,30,1125,903,905,37,7,?,?,?,?,?,?,?
3732,'2019/12/17 19:15:39:464',26,244,30,1125,903,905,37,7,?,?,?,?,?,?,?
3733,'2019/12/17 19:15:39:465',26,244,30,1125,903,905,37,7,?,?,?,?,?,?,?
3734,'2019/12/17 19:15:39:465',26,244,30,1125,903,905,37,7,?,?,?,?,?,?,?
3735,'2019/12/17 19:15:39:465',26,244,30,1125,903,905,37,7,?,?,?,?,?,?,?
3736,'2019/12/17 19:15:39:465',26,244,30,1125,903,905,37,7,?,?,?,?,?,?,?
3737,'2019/12/17 19:15:39:465',26,244,30,1125,903,905,38,7,?,?,?,?,?,?,?
3738,'2019/12/17 19:15:39:465',26,244,30,1125,903,905,38,7,?,?,?,?,?,?,?
3739,'2019/12/17 19:15:39:512',26,239,30,1125,903,905,38,7,?,?,?,?,?,?,?
3740,'2019/12/17 19:15:39:512',26,239,30,1125,903,905,38,7,?,?,?,?,?,?,?
3741,'2019/12/17 19:15:39:512',26,239,30,1125,903,905,38,7,?,?,?,?,?,?,?
3742,'2019/12/17 19:15:39:512',26,239,30,1125,904,905,38,7,?,?,?,?,?,?,?
3743,'2019/12/17 19:15:39:512',26,239,30,1125,904,905,38,7,?,?,?,?,?,?,?
3744,'2019/12/17 19:15:39:512',26,239,30,1125,904,905,38,7,?,?,?,?,?,?,?
3745,'2019/12/17 19:15:39:512',26,239,30,1125,904,905,38,8,?,?,?,?,?,?,?
3746,'2019/12/17 19:15:39:560',26,228,30,1125,904,905,38,8,?,?,?,?,?,?,?
3747,'2019/12/17 19:15:39:560',26,228,30,1125,904,905,38,8,?,?,?,?,?,?,?
3748,'2019/12/17 19:15:39:560',26,228,30,1125,904,905,38,8,?,?,?,?,?,?,?
3749,'2019/12/17 19:15:39:560',26,228,30,1125,904,905,38,8,?,?,?,?,?,?,?
3750,'2019/12/17 19:15:39:560',26,228,30,1125,904,905,38,8,?,?,?,?,?,?,?
3751,'2019/12/17 19:15:39:560',26,228,30,1125,904,905,38,8,?,?,?,?,?,?,?
3752,'2019/12/17 19:15:39:560',26,228,30,1125,904,905,38,7,?,?,?,?,?,?,?
3753,'2019/12/17 19:15:39:608',26,233,30,1125,904,905,38,7,?,?,?,?,?,?,?
3754,'2019/12/17 19:15:39:608',26,233,30,1125,904,905,38,7,?,?,?,?,?,?,?
3755,'2019/12/17 19:15:39:608',26,233,30,1125,904,905,38,7,?,?,?,?,?,?,?
3756,'2019/12/17 19:15:39:608',26,233,30,1125,904,905,38,7,?,?,?,?,?,?,?
3757,'2019/12/17 19:15:39:608',26,233,30,1125,904,905,38,7,?,?,?,?,?,?,?
3758,'2019/12/17 19:15:39:608',26,233,30,1125,904,905,38,7,?,?,?,?,?,?,?
3759,'2019/12/17 19:15:39:608',26,233,30,1125,904,905,38,7,?,?,?,?,?,?,?
3760,'2019/12/17 19:15:39:656',26,230,30,1125,904,905,38,7,?,?,?,?,?,?,?
3761,'2019/12/17 19:15:39:656',26,230,30,1125,904,905,38,7,?,?,?,?,?,?,?
3762,'2019/12/17 19:15:39:656',26,230,30,1125,904,905,38,7,?,?,?,?,?,?,?
3763,'2019/12/17 19:15:39:656',26,230,30,1125,904,905,38,7,?,?,?,?,?,?,?
3764,'2019/12/17 19:15:39:656',26,230,30,1125,904,905,38,7,?,?,?,?,?,?,?
3765,'2019/12/17 19:15:39:656',26,230,30,1125,904,905,38,7,?,?,?,?,?,?,?
3766,'2019/12/17 19:15:39:656',26,230,30,1125,904,905,38,8,?,?,?,?,?,?,?
3767,'2019/12/17 19:15:39:704',26,234,30,1125,904,905,38,8,?,?,?,?,?,?,?
3768,'2019/12/17 19:15:39:704',26,234,30,1125,904,905,38,8,?,?,?,?,?,?,?
3769,'2019/12/17 19:15:39:704',26,234,30,1125,904,905,38,8,?,?,?,?,?,?,?
3770,'2019/12/17 19:15:39:704',26,234,30,1125,904,905,38,8,?,?,?,?,?,?,?
3771,'2019/12/17 19:15:39:704',26,234,30,1125,904,905,38,8,?,?,?,?,?,?,?
3772,'2019/12/17 19:15:39:704',26,234,30,1125,904,905,38,8,?,?,?,?,?,?,?
3773,'2019/12/17 19:15:39:704',26,234,30,1125,904,905,38,7,?,?,?,?,?,?,?
3774,'2019/12/17 19:21:09:226',27,77,84,67,899,910,28,8,?,?,?,?,?,?,?
3775,'2019/12/17 19:21:09:226',27,77,87,67,899,910,28,8,?,?,?,?,?,?,?
3776,'2019/12/17 19:21:09:226',27,77,87,66,899,910,28,8,?,?,?,?,?,?,?
3777,'2019/12/17 19:21:09:226',27,77,87,66,899,910,28,8,?,?,?,?,?,?,?
3778,'2019/12/17 19:21:09:226',27,77,87,66,899,910,28,8,?,?,?,?,?,?,?
3779,'2019/12/17 19:21:09:227',27,77,87,66,899,910,28,8,?,?,?,?,?,?,?
3780,'2019/12/17 19:21:09:227',27,77,87,66,899,910,28,8,?,?,?,?,?,?,?
3781,'2019/12/17 19:21:09:266',27,77,87,66,899,910,28,8,?,?,?,?,?,?,?
3782,'2019/12/17 19:21:09:266',27,77,88,66,899,910,28,8,?,?,?,?,?,?,?
3783,'2019/12/17 19:21:09:266',27,77,88,65,899,910,28,8,?,?,?,?,?,?,?
3784,'2019/12/17 19:21:09:266',27,77,88,65,899,910,28,8,?,?,?,?,?,?,?
3785,'2019/12/17 19:21:09:266',27,77,88,65,899,910,28,8,?,?,?,?,?,?,?
3786,'2019/12/17 19:21:09:266',27,77,88,65,899,910,28,8,?,?,?,?,?,?,?
3787,'2019/12/17 19:21:09:266',27,77,88,65,899,910,28,8,?,?,?,?,?,?,?
3788,'2019/12/17 19:21:09:315',27,77,88,65,899,910,28,8,?,?,?,?,?,?,?
3789,'2019/12/17 19:21:09:316',27,77,88,65,899,910,28,8,?,?,?,?,?,?,?
3790,'2019/12/17 19:21:09:316',27,77,88,64,899,910,28,8,?,?,?,?,?,?,?
3791,'2019/12/17 19:21:09:316',27,77,88,64,899,910,28,8,?,?,?,?,?,?,?
3792,'2019/12/17 19:21:09:316',27,77,88,64,899,910,28,8,?,?,?,?,?,?,?
3793,'2019/12/17 19:21:09:316',27,77,88,64,899,910,28,8,?,?,?,?,?,?,?
3794,'2019/12/17 19:21:09:316',27,77,88,64,899,910,28,8,?,?,?,?,?,?,?
3795,'2019/12/17 19:21:09:363',27,77,88,64,899,910,28,8,?,?,?,?,?,?,?
3796,'2019/12/17 19:21:09:363',27,77,84,64,899,910,28,8,?,?,?,?,?,?,?
3797,'2019/12/17 19:21:09:363',27,77,84,63,899,910,28,8,?,?,?,?,?,?,?
3798,'2019/12/17 19:21:09:363',27,77,84,63,899,910,28,8,?,?,?,?,?,?,?
3799,'2019/12/17 19:21:09:363',27,77,84,63,899,910,28,8,?,?,?,?,?,?,?
3800,'2019/12/17 19:21:09:363',27,77,84,63,899,910,28,8,?,?,?,?,?,?,?
