@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute processing-1 numeric
@attribute processing-2 numeric
@attribute processing-3 numeric
@attribute processing-4 numeric
@attribute processing-5 numeric
@attribute processing-6 numeric
@attribute processing-7 numeric

@data
1189,'2019/12/17 17:29:37:239',18,91,30,49,928,935,2,550,?,?,?,?,?,?,?
1190,'2019/12/17 17:29:37:340',18,95,30,50,927,935,2,548,?,?,?,?,?,?,?
1191,'2019/12/17 17:29:37:442',18,100,30,50,927,935,2,548,?,?,?,?,?,?,?
1192,'2019/12/17 17:29:37:544',18,103,30,50,927,935,2,544,?,?,?,?,?,?,?
1193,'2019/12/17 17:29:37:645',18,111,30,50,927,935,2,541,?,?,?,?,?,?,?
1194,'2019/12/17 17:29:37:746',18,111,30,49,926,935,2,540,?,?,?,?,?,?,?
1195,'2019/12/17 17:29:37:848',18,114,30,48,926,935,2,539,?,?,?,?,?,?,?
1196,'2019/12/17 17:29:37:950',18,124,30,48,926,935,2,538,?,?,?,?,?,?,?
1197,'2019/12/17 17:29:38:052',18,121,30,49,926,935,2,541,?,?,?,?,?,?,?
1198,'2019/12/17 17:29:38:152',18,119,30,49,926,935,2,543,?,?,?,?,?,?,?
1199,'2019/12/17 17:29:38:254',18,124,30,49,927,935,2,542,?,?,?,?,?,?,?
1200,'2019/12/17 17:29:38:355',18,123,30,49,927,935,2,539,?,?,?,?,?,?,?
1201,'2019/12/17 17:29:38:457',18,114,30,49,927,935,2,539,?,?,?,?,?,?,?
1202,'2019/12/17 17:29:38:558',18,109,30,49,927,935,2,537,?,?,?,?,?,?,?
1203,'2019/12/17 17:29:38:660',18,105,30,49,928,935,2,536,?,?,?,?,?,?,?
1204,'2019/12/17 17:29:38:762',18,98,30,50,928,935,2,535,?,?,?,?,?,?,?
1205,'2019/12/17 17:29:38:864',18,98,30,51,928,935,2,535,?,?,?,?,?,?,?
1206,'2019/12/17 17:29:38:965',18,99,30,51,928,935,2,537,?,?,?,?,?,?,?
1207,'2019/12/17 17:29:39:067',18,99,30,51,928,935,2,538,?,?,?,?,?,?,?
1208,'2019/12/17 17:29:39:168',18,99,30,51,928,935,2,537,?,?,?,?,?,?,?
1209,'2019/12/17 17:29:39:270',18,102,30,51,928,935,2,536,?,?,?,?,?,?,?
1210,'2019/12/17 17:29:39:372',18,105,30,50,928,935,2,531,?,?,?,?,?,?,?
1211,'2019/12/17 17:29:39:473',18,104,30,51,928,935,2,522,?,?,?,?,?,?,?
1212,'2019/12/17 17:29:39:575',18,104,30,51,928,935,2,518,?,?,?,?,?,?,?
1213,'2019/12/17 17:29:39:677',18,106,30,51,928,935,2,519,?,?,?,?,?,?,?
1214,'2019/12/17 17:29:39:779',18,105,30,53,928,935,1,525,?,?,?,?,?,?,?
1215,'2019/12/17 17:29:39:880',18,111,30,52,928,935,1,532,?,?,?,?,?,?,?
1216,'2019/12/17 17:29:39:982',18,120,30,52,928,935,2,538,?,?,?,?,?,?,?
1217,'2019/12/17 17:29:40:084',18,132,30,52,927,935,1,542,?,?,?,?,?,?,?
1218,'2019/12/17 17:29:40:186',18,139,30,50,927,935,2,537,?,?,?,?,?,?,?
1219,'2019/12/17 17:29:40:287',18,137,30,50,927,935,2,533,?,?,?,?,?,?,?
1220,'2019/12/17 17:29:40:389',18,139,30,50,927,935,2,529,?,?,?,?,?,?,?
1221,'2019/12/17 17:29:40:491',18,140,30,50,927,935,2,523,?,?,?,?,?,?,?
1222,'2019/12/17 17:29:40:592',18,134,30,50,927,935,2,519,?,?,?,?,?,?,?
1223,'2019/12/17 17:29:40:693',18,132,30,50,927,935,2,519,?,?,?,?,?,?,?
1224,'2019/12/17 17:29:40:795',18,127,30,51,927,935,2,521,?,?,?,?,?,?,?
1225,'2019/12/17 17:29:40:897',18,125,30,50,928,935,1,523,?,?,?,?,?,?,?
1226,'2019/12/17 17:29:40:998',18,129,30,50,928,935,2,524,?,?,?,?,?,?,?
1227,'2019/12/17 17:29:41:100',18,127,30,50,928,935,2,526,?,?,?,?,?,?,?
1228,'2019/12/17 17:29:41:202',18,131,30,50,928,935,2,526,?,?,?,?,?,?,?
1229,'2019/12/17 17:29:41:304',18,135,30,51,928,935,2,525,?,?,?,?,?,?,?
1230,'2019/12/17 17:29:41:405',18,136,30,51,928,935,2,523,?,?,?,?,?,?,?
1231,'2019/12/17 17:29:41:506',18,135,30,51,928,935,2,522,?,?,?,?,?,?,?
1232,'2019/12/17 17:29:41:608',18,140,30,51,928,935,2,521,?,?,?,?,?,?,?
1233,'2019/12/17 17:29:41:709',18,135,30,51,928,935,2,521,?,?,?,?,?,?,?
1234,'2019/12/17 17:29:41:811',18,140,30,49,928,935,2,520,?,?,?,?,?,?,?
1235,'2019/12/17 17:29:41:911',18,143,30,49,928,935,2,520,?,?,?,?,?,?,?
1236,'2019/12/17 17:29:42:013',18,147,30,50,928,935,2,519,?,?,?,?,?,?,?
1237,'2019/12/17 17:29:42:114',18,150,30,50,928,935,2,519,?,?,?,?,?,?,?
1238,'2019/12/17 17:29:42:215',18,151,30,50,927,935,2,518,?,?,?,?,?,?,?
1239,'2019/12/17 17:29:42:317',18,153,30,50,927,935,2,518,?,?,?,?,?,?,?
1240,'2019/12/17 17:29:42:418',18,157,30,49,927,935,2,518,?,?,?,?,?,?,?
1241,'2019/12/17 17:29:42:518',18,159,30,49,927,935,2,517,?,?,?,?,?,?,?
1242,'2019/12/17 17:29:42:620',18,161,30,48,927,935,2,517,?,?,?,?,?,?,?
1243,'2019/12/17 17:29:42:722',18,155,31,49,927,935,2,514,?,?,?,?,?,?,?
1244,'2019/12/17 17:29:42:823',18,152,30,49,927,935,2,513,?,?,?,?,?,?,?
1245,'2019/12/17 17:29:42:925',18,151,30,49,927,935,2,513,?,?,?,?,?,?,?
1246,'2019/12/17 17:29:43:027',18,144,30,49,927,935,2,513,?,?,?,?,?,?,?
1247,'2019/12/17 17:29:43:129',18,140,30,49,927,935,2,513,?,?,?,?,?,?,?
1248,'2019/12/17 17:29:43:230',18,146,30,50,927,935,2,514,?,?,?,?,?,?,?
1249,'2019/12/17 17:29:43:331',18,144,30,50,927,935,2,515,?,?,?,?,?,?,?
1250,'2019/12/17 17:29:43:432',18,145,30,50,927,935,2,515,?,?,?,?,?,?,?
1251,'2019/12/17 17:29:43:534',18,139,30,53,927,935,2,516,?,?,?,?,?,?,?
1252,'2019/12/17 17:34:41:768',19,286,178,116,674,857,2,4,?,?,0.33,?,?,?,?
1253,'2019/12/17 17:34:41:869',19,220,208,111,797,716,2,5,?,?,0.33,?,?,?,?
1254,'2019/12/17 17:34:41:971',19,182,199,115,909,598,2,4,?,?,0.33,?,?,?,?
1255,'2019/12/17 17:34:42:072',19,166,191,121,915,476,2,4,?,?,0.33,?,?,?,?
1256,'2019/12/17 17:34:42:174',19,133,192,125,914,348,2,4,?,?,0.33,?,?,?,?
1257,'2019/12/17 17:34:42:276',19,112,186,126,911,313,2,4,?,?,0.33,?,?,?,?
1258,'2019/12/17 17:34:42:378',19,105,176,133,908,306,2,4,?,?,0.33,?,?,?,?
1259,'2019/12/17 17:34:42:479',19,101,179,118,907,286,2,5,?,?,0.33,?,?,?,?
1260,'2019/12/17 17:34:42:581',19,103,166,117,909,268,2,5,?,?,0.33,?,?,?,?
1261,'2019/12/17 17:34:42:683',19,110,147,134,913,282,2,5,?,?,0.33,?,?,?,?
1262,'2019/12/17 17:34:42:784',19,119,135,160,916,389,2,5,?,?,0.33,?,?,?,?
1263,'2019/12/17 17:34:42:885',19,135,123,165,918,500,2,5,?,?,0.33,?,?,?,?
1264,'2019/12/17 17:34:42:987',19,158,112,177,921,629,2,5,?,?,0.33,?,?,?,?
1265,'2019/12/17 17:34:43:089',19,201,102,179,914,825,2,5,?,?,0.33,?,?,?,?
1266,'2019/12/17 17:34:43:189',19,272,106,162,871,917,2,5,?,?,0.33,?,?,?,?
1267,'2019/12/17 17:34:43:291',19,338,103,150,766,924,2,5,?,?,0.33,?,?,?,?
1268,'2019/12/17 17:34:43:393',19,375,106,147,737,929,2,4,?,?,0.33,?,?,?,?
1269,'2019/12/17 17:34:43:495',19,398,117,140,713,932,2,4,?,?,0.33,?,?,?,?
1270,'2019/12/17 17:34:43:596',19,391,120,134,689,934,2,4,?,?,0.33,?,?,?,?
1271,'2019/12/17 17:34:43:698',19,333,122,128,692,935,2,4,?,?,0.33,?,?,?,?
1272,'2019/12/17 17:34:43:800',19,270,150,122,762,936,2,4,?,?,0.33,?,?,?,?
1273,'2019/12/17 17:34:43:902',19,187,169,109,834,922,2,4,?,?,0.33,?,?,?,?
1274,'2019/12/17 17:34:44:003',19,154,185,102,866,783,2,4,?,?,0.33,?,?,?,?
1275,'2019/12/17 17:34:44:105',19,144,183,98,894,671,2,4,?,?,0.33,?,?,?,?
1276,'2019/12/17 17:34:44:207',19,141,182,100,921,559,2,4,?,?,0.33,?,?,?,?
1277,'2019/12/17 17:34:44:309',19,144,165,110,925,444,2,4,?,?,0.33,?,?,?,?
1278,'2019/12/17 17:34:44:410',19,146,159,120,926,333,2,4,?,?,0.33,?,?,?,?
1279,'2019/12/17 17:34:44:512',19,139,144,121,925,312,2,4,?,?,0.33,?,?,?,?
1280,'2019/12/17 17:34:44:614',19,126,141,117,925,393,2,4,?,?,0.33,?,?,?,?
1281,'2019/12/17 17:34:44:716',19,119,142,110,925,516,2,4,?,?,0.33,?,?,?,?
1282,'2019/12/17 17:34:44:817',19,119,154,108,925,625,2,4,?,?,0.33,?,?,?,?
1283,'2019/12/17 17:34:44:918',19,128,167,94,923,740,2,4,?,?,0.33,?,?,?,?
1284,'2019/12/17 17:34:45:019',19,142,178,90,882,850,2,5,?,?,0.33,?,?,?,?
1285,'2019/12/17 17:34:45:120',19,156,182,95,833,914,2,5,?,?,0.33,?,?,?,?
1286,'2019/12/17 17:34:45:221',19,170,185,101,812,923,2,5,?,?,0.33,?,?,?,?
1287,'2019/12/17 17:34:45:323',19,178,166,120,703,929,2,5,?,?,0.33,?,?,?,?
1288,'2019/12/17 17:34:45:425',19,175,138,147,590,932,2,5,?,?,0.33,?,?,?,?
1289,'2019/12/17 17:34:45:526',19,154,115,175,464,934,2,5,?,?,0.33,?,?,?,?
1290,'2019/12/17 17:34:45:628',19,146,126,185,394,936,2,4,?,?,0.33,?,?,?,?
1291,'2019/12/17 17:34:45:729',19,146,128,180,387,936,2,4,?,?,0.33,?,?,?,?
1292,'2019/12/17 17:34:45:830',19,149,157,172,512,936,2,4,?,?,0.33,?,?,?,?
1293,'2019/12/17 17:34:45:932',19,152,180,157,623,929,2,4,?,?,0.33,?,?,?,?
1294,'2019/12/17 17:34:46:034',19,169,201,142,733,806,2,4,?,?,0.33,?,?,?,?
1295,'2019/12/17 17:34:46:135',19,179,203,135,840,703,2,5,?,?,0.33,?,?,?,?
1296,'2019/12/17 17:34:46:237',19,173,211,133,921,574,2,5,?,?,0.33,?,?,?,?
1297,'2019/12/17 17:34:46:338',19,154,203,154,925,376,2,5,?,?,0.33,?,?,?,?
1298,'2019/12/17 17:34:46:439',19,150,193,167,925,274,2,5,?,?,0.33,?,?,?,?
1299,'2019/12/17 17:34:46:541',19,148,192,181,924,329,2,5,?,?,0.33,?,?,?,?
1300,'2019/12/17 17:34:46:643',19,145,197,186,919,349,2,5,?,?,0.33,?,?,?,?
1301,'2019/12/17 17:34:46:744',19,140,201,200,795,506,2,5,?,?,0.33,?,?,?,?
1302,'2019/12/17 17:34:46:846',19,147,188,188,620,636,2,5,?,?,0.33,?,?,?,?
1303,'2019/12/17 17:34:46:948',19,163,185,169,486,766,2,5,?,?,0.33,?,?,?,?
1304,'2019/12/17 17:34:47:050',19,169,185,162,349,839,2,5,?,?,0.33,?,?,?,?
1305,'2019/12/17 17:34:47:151',19,211,154,170,251,935,2,5,?,?,0.33,?,?,?,?
1306,'2019/12/17 17:34:47:252',19,316,152,162,255,939,2,5,?,?,0.33,?,?,?,?
1307,'2019/12/17 17:34:47:354',19,334,159,171,278,940,2,5,?,?,0.33,?,?,?,?
1308,'2019/12/17 17:34:47:456',19,349,162,184,371,939,2,5,?,?,0.33,?,?,?,?
1309,'2019/12/17 17:34:47:557',19,415,166,187,317,934,3,5,?,?,0.33,?,?,?,?
1310,'2019/12/17 17:34:47:659',19,433,169,187,291,929,3,5,?,?,0.33,?,?,?,?
1311,'2019/12/17 17:34:47:761',19,453,184,180,424,783,2,5,?,?,0.33,?,?,?,?
1312,'2019/12/17 17:34:47:862',19,428,175,182,534,664,2,5,?,?,0.33,?,?,?,?
1313,'2019/12/17 17:34:47:963',19,376,166,176,689,455,2,5,?,?,0.33,?,?,?,?
1314,'2019/12/17 17:34:48:065',19,345,166,189,761,389,2,5,?,?,0.33,?,?,?,?
1315,'2019/12/17 17:34:48:167',19,255,160,179,922,249,2,5,?,?,0.33,?,?,?,?
1316,'2019/12/17 17:34:48:269',19,184,160,190,924,226,2,5,?,?,0.33,?,?,?,?
1317,'2019/12/17 17:34:48:371',19,161,160,201,920,265,2,5,?,?,0.33,?,?,?,?
1318,'2019/12/17 17:34:48:472',19,178,167,206,879,316,2,5,?,?,0.33,?,?,?,?
1319,'2019/12/17 17:34:48:574',19,184,160,200,775,376,2,5,?,?,0.33,?,?,?,?
1320,'2019/12/17 17:34:48:675',19,201,130,212,559,591,2,4,?,?,0.33,?,?,?,?
1321,'2019/12/17 17:34:48:777',19,228,107,200,380,786,2,4,?,?,0.33,?,?,?,?
1322,'2019/12/17 17:34:48:879',19,219,102,189,280,866,2,4,?,?,0.33,?,?,?,?
1323,'2019/12/17 17:34:48:980',19,201,102,177,221,934,3,4,?,?,0.33,?,?,?,?
1324,'2019/12/17 17:34:49:082',19,181,124,166,256,936,2,4,?,?,0.33,?,?,?,?
1325,'2019/12/17 17:34:49:182',19,163,132,140,369,937,2,4,?,?,0.33,?,?,?,?
1326,'2019/12/17 17:34:49:284',19,204,150,137,457,937,3,4,?,?,0.33,?,?,?,?
1327,'2019/12/17 17:34:49:385',19,297,160,131,581,932,3,4,?,?,0.33,?,?,?,?
1328,'2019/12/17 17:34:49:487',19,312,164,133,712,808,2,4,?,?,0.33,?,?,?,?
1329,'2019/12/17 17:34:49:589',19,310,179,144,847,622,2,5,?,?,0.33,?,?,?,?
1330,'2019/12/17 17:34:49:691',19,309,180,162,896,497,2,5,?,?,0.33,?,?,?,?
1331,'2019/12/17 17:34:49:792',19,224,182,149,925,368,2,5,?,?,0.33,?,?,?,?
1332,'2019/12/17 17:34:49:894',19,159,183,148,920,334,2,5,?,?,0.33,?,?,?,?
1333,'2019/12/17 17:34:49:996',19,140,189,146,873,454,2,5,?,?,0.33,?,?,?,?
1334,'2019/12/17 17:34:50:098',19,145,185,137,683,575,2,5,?,?,0.33,?,?,?,?
1335,'2019/12/17 17:34:50:199',19,148,161,137,533,699,2,5,?,?,0.33,?,?,?,?
1336,'2019/12/17 17:34:50:301',19,144,137,145,456,826,2,5,?,?,0.33,?,?,?,?
1337,'2019/12/17 17:34:50:403',19,135,136,174,301,930,2,4,?,?,0.33,?,?,?,?
1338,'2019/12/17 17:34:50:505',19,123,140,204,265,937,2,4,?,?,0.33,?,?,?,?
1339,'2019/12/17 17:34:50:606',19,117,144,252,364,936,2,4,?,?,0.33,?,?,?,?
1340,'2019/12/17 17:34:50:708',19,112,144,309,465,938,2,4,?,?,0.33,?,?,?,?
1341,'2019/12/17 17:34:50:810',19,112,136,372,569,936,2,4,?,?,0.33,?,?,?,?
1342,'2019/12/17 17:34:50:912',19,112,116,428,676,887,2,4,?,?,0.33,?,?,?,?
1343,'2019/12/17 17:34:51:013',19,111,85,471,795,764,2,4,?,?,0.33,?,?,?,?
1344,'2019/12/17 17:34:51:115',19,108,53,492,881,646,2,4,?,?,0.33,?,?,?,?
1345,'2019/12/17 17:34:51:216',19,102,36,482,926,503,2,4,?,?,0.33,?,?,?,?
1346,'2019/12/17 17:34:51:317',19,101,33,466,928,447,2,4,?,?,0.33,?,?,?,?
1347,'2019/12/17 17:34:51:417',19,94,31,418,926,287,2,4,?,?,0.33,?,?,?,?
1348,'2019/12/17 17:34:51:519',19,93,50,423,922,244,2,4,?,?,0.33,?,?,?,?
1349,'2019/12/17 17:34:51:621',19,90,74,483,918,240,2,4,?,?,0.33,?,?,?,?
1350,'2019/12/17 17:34:51:722',19,91,85,517,916,238,2,4,?,?,0.33,?,?,?,?
1351,'2019/12/17 17:34:51:824',19,106,117,671,912,231,3,4,?,?,0.33,?,?,?,?
1352,'2019/12/17 17:34:51:926',19,127,117,715,913,233,2,4,?,?,0.33,?,?,?,?
1353,'2019/12/17 17:34:52:028',19,155,139,751,915,228,2,4,?,?,0.33,?,?,?,?
1354,'2019/12/17 17:34:52:129',19,186,207,780,918,247,3,4,?,?,0.33,?,?,?,?
1355,'2019/12/17 17:34:52:231',19,237,241,678,920,430,3,4,?,?,0.33,?,?,?,?
1356,'2019/12/17 17:34:52:332',19,259,261,623,922,548,2,4,?,?,0.33,?,?,?,?
1357,'2019/12/17 17:34:52:433',19,276,274,576,922,663,2,4,?,?,0.33,?,?,?,?
1358,'2019/12/17 17:34:52:534',19,282,236,523,921,788,2,4,?,?,0.33,?,?,?,?
1359,'2019/12/17 17:34:52:636',19,280,180,469,921,865,2,4,?,?,0.33,?,?,?,?
1360,'2019/12/17 17:34:52:738',19,269,182,437,921,885,2,4,?,?,0.33,?,?,?,?
1361,'2019/12/17 17:34:52:839',19,255,156,404,920,895,2,4,?,?,0.33,?,?,?,?
1362,'2019/12/17 17:34:52:941',19,230,211,407,917,904,2,4,?,?,0.33,?,?,?,?
1363,'2019/12/17 17:34:53:043',19,212,237,397,913,907,2,4,?,?,0.33,?,?,?,?
1364,'2019/12/17 17:34:53:145',19,190,211,413,906,906,3,4,?,?,0.33,?,?,?,?
1365,'2019/12/17 17:34:53:246',19,172,215,398,881,897,2,4,?,?,0.33,?,?,?,?
1366,'2019/12/17 17:34:53:348',19,151,276,392,872,891,2,4,?,?,0.33,?,?,?,?
1367,'2019/12/17 17:34:53:449',19,132,320,382,861,884,3,4,?,?,0.33,?,?,?,?
1368,'2019/12/17 17:35:33:545',20,78,112,49,932,912,2,3,?,?,0.33,?,?,?,?
1369,'2019/12/17 17:35:33:646',20,78,105,49,932,911,2,3,?,?,0.33,?,?,?,?
1370,'2019/12/17 17:35:33:747',20,78,103,49,932,911,2,3,?,?,0.33,?,?,?,?
1371,'2019/12/17 17:35:33:849',20,77,100,49,932,910,2,3,?,?,0.33,?,?,?,?
1372,'2019/12/17 17:35:33:950',20,79,98,49,932,910,2,3,?,?,0.33,?,?,?,?
1373,'2019/12/17 17:35:34:050',20,78,96,49,932,911,2,3,?,?,0.33,?,?,?,?
1374,'2019/12/17 17:35:34:152',20,78,94,49,932,911,2,3,?,?,0.33,?,?,?,?
1375,'2019/12/17 17:35:34:254',20,79,91,49,931,911,3,3,?,?,0.33,?,?,?,?
1376,'2019/12/17 17:35:34:356',20,82,87,49,931,911,3,3,?,?,0.33,?,?,?,?
1377,'2019/12/17 17:35:34:457',20,81,85,50,932,911,3,3,?,?,0.33,?,?,?,?
1378,'2019/12/17 17:35:34:559',20,81,87,50,932,911,2,3,?,?,0.33,?,?,?,?
1379,'2019/12/17 17:35:34:660',20,80,85,50,932,911,2,3,?,?,0.33,?,?,?,?
1380,'2019/12/17 17:35:34:762',20,82,82,50,932,911,2,3,?,?,0.33,?,?,?,?
1381,'2019/12/17 17:35:34:863',20,97,85,49,932,908,2,3,?,?,0.33,?,?,?,?
1382,'2019/12/17 17:35:34:965',20,114,84,48,932,902,2,3,?,?,0.33,?,?,?,?
1383,'2019/12/17 17:35:35:067',20,128,80,48,932,885,2,3,?,?,0.33,?,?,?,?
1384,'2019/12/17 17:35:35:168',20,151,81,50,932,850,2,3,?,?,0.33,?,?,?,?
1385,'2019/12/17 17:35:35:270',20,174,82,49,933,762,2,3,?,?,0.33,?,?,?,?
1386,'2019/12/17 17:36:08:667',21,179,90,143,924,315,115,742,?,?,0.85,?,?,?,?
1387,'2019/12/17 17:36:08:768',21,188,93,146,919,339,153,741,?,?,0.85,?,?,?,?
1388,'2019/12/17 17:36:08:870',21,200,95,156,904,436,136,745,?,?,0.85,?,?,?,?
1389,'2019/12/17 17:36:08:972',21,203,93,164,793,519,136,749,?,?,0.85,?,?,?,?
1390,'2019/12/17 17:36:09:074',21,192,91,169,644,605,136,756,?,?,0.85,?,?,?,?
1391,'2019/12/17 17:36:09:175',21,182,91,165,573,671,112,760,?,?,0.85,?,?,?,?
1392,'2019/12/17 17:36:09:277',21,148,87,169,336,901,3,775,?,?,0.85,?,?,?,?
1393,'2019/12/17 17:36:09:378',21,134,83,163,214,929,2,782,?,?,0.85,?,?,?,?
1394,'2019/12/17 17:36:09:480',21,123,86,157,201,934,2,789,?,?,0.85,?,?,?,?
1395,'2019/12/17 17:36:09:582',21,157,84,160,249,936,2,794,?,?,0.85,?,?,?,?
1396,'2019/12/17 17:36:09:684',21,232,84,156,288,937,2,799,?,?,0.85,?,?,?,?
1397,'2019/12/17 17:36:09:785',21,294,85,155,360,936,2,801,?,?,0.85,?,?,?,?
1398,'2019/12/17 17:36:09:887',21,350,83,150,380,935,2,802,?,?,0.85,?,?,?,?
1399,'2019/12/17 17:36:09:989',21,481,82,149,486,929,2,805,?,?,0.85,?,?,?,?
1400,'2019/12/17 17:36:10:090',21,473,87,149,601,910,2,806,?,?,0.85,?,?,?,?
1401,'2019/12/17 17:36:10:192',21,439,85,145,687,754,2,807,?,?,0.85,?,?,?,?
1402,'2019/12/17 17:36:10:293',21,407,82,142,747,639,2,808,?,?,0.85,?,?,?,?
1403,'2019/12/17 17:36:10:395',21,334,84,142,859,513,2,809,?,?,0.85,?,?,?,?
1404,'2019/12/17 17:36:10:496',21,244,84,141,923,393,2,809,?,?,0.85,?,?,?,?
1405,'2019/12/17 17:36:10:597',21,189,86,138,927,283,2,809,?,?,0.85,?,?,?,?
1406,'2019/12/17 17:36:10:698',21,162,85,137,927,327,1,809,?,?,0.85,?,?,?,?
1407,'2019/12/17 17:36:10:800',21,164,89,139,928,370,1,809,?,?,0.85,?,?,?,?
1408,'2019/12/17 17:36:10:902',21,181,93,140,928,410,1,809,?,?,0.85,?,?,?,?
1409,'2019/12/17 17:36:11:004',21,196,103,149,927,512,1,808,?,?,0.85,?,?,?,?
1410,'2019/12/17 17:36:11:105',21,209,111,148,926,642,1,808,?,?,0.85,?,?,?,?
1411,'2019/12/17 17:36:11:207',21,204,109,150,922,704,2,808,?,?,0.85,?,?,?,?
1412,'2019/12/17 17:36:11:309',21,187,115,153,903,789,2,807,?,?,0.85,?,?,?,?
1413,'2019/12/17 17:36:11:410',21,170,110,154,807,876,2,807,?,?,0.85,?,?,?,?
1414,'2019/12/17 17:36:11:511',21,156,103,147,637,922,2,808,?,?,0.85,?,?,?,?
1415,'2019/12/17 17:36:11:612',21,141,94,142,531,929,2,808,?,?,0.85,?,?,?,?
1416,'2019/12/17 17:36:11:714',21,185,88,137,374,933,2,808,?,?,0.85,?,?,?,?
1417,'2019/12/17 17:36:11:815',21,211,84,135,319,934,2,808,?,?,0.85,?,?,?,?
1418,'2019/12/17 17:36:11:917',21,256,82,138,402,933,2,807,?,?,0.85,?,?,?,?
1419,'2019/12/17 17:36:12:019',21,318,95,144,550,932,2,805,?,?,0.85,?,?,?,?
1420,'2019/12/17 17:36:12:121',21,360,109,149,654,927,2,804,?,?,0.85,?,?,?,?
1421,'2019/12/17 17:36:12:223',21,341,108,149,762,840,2,803,?,?,0.85,?,?,?,?
1422,'2019/12/17 17:36:12:324',21,321,112,151,872,705,2,803,?,?,0.85,?,?,?,?
1423,'2019/12/17 17:36:12:426',21,279,137,152,905,567,2,802,?,?,0.85,?,?,?,?
1424,'2019/12/17 17:36:12:528',21,196,112,154,922,365,2,803,?,?,0.85,?,?,?,?
1425,'2019/12/17 17:36:12:630',21,151,93,150,923,236,1,803,?,?,0.85,?,?,?,?
1426,'2019/12/17 17:36:12:731',21,131,89,151,924,246,2,804,?,?,0.85,?,?,?,?
1427,'2019/12/17 17:36:12:833',21,144,82,151,924,311,1,804,?,?,0.85,?,?,?,?
1428,'2019/12/17 17:36:12:935',21,169,75,146,923,360,1,803,?,?,0.85,?,?,?,?
1429,'2019/12/17 17:36:13:037',21,186,84,138,920,468,1,803,?,?,0.85,?,?,?,?
1430,'2019/12/17 17:36:13:138',21,203,91,137,913,612,2,804,?,?,0.85,?,?,?,?
1431,'2019/12/17 17:36:13:240',21,214,91,138,825,724,1,803,?,?,0.85,?,?,?,?
1432,'2019/12/17 17:36:13:342',21,203,81,144,674,828,1,803,?,?,0.85,?,?,?,?
1433,'2019/12/17 17:36:13:443',21,203,77,146,564,869,1,803,?,?,0.85,?,?,?,?
1434,'2019/12/17 17:36:13:545',21,203,67,158,419,927,1,805,?,?,0.85,?,?,?,?
1435,'2019/12/17 17:36:44:603',22,173,30,50,923,929,140,272,?,?,0.03,?,?,?,?
1436,'2019/12/17 17:36:44:704',22,178,30,50,923,929,143,274,?,?,0.03,?,?,?,?
1437,'2019/12/17 17:36:44:805',22,171,30,50,923,929,144,273,?,?,0.03,?,?,?,?
1438,'2019/12/17 17:36:44:907',22,165,30,50,923,929,146,273,?,?,0.03,?,?,?,?
1439,'2019/12/17 17:36:45:008',22,144,30,50,923,929,147,270,?,?,0.03,?,?,?,?
1440,'2019/12/17 17:36:45:110',22,129,30,49,923,929,147,269,?,?,0.03,?,?,?,?
1441,'2019/12/17 17:36:45:211',22,120,30,48,923,929,150,272,?,?,0.03,?,?,?,?
1442,'2019/12/17 17:36:45:313',22,110,30,50,924,929,153,274,?,?,0.03,?,?,?,?
1443,'2019/12/17 17:36:45:415',22,118,30,50,924,929,155,275,?,?,0.03,?,?,?,?
1444,'2019/12/17 17:36:45:517',22,120,30,50,924,929,157,276,?,?,0.03,?,?,?,?
1445,'2019/12/17 17:36:45:618',22,121,30,52,924,929,159,275,?,?,0.03,?,?,?,?
1446,'2019/12/17 17:36:45:720',22,112,30,53,924,929,160,274,?,?,0.03,?,?,?,?
1447,'2019/12/17 17:36:45:822',22,111,30,51,924,929,161,273,?,?,0.03,?,?,?,?
1448,'2019/12/17 17:36:45:924',22,106,30,51,924,929,162,271,?,?,0.03,?,?,?,?
1449,'2019/12/17 17:36:46:025',22,109,30,53,924,929,163,272,?,?,0.03,?,?,?,?
1450,'2019/12/17 17:36:46:127',22,116,30,52,924,929,164,268,?,?,0.03,?,?,?,?
1451,'2019/12/17 17:36:46:229',22,117,30,51,924,929,165,267,?,?,0.03,?,?,?,?
1452,'2019/12/17 17:36:46:330',22,115,30,51,924,929,167,266,?,?,0.03,?,?,?,?
1453,'2019/12/17 17:36:46:432',22,109,30,50,924,929,167,266,?,?,0.03,?,?,?,?
1454,'2019/12/17 17:36:46:534',22,104,30,48,924,929,168,266,?,?,0.03,?,?,?,?
1455,'2019/12/17 17:36:46:636',22,99,30,50,924,929,167,268,?,?,0.03,?,?,?,?
1456,'2019/12/17 17:36:46:737',22,98,30,49,924,929,161,271,?,?,0.03,?,?,?,?
1457,'2019/12/17 17:36:46:839',22,97,30,49,924,929,155,272,?,?,0.03,?,?,?,?
1458,'2019/12/17 17:36:46:941',22,100,30,49,924,929,153,275,?,?,0.03,?,?,?,?
1459,'2019/12/17 17:36:47:043',22,100,30,49,924,929,151,275,?,?,0.03,?,?,?,?
