@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute helper-1 numeric
@attribute helper-2 numeric
@attribute helper-3 numeric
@attribute helper-4 numeric
@attribute helper-5 numeric
@attribute helper-6 numeric
@attribute helper-7 numeric
@attribute processing-1 numeric
@attribute processing-2 numeric
@attribute processing-3 numeric
@attribute processing-4 numeric
@attribute processing-5 numeric
@attribute processing-6 numeric
@attribute processing-7 numeric
@attribute processing-8 numeric
@attribute processing-9 numeric
@attribute processing-10 numeric

@data
221,'2021/10/25 16:57:27:083',3,48,43,53,922,1053,771,1,0.81,?,?,?,?,?,?,?,?,?
222,'2021/10/25 16:57:27:239',3,45,43,53,923,1053,770,1,0.81,?,?,?,?,?,?,?,?,?
223,'2021/10/25 16:57:27:396',3,45,42,55,923,1054,770,2,0.81,?,?,?,?,?,?,?,?,?
224,'2021/10/25 16:57:27:551',3,45,42,54,923,1054,768,1,0.81,?,?,?,?,?,?,?,?,?
225,'2021/10/25 16:57:27:707',3,46,43,55,920,1054,768,2,0.81,?,?,?,?,?,?,?,?,?
226,'2021/10/25 16:57:27:862',3,47,46,55,916,1054,769,2,0.81,?,?,?,?,?,?,?,?,?
227,'2021/10/25 16:57:28:019',3,46,51,52,913,1054,773,2,0.81,?,?,?,?,?,?,?,?,?
228,'2021/10/25 16:57:28:175',3,47,53,54,913,1053,775,2,0.81,?,?,?,?,?,?,?,?,?
229,'2021/10/25 16:57:28:332',3,48,51,56,912,1053,774,2,0.81,?,?,?,?,?,?,?,?,?
230,'2021/10/25 16:57:28:488',3,50,46,59,909,1053,775,2,0.81,?,?,?,?,?,?,?,?,?
231,'2021/10/25 16:57:28:644',3,52,45,53,908,1053,775,2,0.81,?,?,?,?,?,?,?,?,?
232,'2021/10/25 16:57:28:798',3,51,48,53,913,1053,775,1,0.81,?,?,?,?,?,?,?,?,?
233,'2021/10/25 16:57:28:954',3,51,48,52,914,1053,774,1,0.81,?,?,?,?,?,?,?,?,?
234,'2021/10/25 16:57:29:108',3,48,46,53,913,1053,776,2,0.81,?,?,?,?,?,?,?,?,?
235,'2021/10/25 16:57:29:262',3,47,41,48,910,1053,780,2,0.81,?,?,?,?,?,?,?,?,?
236,'2021/10/25 16:57:29:417',3,50,38,49,906,1053,780,2,0.81,?,?,?,?,?,?,?,?,?
237,'2021/10/25 16:57:29:572',3,51,37,49,899,1053,781,2,0.81,?,?,?,?,?,?,?,?,?
238,'2021/10/25 16:57:29:728',3,53,37,50,893,1052,782,2,0.81,?,?,?,?,?,?,?,?,?
239,'2021/10/25 16:57:29:883',3,56,38,49,894,1051,780,2,0.81,?,?,?,?,?,?,?,?,?
240,'2021/10/25 16:57:30:038',3,52,39,52,901,1051,780,2,0.81,?,?,?,?,?,?,?,?,?
241,'2021/10/25 16:57:30:194',3,52,39,55,907,1052,779,2,0.81,?,?,?,?,?,?,?,?,?
242,'2021/10/25 16:57:30:350',3,49,40,65,907,1054,778,2,0.81,?,?,?,?,?,?,?,?,?
243,'2021/10/25 16:57:30:505',3,49,39,70,908,1054,776,2,0.81,?,?,?,?,?,?,?,?,?
244,'2021/10/25 16:57:58:026',4,57,39,58,1,2,2,2,0.33,?,?,?,?,?,?,?,?,?
245,'2021/10/25 16:57:58:182',4,60,41,62,2,2,3,1,0.33,?,?,?,?,?,?,?,?,?
246,'2021/10/25 16:57:58:337',4,52,40,49,1,2,3,1,0.33,?,?,?,?,?,?,?,?,?
247,'2021/10/25 16:57:58:492',4,45,40,44,1,2,3,1,0.33,?,?,?,?,?,?,?,?,?
248,'2021/10/25 16:57:58:646',4,42,38,43,1,2,3,2,0.33,?,?,?,?,?,?,?,?,?
249,'2021/10/25 16:57:58:802',4,44,37,42,1,2,2,2,0.33,?,?,?,?,?,?,?,?,?
250,'2021/10/25 16:57:58:956',4,45,37,42,2,2,2,2,0.33,?,?,?,?,?,?,?,?,?
251,'2021/10/25 16:57:59:112',4,47,41,42,2,2,2,2,0.33,?,?,?,?,?,?,?,?,?
252,'2021/10/25 16:57:59:265',4,46,47,47,2,2,2,2,0.33,?,?,?,?,?,?,?,?,?
253,'2021/10/25 16:57:59:419',4,45,50,50,2,2,2,2,0.33,?,?,?,?,?,?,?,?,?
254,'2021/10/25 16:57:59:575',4,44,50,52,2,2,2,2,0.33,?,?,?,?,?,?,?,?,?
255,'2021/10/25 16:57:59:731',4,44,45,54,2,2,2,2,0.33,?,?,?,?,?,?,?,?,?
256,'2021/10/25 16:57:59:886',4,44,39,47,1,2,2,2,0.33,?,?,?,?,?,?,?,?,?
257,'2021/10/25 16:58:00:041',4,48,39,46,1,2,2,2,0.33,?,?,?,?,?,?,?,?,?
258,'2021/10/25 16:58:00:196',4,53,43,47,1,2,2,2,0.33,?,?,?,?,?,?,?,?,?
259,'2021/10/25 16:58:00:350',4,55,45,48,2,2,2,2,0.33,?,?,?,?,?,?,?,?,?
260,'2021/10/25 16:58:00:507',4,59,44,48,1,2,2,2,0.33,?,?,?,?,?,?,?,?,?
261,'2021/10/25 16:58:00:663',4,55,43,48,2,2,2,2,0.33,?,?,?,?,?,?,?,?,?
262,'2021/10/25 16:58:00:818',4,51,40,46,2,2,2,2,0.33,?,?,?,?,?,?,?,?,?
263,'2021/10/25 16:58:00:972',4,48,43,47,2,2,2,2,0.33,?,?,?,?,?,?,?,?,?
264,'2021/10/25 16:58:01:126',4,47,55,47,1,2,2,2,0.33,?,?,?,?,?,?,?,?,?
265,'2021/10/25 16:58:01:282',4,48,78,56,1,2,2,2,0.33,?,?,?,?,?,?,?,?,?
266,'2021/10/25 16:58:01:438',4,49,93,61,1,2,2,2,0.33,?,?,?,?,?,?,?,?,?
267,'2021/10/25 16:58:01:593',4,45,83,61,1,2,2,2,0.33,?,?,?,?,?,?,?,?,?
268,'2021/10/25 16:58:01:749',4,45,75,57,1,2,2,2,0.33,?,?,?,?,?,?,?,?,?
269,'2021/10/25 16:58:01:904',4,44,48,48,2,2,2,2,0.33,?,?,?,?,?,?,?,?,?
270,'2021/10/25 16:58:02:060',4,44,49,47,2,2,2,2,0.33,?,?,?,?,?,?,?,?,?
271,'2021/10/25 16:58:02:215',4,45,57,48,1,2,2,2,0.33,?,?,?,?,?,?,?,?,?
272,'2021/10/25 16:58:02:370',4,45,59,47,2,2,2,2,0.33,?,?,?,?,?,?,?,?,?
273,'2021/10/25 16:58:02:527',4,43,56,46,2,2,2,2,0.33,?,?,?,?,?,?,?,?,?
274,'2021/10/25 16:58:02:683',4,44,46,46,1,2,2,2,0.33,?,?,?,?,?,?,?,?,?
275,'2021/10/25 16:58:02:839',4,44,39,44,2,2,2,2,0.33,?,?,?,?,?,?,?,?,?
276,'2021/10/25 16:58:02:995',4,46,38,46,2,2,2,2,0.33,?,?,?,?,?,?,?,?,?
277,'2021/10/25 16:58:03:148',4,53,39,52,2,2,2,2,0.33,?,?,?,?,?,?,?,?,?
278,'2021/10/25 16:58:03:306',4,56,38,53,2,2,2,2,0.33,?,?,?,?,?,?,?,?,?
279,'2021/10/25 16:58:03:464',4,58,38,53,2,2,2,2,0.33,?,?,?,?,?,?,?,?,?
280,'2021/10/25 16:58:03:618',4,55,38,51,1,2,2,2,0.33,?,?,?,?,?,?,?,?,?
281,'2021/10/25 16:58:03:775',4,49,37,53,2,2,2,2,0.33,?,?,?,?,?,?,?,?,?
282,'2021/10/25 16:58:03:931',4,45,37,54,2,2,2,2,0.33,?,?,?,?,?,?,?,?,?
283,'2021/10/25 16:58:04:087',4,43,37,54,1,2,2,2,0.33,?,?,?,?,?,?,?,?,?
284,'2021/10/25 16:58:04:243',4,42,38,55,1,2,2,2,0.33,?,?,?,?,?,?,?,?,?
285,'2021/10/25 16:58:04:397',4,43,39,60,1,2,2,2,0.33,?,?,?,?,?,?,?,?,?
286,'2021/10/25 16:58:04:553',4,43,40,64,1,2,2,2,0.33,?,?,?,?,?,?,?,?,?
287,'2021/10/25 16:58:04:708',4,44,39,68,1,2,2,2,0.33,?,?,?,?,?,?,?,?,?
288,'2021/10/25 16:58:04:864',4,46,38,64,2,2,2,2,0.33,?,?,?,?,?,?,?,?,?
289,'2021/10/25 16:58:05:020',4,46,38,56,2,2,2,1,0.33,?,?,?,?,?,?,?,?,?
290,'2021/10/25 16:58:05:176',4,45,39,50,2,2,2,1,0.33,?,?,?,?,?,?,?,?,?
291,'2021/10/25 16:58:05:330',4,45,39,48,2,2,2,1,0.33,?,?,?,?,?,?,?,?,?
292,'2021/10/25 16:58:05:487',4,44,44,47,2,2,2,1,0.33,?,?,?,?,?,?,?,?,?
293,'2021/10/25 16:58:05:642',4,46,50,49,1,2,2,1,0.33,?,?,?,?,?,?,?,?,?
294,'2021/10/25 16:58:05:796',4,48,51,51,1,2,2,1,0.33,?,?,?,?,?,?,?,?,?
295,'2021/10/25 16:58:05:952',4,48,51,51,1,2,2,2,0.33,?,?,?,?,?,?,?,?,?
296,'2021/10/25 16:58:06:109',4,48,45,46,1,2,2,2,0.33,?,?,?,?,?,?,?,?,?
297,'2021/10/25 16:58:06:264',4,45,38,45,1,2,2,2,0.33,?,?,?,?,?,?,?,?,?
298,'2021/10/25 16:58:06:420',4,45,38,44,2,2,2,2,0.33,?,?,?,?,?,?,?,?,?
299,'2021/10/25 16:58:06:573',4,47,46,44,2,2,2,1,0.33,?,?,?,?,?,?,?,?,?
300,'2021/10/25 16:58:06:729',4,50,49,46,2,2,2,2,0.33,?,?,?,?,?,?,?,?,?
301,'2021/10/25 16:58:06:886',4,51,50,47,2,2,2,2,0.33,?,?,?,?,?,?,?,?,?
302,'2021/10/25 16:58:07:040',4,51,46,49,2,2,2,2,0.33,?,?,?,?,?,?,?,?,?
303,'2021/10/25 16:58:07:196',4,47,38,47,2,2,1,2,0.33,?,?,?,?,?,?,?,?,?
304,'2021/10/25 16:58:07:351',4,46,38,48,2,2,1,2,0.33,?,?,?,?,?,?,?,?,?
305,'2021/10/25 16:58:07:505',4,46,39,49,2,2,1,1,0.33,?,?,?,?,?,?,?,?,?
306,'2021/10/25 16:58:07:659',4,46,41,49,1,2,1,1,0.33,?,?,?,?,?,?,?,?,?
307,'2021/10/25 16:58:07:815',4,46,50,50,1,2,2,1,0.33,?,?,?,?,?,?,?,?,?
308,'2021/10/25 16:58:07:970',4,46,54,51,1,2,2,2,0.33,?,?,?,?,?,?,?,?,?
309,'2021/10/25 16:58:08:126',4,48,55,49,2,2,2,1,0.33,?,?,?,?,?,?,?,?,?
310,'2021/10/25 16:58:08:279',4,48,50,45,2,2,2,2,0.33,?,?,?,?,?,?,?,?,?
311,'2021/10/25 16:58:08:434',4,49,39,43,2,2,2,2,0.33,?,?,?,?,?,?,?,?,?
312,'2021/10/25 16:58:08:587',4,46,39,45,1,2,2,2,0.33,?,?,?,?,?,?,?,?,?
313,'2021/10/25 16:58:08:744',4,43,42,46,1,2,2,2,0.33,?,?,?,?,?,?,?,?,?
314,'2021/10/25 16:58:08:899',4,44,43,48,1,2,2,2,0.33,?,?,?,?,?,?,?,?,?
315,'2021/10/25 16:58:09:054',4,45,43,49,1,2,2,2,0.33,?,?,?,?,?,?,?,?,?
316,'2021/10/25 16:58:09:210',4,47,39,48,1,2,2,2,0.33,?,?,?,?,?,?,?,?,?
317,'2021/10/25 16:58:09:364',4,50,38,48,2,2,2,2,0.33,?,?,?,?,?,?,?,?,?
318,'2021/10/25 16:58:09:520',4,48,38,48,1,2,2,2,0.33,?,?,?,?,?,?,?,?,?
319,'2021/10/25 16:58:09:674',4,48,38,47,2,2,2,2,0.33,?,?,?,?,?,?,?,?,?
320,'2021/10/25 16:58:09:831',4,46,39,48,2,2,2,2,0.33,?,?,?,?,?,?,?,?,?
321,'2021/10/25 16:58:09:988',4,43,38,48,2,2,2,2,0.33,?,?,?,?,?,?,?,?,?
322,'2021/10/25 16:58:10:140',4,42,38,49,1,2,2,2,0.33,?,?,?,?,?,?,?,?,?
323,'2021/10/25 16:58:10:298',4,44,39,46,2,2,2,2,0.33,?,?,?,?,?,?,?,?,?
324,'2021/10/25 16:58:34:392',5,121,569,427,309,1059,2,2,1,?,?,?,?,?,?,?,?,?
325,'2021/10/25 16:58:34:549',5,131,650,430,358,1059,2,2,1,?,?,?,?,?,?,?,?,?
326,'2021/10/25 16:58:34:703',5,103,546,418,392,1059,2,2,1,?,?,?,?,?,?,?,?,?
327,'2021/10/25 16:58:34:858',5,93,414,420,440,1060,2,2,1,?,?,?,?,?,?,?,?,?
328,'2021/10/25 16:58:35:012',5,83,272,464,468,1060,2,2,1,?,?,?,?,?,?,?,?,?
329,'2021/10/25 16:58:35:167',5,86,209,464,479,1060,2,2,1,?,?,?,?,?,?,?,?,?
330,'2021/10/25 16:58:35:321',5,94,235,480,497,1060,2,2,1,?,?,?,?,?,?,?,?,?
331,'2021/10/25 16:58:35:477',5,97,289,494,543,1061,2,2,1,?,?,?,?,?,?,?,?,?
332,'2021/10/25 16:58:35:632',5,99,306,490,580,1061,2,2,1,?,?,?,?,?,?,?,?,?
333,'2021/10/25 16:58:35:786',5,103,270,511,608,1061,2,2,1,?,?,?,?,?,?,?,?,?
334,'2021/10/25 16:58:35:942',5,110,218,582,615,1060,2,2,1,?,?,?,?,?,?,?,?,?
335,'2021/10/25 16:58:36:098',5,114,168,614,626,1060,2,2,1,?,?,?,?,?,?,?,?,?
336,'2021/10/25 16:58:36:254',5,122,128,674,638,1059,2,2,1,?,?,?,?,?,?,?,?,?
337,'2021/10/25 16:58:36:411',5,131,113,708,633,1057,2,2,1,?,?,?,?,?,?,?,?,?
338,'2021/10/25 16:58:36:565',5,132,99,707,608,1056,2,2,1,?,?,?,?,?,?,?,?,?
339,'2021/10/25 16:58:36:719',5,149,95,723,590,1056,2,2,1,?,?,?,?,?,?,?,?,?
340,'2021/10/25 16:58:36:874',5,161,95,793,559,1057,2,2,1,?,?,?,?,?,?,?,?,?
341,'2021/10/25 16:58:37:032',5,182,93,771,532,1058,2,2,1,?,?,?,?,?,?,?,?,?
342,'2021/10/25 16:58:37:188',5,185,97,732,449,1059,2,2,1,?,?,?,?,?,?,?,?,?
343,'2021/10/25 16:58:37:344',5,169,97,685,375,1060,2,2,1,?,?,?,?,?,?,?,?,?
344,'2021/10/25 16:58:37:501',5,142,105,660,309,1061,2,2,1,?,?,?,?,?,?,?,?,?
345,'2021/10/25 16:58:37:657',5,172,103,656,292,1061,2,2,1,?,?,?,?,?,?,?,?,?
346,'2021/10/25 16:58:37:812',5,212,101,665,308,1061,2,2,1,?,?,?,?,?,?,?,?,?
347,'2021/10/25 16:58:37:967',5,243,98,684,310,1061,2,2,1,?,?,?,?,?,?,?,?,?
348,'2021/10/25 16:58:38:124',5,248,89,669,321,1060,2,2,1,?,?,?,?,?,?,?,?,?
349,'2021/10/25 16:58:38:280',5,201,86,695,322,1060,2,2,1,?,?,?,?,?,?,?,?,?
350,'2021/10/25 16:58:38:435',5,157,81,667,334,1059,2,2,1,?,?,?,?,?,?,?,?,?
351,'2021/10/25 16:58:38:591',5,139,77,663,363,1058,2,2,1,?,?,?,?,?,?,?,?,?
352,'2021/10/25 16:58:38:747',5,148,83,656,390,1059,2,2,1,?,?,?,?,?,?,?,?,?
353,'2021/10/25 16:58:38:902',5,173,94,648,417,1060,2,2,1,?,?,?,?,?,?,?,?,?
354,'2021/10/25 16:58:39:056',5,212,111,667,420,1060,2,2,1,?,?,?,?,?,?,?,?,?
355,'2021/10/25 16:58:39:211',5,236,121,649,426,1061,2,2,1,?,?,?,?,?,?,?,?,?
356,'2021/10/25 16:58:39:366',5,262,129,646,427,1060,2,2,1,?,?,?,?,?,?,?,?,?
357,'2021/10/25 16:58:39:520',5,281,143,603,414,1060,2,1,1,?,?,?,?,?,?,?,?,?
358,'2021/10/25 16:58:39:675',5,287,152,600,361,1060,2,2,1,?,?,?,?,?,?,?,?,?
359,'2021/10/25 16:58:39:831',5,302,155,579,304,1060,2,2,1,?,?,?,?,?,?,?,?,?
360,'2021/10/25 16:58:39:985',5,309,133,528,266,1061,2,1,1,?,?,?,?,?,?,?,?,?
361,'2021/10/25 16:58:40:139',5,320,119,494,259,1060,2,2,1,?,?,?,?,?,?,?,?,?
362,'2021/10/25 16:58:40:296',5,321,97,459,273,1061,2,1,1,?,?,?,?,?,?,?,?,?
363,'2021/10/25 16:58:40:453',5,323,94,489,257,1061,2,2,1,?,?,?,?,?,?,?,?,?
364,'2021/10/25 16:58:40:608',5,316,103,471,258,1061,2,2,1,?,?,?,?,?,?,?,?,?
365,'2021/10/25 16:58:40:766',5,289,128,441,254,1061,2,2,1,?,?,?,?,?,?,?,?,?
366,'2021/10/25 16:58:40:920',5,271,146,472,252,1061,2,2,1,?,?,?,?,?,?,?,?,?
367,'2021/10/25 16:58:41:074',5,239,135,484,228,1060,2,2,1,?,?,?,?,?,?,?,?,?
368,'2021/10/25 16:58:41:230',5,231,143,546,189,1060,2,2,1,?,?,?,?,?,?,?,?,?
369,'2021/10/25 16:58:41:386',5,216,129,579,146,1060,2,2,1,?,?,?,?,?,?,?,?,?
370,'2021/10/25 16:58:41:541',5,197,124,540,146,1060,2,2,1,?,?,?,?,?,?,?,?,?
371,'2021/10/25 16:58:41:697',5,167,122,513,165,1060,2,1,1,?,?,?,?,?,?,?,?,?
372,'2021/10/25 16:58:41:854',5,145,116,439,193,1060,2,1,1,?,?,?,?,?,?,?,?,?
373,'2021/10/25 16:58:42:009',5,140,106,440,233,1060,2,1,1,?,?,?,?,?,?,?,?,?
374,'2021/10/25 16:58:42:164',5,124,111,458,218,1060,2,2,1,?,?,?,?,?,?,?,?,?
375,'2021/10/25 16:58:42:320',5,124,114,440,203,1060,2,2,1,?,?,?,?,?,?,?,?,?
376,'2021/10/25 16:58:42:475',5,125,106,422,206,1060,2,2,1,?,?,?,?,?,?,?,?,?
377,'2021/10/25 16:58:42:633',5,128,109,367,213,1060,2,2,1,?,?,?,?,?,?,?,?,?
378,'2021/10/25 16:58:42:787',5,136,110,347,230,1060,2,2,1,?,?,?,?,?,?,?,?,?
379,'2021/10/25 16:58:42:940',5,130,113,357,247,1060,2,2,1,?,?,?,?,?,?,?,?,?
380,'2021/10/25 16:58:43:098',5,120,119,363,248,1060,2,2,1,?,?,?,?,?,?,?,?,?
381,'2021/10/25 16:58:43:255',5,118,114,384,261,1060,2,2,1,?,?,?,?,?,?,?,?,?
382,'2021/10/25 16:58:43:410',5,119,114,409,274,1060,2,2,1,?,?,?,?,?,?,?,?,?
383,'2021/10/25 16:58:43:564',5,122,111,409,305,1061,2,2,1,?,?,?,?,?,?,?,?,?
384,'2021/10/25 16:58:43:719',5,124,110,426,363,1061,2,2,1,?,?,?,?,?,?,?,?,?
385,'2021/10/25 16:58:43:874',5,127,104,431,413,1060,2,2,1,?,?,?,?,?,?,?,?,?
386,'2021/10/25 16:58:44:029',5,114,97,490,439,1060,2,2,1,?,?,?,?,?,?,?,?,?
387,'2021/10/25 16:58:44:184',5,116,104,535,451,1059,2,2,1,?,?,?,?,?,?,?,?,?
388,'2021/10/25 16:58:44:341',5,115,127,633,449,1058,2,2,1,?,?,?,?,?,?,?,?,?
389,'2021/10/25 16:58:44:498',5,119,165,638,453,1057,2,2,1,?,?,?,?,?,?,?,?,?
390,'2021/10/25 16:58:44:652',5,116,210,648,431,1056,2,2,1,?,?,?,?,?,?,?,?,?
391,'2021/10/25 16:58:44:809',5,113,241,621,379,1056,2,2,1,?,?,?,?,?,?,?,?,?
392,'2021/10/25 16:58:44:965',5,114,263,642,295,1056,2,2,1,?,?,?,?,?,?,?,?,?
393,'2021/10/25 16:58:45:120',5,113,274,668,221,1056,2,2,1,?,?,?,?,?,?,?,?,?
394,'2021/10/25 16:58:45:277',5,118,278,649,135,1054,2,2,1,?,?,?,?,?,?,?,?,?
395,'2021/10/25 16:58:45:431',5,127,273,647,79,1052,2,2,1,?,?,?,?,?,?,?,?,?
396,'2021/10/25 16:58:45:587',5,137,265,621,35,1051,2,2,1,?,?,?,?,?,?,?,?,?
397,'2021/10/25 16:58:45:742',5,169,244,614,21,1051,2,2,1,?,?,?,?,?,?,?,?,?
398,'2021/10/25 16:58:45:898',5,212,211,626,42,1052,2,1,1,?,?,?,?,?,?,?,?,?
399,'2021/10/25 16:58:46:053',5,255,185,622,49,1052,2,2,1,?,?,?,?,?,?,?,?,?
400,'2021/10/25 16:58:46:209',5,296,157,596,57,1052,2,2,1,?,?,?,?,?,?,?,?,?
401,'2021/10/25 16:58:46:364',5,320,149,571,78,1052,2,2,1,?,?,?,?,?,?,?,?,?
402,'2021/10/25 16:58:46:521',5,344,137,510,149,1052,2,2,1,?,?,?,?,?,?,?,?,?
403,'2021/10/25 16:58:46:676',5,364,127,498,220,1052,2,2,1,?,?,?,?,?,?,?,?,?
404,'2021/10/25 16:58:46:832',5,410,110,489,210,1053,2,2,1,?,?,?,?,?,?,?,?,?
405,'2021/10/25 16:58:46:988',5,456,94,585,190,1054,2,2,1,?,?,?,?,?,?,?,?,?
406,'2021/10/25 16:58:47:142',5,502,90,675,122,1055,2,2,1,?,?,?,?,?,?,?,?,?
407,'2021/10/25 16:58:47:296',5,489,88,722,83,1055,2,1,1,?,?,?,?,?,?,?,?,?
408,'2021/10/25 16:58:47:450',5,451,87,809,89,1055,2,1,1,?,?,?,?,?,?,?,?,?
409,'2021/10/25 16:59:58:343',6,163,92,42,938,1053,675,2,?,0.5,?,?,?,?,?,?,?,?
410,'2021/10/25 16:59:58:499',6,158,87,42,938,1053,675,2,?,0.5,?,?,?,?,?,?,?,?
411,'2021/10/25 16:59:58:653',6,148,92,43,937,1053,674,2,?,0.5,?,?,?,?,?,?,?,?
412,'2021/10/25 16:59:58:808',6,152,82,44,937,1053,675,2,?,0.5,?,?,?,?,?,?,?,?
413,'2021/10/25 16:59:58:964',6,156,86,45,937,1053,676,2,?,0.5,?,?,?,?,?,?,?,?
414,'2021/10/25 16:59:59:119',6,169,89,43,937,1053,677,2,?,0.5,?,?,?,?,?,?,?,?
415,'2021/10/25 16:59:59:275',6,177,98,44,937,1053,677,1,?,0.5,?,?,?,?,?,?,?,?
416,'2021/10/25 16:59:59:431',6,185,96,47,937,1053,676,2,?,0.5,?,?,?,?,?,?,?,?
417,'2021/10/25 16:59:59:586',6,182,102,55,937,1053,677,2,?,0.5,?,?,?,?,?,?,?,?
418,'2021/10/25 16:59:59:740',6,191,94,64,937,1052,680,2,?,0.5,?,?,?,?,?,?,?,?
419,'2021/10/25 16:59:59:896',6,190,85,72,936,1052,677,2,?,0.5,?,?,?,?,?,?,?,?
420,'2021/10/25 17:00:00:051',6,215,90,74,935,1051,678,2,?,0.5,?,?,?,?,?,?,?,?
421,'2021/10/25 17:00:00:207',6,217,97,69,931,1052,675,2,?,0.5,?,?,?,?,?,?,?,?
422,'2021/10/25 17:00:00:363',6,228,121,59,931,1051,676,2,?,0.5,?,?,?,?,?,?,?,?
423,'2021/10/25 17:00:00:518',6,217,142,49,933,1050,682,2,?,0.5,?,?,?,?,?,?,?,?
424,'2021/10/25 17:00:00:673',6,230,143,46,935,1048,686,2,?,0.5,?,?,?,?,?,?,?,?
425,'2021/10/25 17:00:00:827',6,277,141,45,939,1045,691,2,?,0.5,?,?,?,?,?,?,?,?
426,'2021/10/25 17:00:00:981',6,301,155,47,935,1045,681,2,?,0.5,?,?,?,?,?,?,?,?
427,'2021/10/25 17:00:01:135',6,317,182,54,926,1046,661,2,?,0.5,?,?,?,?,?,?,?,?
428,'2021/10/25 17:00:01:291',6,306,199,57,917,1048,645,2,?,0.5,?,?,?,?,?,?,?,?
429,'2021/10/25 17:00:01:449',6,241,226,57,912,1050,636,2,?,0.5,?,?,?,?,?,?,?,?
430,'2021/10/25 17:00:01:604',6,218,203,62,918,1049,658,1,?,0.5,?,?,?,?,?,?,?,?
431,'2021/10/25 17:00:01:761',6,197,186,59,927,1045,681,1,?,0.5,?,?,?,?,?,?,?,?
432,'2021/10/25 17:00:01:918',6,199,164,59,935,1040,706,2,?,0.5,?,?,?,?,?,?,?,?
433,'2021/10/25 17:00:02:075',6,206,133,62,938,1036,721,2,?,0.5,?,?,?,?,?,?,?,?
434,'2021/10/25 17:00:02:238',6,206,119,59,935,1036,695,2,?,0.5,?,?,?,?,?,?,?,?
435,'2021/10/25 17:00:02:403',6,210,108,61,926,1040,654,2,?,0.5,?,?,?,?,?,?,?,?
436,'2021/10/25 17:00:02:557',6,220,119,60,914,1044,615,2,?,0.5,?,?,?,?,?,?,?,?
437,'2021/10/25 17:00:02:713',6,214,121,52,902,1048,601,1,?,0.5,?,?,?,?,?,?,?,?
438,'2021/10/25 17:00:02:869',6,216,123,48,902,1049,634,1,?,0.5,?,?,?,?,?,?,?,?
439,'2021/10/25 17:00:03:022',6,199,104,46,911,1046,676,1,?,0.5,?,?,?,?,?,?,?,?
440,'2021/10/25 17:00:03:179',6,184,100,44,923,1041,714,2,?,0.5,?,?,?,?,?,?,?,?
441,'2021/10/25 17:00:03:336',6,167,121,47,934,1038,719,2,?,0.5,?,?,?,?,?,?,?,?
442,'2021/10/25 17:00:03:492',6,159,121,49,938,1040,683,2,?,0.5,?,?,?,?,?,?,?,?
443,'2021/10/25 17:00:03:647',6,159,136,54,934,1044,645,2,?,0.5,?,?,?,?,?,?,?,?
444,'2021/10/25 17:00:03:803',6,166,126,61,928,1048,582,2,?,0.5,?,?,?,?,?,?,?,?
445,'2021/10/25 17:00:03:958',6,176,131,62,919,1052,552,2,?,0.5,?,?,?,?,?,?,?,?
446,'2021/10/25 17:00:04:112',6,183,138,59,914,1053,564,2,?,0.5,?,?,?,?,?,?,?,?
447,'2021/10/25 17:00:04:268',6,173,135,53,922,1052,594,2,?,0.5,?,?,?,?,?,?,?,?
448,'2021/10/25 17:00:04:423',6,170,147,47,934,1050,629,2,?,0.5,?,?,?,?,?,?,?,?
449,'2021/10/25 17:00:04:577',6,169,117,43,947,1048,642,2,?,0.5,?,?,?,?,?,?,?,?
450,'2021/10/25 17:00:04:734',6,162,116,45,951,1047,643,2,?,0.5,?,?,?,?,?,?,?,?
451,'2021/10/25 17:00:04:890',6,173,107,49,944,1048,620,2,?,0.5,?,?,?,?,?,?,?,?
452,'2021/10/25 17:00:05:047',6,198,101,52,927,1050,584,2,?,0.5,?,?,?,?,?,?,?,?
453,'2021/10/25 17:00:05:202',6,198,100,54,908,1051,556,2,?,0.5,?,?,?,?,?,?,?,?
454,'2021/10/25 17:00:05:357',6,208,95,50,897,1052,554,2,?,0.5,?,?,?,?,?,?,?,?
455,'2021/10/25 17:00:05:512',6,191,109,48,904,1050,586,2,?,0.5,?,?,?,?,?,?,?,?
456,'2021/10/25 17:00:05:669',6,183,114,44,919,1046,635,2,?,0.5,?,?,?,?,?,?,?,?
457,'2021/10/25 17:00:05:824',6,179,113,43,934,1043,675,2,?,0.5,?,?,?,?,?,?,?,?
458,'2021/10/25 17:00:05:979',6,173,113,44,937,1040,685,2,?,0.5,?,?,?,?,?,?,?,?
459,'2021/10/25 17:00:06:135',6,178,98,47,928,1040,674,2,?,0.5,?,?,?,?,?,?,?,?
460,'2021/10/25 17:00:06:290',6,191,94,50,903,1042,638,2,?,0.5,?,?,?,?,?,?,?,?
461,'2021/10/25 17:00:06:444',6,192,102,54,876,1045,598,2,?,0.5,?,?,?,?,?,?,?,?
462,'2021/10/25 17:00:06:599',6,187,109,53,861,1049,576,2,?,0.5,?,?,?,?,?,?,?,?
463,'2021/10/25 17:00:06:753',6,177,112,49,873,1050,591,2,?,0.5,?,?,?,?,?,?,?,?
464,'2021/10/25 17:00:06:908',6,155,110,44,901,1050,629,2,?,0.5,?,?,?,?,?,?,?,?
