@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute processing-1 numeric
@attribute processing-2 numeric
@attribute processing-3 numeric
@attribute processing-4 numeric
@attribute processing-5 numeric
@attribute processing-6 numeric
@attribute processing-7 numeric

@data
562,'2019/12/17 17:19:06:639',9,419,30,49,921,939,1,287,?,?,?,?,?,?,?
563,'2019/12/17 17:19:06:740',9,395,30,49,921,939,1,288,?,?,?,?,?,?,?
564,'2019/12/17 17:19:06:841',9,379,30,49,921,939,1,289,?,?,?,?,?,?,?
565,'2019/12/17 17:19:06:943',9,358,30,50,921,939,1,290,?,?,?,?,?,?,?
566,'2019/12/17 17:19:07:045',9,351,30,51,921,939,1,293,?,?,?,?,?,?,?
567,'2019/12/17 17:19:07:146',9,326,30,50,921,939,1,294,?,?,?,?,?,?,?
568,'2019/12/17 17:19:07:248',9,312,30,51,921,939,1,290,?,?,?,?,?,?,?
569,'2019/12/17 17:19:07:350',9,307,30,51,921,939,1,293,?,?,?,?,?,?,?
570,'2019/12/17 17:19:07:451',9,293,30,51,921,939,1,290,?,?,?,?,?,?,?
571,'2019/12/17 17:19:07:552',9,291,30,50,921,939,2,283,?,?,?,?,?,?,?
572,'2019/12/17 17:19:07:654',9,298,31,51,922,939,1,279,?,?,?,?,?,?,?
573,'2019/12/17 17:19:07:755',9,277,30,51,922,939,1,277,?,?,?,?,?,?,?
574,'2019/12/17 17:19:07:857',9,267,31,51,921,939,2,272,?,?,?,?,?,?,?
575,'2019/12/17 17:19:07:958',9,266,30,51,921,939,1,270,?,?,?,?,?,?,?
576,'2019/12/17 17:19:08:060',9,240,30,51,921,940,1,270,?,?,?,?,?,?,?
577,'2019/12/17 17:19:08:162',9,231,30,50,921,940,1,270,?,?,?,?,?,?,?
578,'2019/12/17 17:19:08:264',9,207,30,50,922,940,1,270,?,?,?,?,?,?,?
579,'2019/12/17 17:19:08:365',9,198,30,50,922,940,1,272,?,?,?,?,?,?,?
580,'2019/12/17 17:19:08:467',9,185,30,50,922,940,1,274,?,?,?,?,?,?,?
581,'2019/12/17 17:19:24:000',10,114,30,49,936,877,1,634,?,?,?,?,?,?,?
582,'2019/12/17 17:19:24:102',10,112,30,49,936,877,1,632,?,?,?,?,?,?,?
583,'2019/12/17 17:19:24:203',10,111,30,49,937,878,1,633,?,?,?,?,?,?,?
584,'2019/12/17 17:19:24:304',10,111,30,48,937,878,1,634,?,?,?,?,?,?,?
585,'2019/12/17 17:19:24:405',10,113,30,48,937,878,1,635,?,?,?,?,?,?,?
586,'2019/12/17 17:19:24:507',10,113,31,49,937,878,1,635,?,?,?,?,?,?,?
587,'2019/12/17 17:19:24:608',10,108,30,49,937,878,1,636,?,?,?,?,?,?,?
588,'2019/12/17 17:19:24:709',10,106,30,49,937,877,1,636,?,?,?,?,?,?,?
589,'2019/12/17 17:19:24:811',10,106,30,49,937,876,1,634,?,?,?,?,?,?,?
590,'2019/12/17 17:19:24:913',10,104,30,49,936,875,1,634,?,?,?,?,?,?,?
591,'2019/12/17 17:19:25:014',10,104,30,48,936,873,2,634,?,?,?,?,?,?,?
592,'2019/12/17 17:19:25:115',10,106,30,48,936,871,2,634,?,?,?,?,?,?,?
593,'2019/12/17 17:19:25:216',10,108,30,50,936,869,1,635,?,?,?,?,?,?,?
594,'2019/12/17 17:19:25:318',10,108,30,50,936,867,2,637,?,?,?,?,?,?,?
595,'2019/12/17 17:19:25:419',10,109,30,49,936,866,1,639,?,?,?,?,?,?,?
596,'2019/12/17 17:19:25:521',10,108,30,49,935,866,2,639,?,?,?,?,?,?,?
597,'2019/12/17 17:19:25:623',10,110,30,49,935,866,2,640,?,?,?,?,?,?,?
598,'2019/12/17 17:19:25:725',10,108,30,48,935,865,1,639,?,?,?,?,?,?,?
599,'2019/12/17 17:19:25:825',10,106,30,48,935,866,1,640,?,?,?,?,?,?,?
600,'2019/12/17 17:19:25:927',10,104,30,48,934,868,2,632,?,?,?,?,?,?,?
601,'2019/12/17 17:19:26:028',10,104,30,48,934,870,1,629,?,?,?,?,?,?,?
602,'2019/12/17 17:19:26:130',10,103,30,48,935,873,1,628,?,?,?,?,?,?,?
603,'2019/12/17 17:19:26:231',10,106,30,49,935,878,1,628,?,?,?,?,?,?,?
604,'2019/12/17 17:19:26:332',10,107,30,49,935,879,1,630,?,?,?,?,?,?,?
605,'2019/12/17 17:19:26:433',10,106,30,48,936,880,1,631,?,?,?,?,?,?,?
606,'2019/12/17 17:19:26:535',10,108,30,50,936,880,1,636,?,?,?,?,?,?,?
607,'2019/12/17 17:19:26:637',10,107,30,50,936,880,1,637,?,?,?,?,?,?,?
608,'2019/12/17 17:19:26:739',10,105,30,50,936,879,2,636,?,?,?,?,?,?,?
609,'2019/12/17 17:19:26:839',10,103,30,50,936,878,1,634,?,?,?,?,?,?,?
610,'2019/12/17 17:19:26:941',10,106,30,50,936,877,1,631,?,?,?,?,?,?,?
611,'2019/12/17 17:19:27:043',10,103,30,49,936,876,1,627,?,?,?,?,?,?,?
612,'2019/12/17 17:19:27:143',10,102,30,50,936,876,1,626,?,?,?,?,?,?,?
613,'2019/12/17 17:19:27:244',10,103,30,50,936,875,1,627,?,?,?,?,?,?,?
614,'2019/12/17 17:19:27:346',10,102,30,50,936,875,1,626,?,?,?,?,?,?,?
615,'2019/12/17 17:19:27:448',10,100,30,50,936,874,1,634,?,?,?,?,?,?,?
616,'2019/12/17 17:19:27:549',10,98,30,49,936,874,1,636,?,?,?,?,?,?,?
617,'2019/12/17 17:19:27:651',10,95,30,49,936,874,1,635,?,?,?,?,?,?,?
618,'2019/12/17 17:19:27:753',10,90,30,49,936,875,1,632,?,?,?,?,?,?,?
619,'2019/12/17 17:19:27:854',10,87,30,49,936,878,1,626,?,?,?,?,?,?,?
620,'2019/12/17 17:19:27:954',10,85,30,50,936,879,1,623,?,?,?,?,?,?,?
621,'2019/12/17 17:19:28:056',10,88,30,50,936,881,1,622,?,?,?,?,?,?,?
622,'2019/12/17 17:19:28:157',10,93,30,50,936,882,1,620,?,?,?,?,?,?,?
623,'2019/12/17 17:19:28:258',10,99,30,50,937,883,1,618,?,?,?,?,?,?,?
624,'2019/12/17 17:19:28:360',10,109,30,51,937,884,2,614,?,?,?,?,?,?,?
625,'2019/12/17 17:19:28:462',10,119,30,50,937,884,2,611,?,?,?,?,?,?,?
626,'2019/12/17 17:19:28:564',10,123,30,50,937,884,1,607,?,?,?,?,?,?,?
627,'2019/12/17 17:19:28:664',10,123,30,51,936,884,1,608,?,?,?,?,?,?,?
628,'2019/12/17 17:19:28:766',10,117,30,51,937,884,1,606,?,?,?,?,?,?,?
629,'2019/12/17 17:19:28:868',10,107,30,50,937,884,1,607,?,?,?,?,?,?,?
630,'2019/12/17 17:19:28:970',10,100,30,50,937,884,1,612,?,?,?,?,?,?,?
631,'2019/12/17 17:22:22:172',11,273,30,50,928,927,2,444,?,?,?,?,?,?,?
632,'2019/12/17 17:22:22:274',11,264,30,50,927,927,2,444,?,?,?,?,?,?,?
633,'2019/12/17 17:22:22:376',11,256,30,50,927,927,1,445,?,?,?,?,?,?,?
634,'2019/12/17 17:22:22:478',11,251,30,50,928,927,2,444,?,?,?,?,?,?,?
635,'2019/12/17 17:22:22:579',11,250,30,51,928,927,2,444,?,?,?,?,?,?,?
636,'2019/12/17 17:22:22:681',11,251,30,51,928,927,2,440,?,?,?,?,?,?,?
637,'2019/12/17 17:22:22:783',11,247,30,51,928,927,2,437,?,?,?,?,?,?,?
638,'2019/12/17 17:22:22:884',11,252,30,51,928,927,2,434,?,?,?,?,?,?,?
639,'2019/12/17 17:22:22:986',11,259,30,51,928,927,2,431,?,?,?,?,?,?,?
640,'2019/12/17 17:22:23:087',11,268,30,50,928,927,2,429,?,?,?,?,?,?,?
641,'2019/12/17 17:22:23:189',11,269,30,51,928,927,2,429,?,?,?,?,?,?,?
642,'2019/12/17 17:22:23:290',11,269,30,51,928,927,1,428,?,?,?,?,?,?,?
643,'2019/12/17 17:22:23:392',11,283,30,51,928,927,2,428,?,?,?,?,?,?,?
644,'2019/12/17 17:22:23:494',11,283,30,51,928,927,2,429,?,?,?,?,?,?,?
645,'2019/12/17 17:22:23:596',11,271,30,51,929,927,2,429,?,?,?,?,?,?,?
646,'2019/12/17 17:22:23:697',11,271,30,50,929,927,2,430,?,?,?,?,?,?,?
647,'2019/12/17 17:22:23:799',11,271,30,50,929,927,2,431,?,?,?,?,?,?,?
648,'2019/12/17 17:22:23:901',11,274,30,51,929,927,2,432,?,?,?,?,?,?,?
649,'2019/12/17 17:22:24:001',11,277,30,51,929,927,2,433,?,?,?,?,?,?,?
650,'2019/12/17 17:22:24:103',11,280,30,51,929,927,2,434,?,?,?,?,?,?,?
651,'2019/12/17 17:22:24:205',11,275,30,51,929,927,2,433,?,?,?,?,?,?,?
652,'2019/12/17 17:22:24:307',11,269,30,50,929,927,2,433,?,?,?,?,?,?,?
653,'2019/12/17 17:22:24:408',11,262,30,49,929,927,2,431,?,?,?,?,?,?,?
654,'2019/12/17 17:22:24:509',11,255,30,49,929,927,2,430,?,?,?,?,?,?,?
655,'2019/12/17 17:22:24:610',11,251,30,50,929,927,2,428,?,?,?,?,?,?,?
656,'2019/12/17 17:22:24:712',11,256,30,50,929,927,2,428,?,?,?,?,?,?,?
657,'2019/12/17 17:22:24:813',11,266,30,50,929,927,2,428,?,?,?,?,?,?,?
658,'2019/12/17 17:22:24:915',11,267,30,50,929,927,2,428,?,?,?,?,?,?,?
659,'2019/12/17 17:22:25:017',11,266,30,51,929,927,1,428,?,?,?,?,?,?,?
660,'2019/12/17 17:22:25:118',11,272,30,50,929,927,2,428,?,?,?,?,?,?,?
661,'2019/12/17 17:22:25:220',11,264,30,52,929,927,1,424,?,?,?,?,?,?,?
662,'2019/12/17 17:22:25:322',11,260,30,53,929,927,2,422,?,?,?,?,?,?,?
663,'2019/12/17 17:22:25:424',11,255,30,53,929,928,2,416,?,?,?,?,?,?,?
664,'2019/12/17 17:22:25:525',11,263,30,53,929,927,2,411,?,?,?,?,?,?,?
665,'2019/12/17 17:22:25:627',11,257,30,53,929,927,1,408,?,?,?,?,?,?,?
666,'2019/12/17 17:22:25:729',11,260,30,52,929,927,1,406,?,?,?,?,?,?,?
667,'2019/12/17 17:22:25:831',11,261,30,51,929,927,1,401,?,?,?,?,?,?,?
668,'2019/12/17 17:22:25:932',11,264,30,51,929,927,1,399,?,?,?,?,?,?,?
669,'2019/12/17 17:22:26:034',11,257,30,51,929,927,1,402,?,?,?,?,?,?,?
670,'2019/12/17 17:22:26:136',11,259,30,50,929,927,2,401,?,?,?,?,?,?,?
671,'2019/12/17 17:22:26:238',11,269,30,50,929,927,2,403,?,?,?,?,?,?,?
672,'2019/12/17 17:22:26:338',11,271,30,50,929,927,2,405,?,?,?,?,?,?,?
673,'2019/12/17 17:22:26:440',11,270,30,49,928,927,2,408,?,?,?,?,?,?,?
674,'2019/12/17 17:22:26:542',11,276,30,49,928,927,1,410,?,?,?,?,?,?,?
675,'2019/12/17 17:22:26:643',11,280,30,49,928,927,2,412,?,?,?,?,?,?,?
676,'2019/12/17 17:22:26:745',11,276,30,50,928,927,1,414,?,?,?,?,?,?,?
677,'2019/12/17 17:22:26:847',11,275,30,50,927,927,1,416,?,?,?,?,?,?,?
678,'2019/12/17 17:22:26:948',11,274,30,49,927,926,1,416,?,?,?,?,?,?,?
679,'2019/12/17 17:22:27:049',11,280,30,49,926,925,2,415,?,?,?,?,?,?,?
680,'2019/12/17 17:22:27:151',11,289,30,49,926,925,2,415,?,?,?,?,?,?,?
681,'2019/12/17 17:22:27:253',11,301,30,49,926,924,2,414,?,?,?,?,?,?,?
682,'2019/12/17 17:22:27:355',11,306,30,49,925,923,2,416,?,?,?,?,?,?,?
683,'2019/12/17 17:22:27:456',11,308,30,50,925,922,2,418,?,?,?,?,?,?,?
684,'2019/12/17 17:22:27:558',11,320,30,50,924,922,2,423,?,?,?,?,?,?,?
685,'2019/12/17 17:22:27:660',11,318,30,50,923,922,1,427,?,?,?,?,?,?,?
686,'2019/12/17 17:22:27:761',11,321,30,50,922,921,1,431,?,?,?,?,?,?,?
687,'2019/12/17 17:22:27:863',11,331,30,49,922,921,1,437,?,?,?,?,?,?,?
688,'2019/12/17 17:22:27:964',11,335,31,49,922,921,1,441,?,?,?,?,?,?,?
689,'2019/12/17 17:22:28:066',11,324,30,50,921,920,1,448,?,?,?,?,?,?,?
690,'2019/12/17 17:22:28:167',11,321,30,50,921,920,1,453,?,?,?,?,?,?,?
691,'2019/12/17 17:22:28:269',11,313,30,50,921,920,1,460,?,?,?,?,?,?,?
692,'2019/12/17 17:22:28:370',11,299,30,50,921,920,1,463,?,?,?,?,?,?,?
693,'2019/12/17 17:22:28:472',11,284,30,49,922,920,1,472,?,?,?,?,?,?,?
694,'2019/12/17 17:22:28:573',11,282,30,48,922,921,1,477,?,?,?,?,?,?,?
695,'2019/12/17 17:22:28:675',11,266,30,48,922,921,1,479,?,?,?,?,?,?,?
696,'2019/12/17 17:22:28:777',11,257,31,48,922,921,2,481,?,?,?,?,?,?,?
697,'2019/12/17 17:22:28:879',11,259,30,49,923,921,2,483,?,?,?,?,?,?,?
698,'2019/12/17 17:22:28:979',11,259,30,50,923,922,1,483,?,?,?,?,?,?,?
699,'2019/12/17 17:22:29:080',11,258,30,50,924,923,2,481,?,?,?,?,?,?,?
700,'2019/12/17 17:22:29:181',11,261,30,50,924,923,2,483,?,?,?,?,?,?,?
701,'2019/12/17 17:22:29:283',11,265,30,50,925,924,2,483,?,?,?,?,?,?,?
702,'2019/12/17 17:22:29:385',11,266,30,49,925,924,1,486,?,?,?,?,?,?,?
703,'2019/12/17 17:22:29:486',11,271,30,49,926,925,1,486,?,?,?,?,?,?,?
704,'2019/12/17 17:22:29:587',11,262,30,50,926,925,1,484,?,?,?,?,?,?,?
705,'2019/12/17 17:22:29:688',11,259,30,50,926,925,1,482,?,?,?,?,?,?,?
706,'2019/12/17 17:22:29:789',11,270,30,50,926,925,1,480,?,?,?,?,?,?,?
707,'2019/12/17 17:22:29:890',11,271,30,50,926,925,1,477,?,?,?,?,?,?,?
708,'2019/12/17 17:22:29:992',11,273,30,49,926,925,1,472,?,?,?,?,?,?,?
709,'2019/12/17 17:22:30:094',11,281,30,49,926,925,1,470,?,?,?,?,?,?,?
710,'2019/12/17 17:22:30:196',11,300,30,50,925,924,1,465,?,?,?,?,?,?,?
711,'2019/12/17 17:22:30:297',11,288,30,50,925,924,1,463,?,?,?,?,?,?,?
712,'2019/12/17 17:22:30:399',11,291,30,49,925,924,1,457,?,?,?,?,?,?,?
713,'2019/12/17 17:22:30:501',11,285,30,50,925,924,1,455,?,?,?,?,?,?,?
714,'2019/12/17 17:22:30:602',11,282,30,50,925,924,1,452,?,?,?,?,?,?,?
715,'2019/12/17 17:22:30:704',11,276,30,49,925,924,1,451,?,?,?,?,?,?,?
716,'2019/12/17 17:22:30:805',11,281,30,49,925,924,1,450,?,?,?,?,?,?,?
717,'2019/12/17 17:22:30:907',11,279,30,50,925,924,1,439,?,?,?,?,?,?,?
718,'2019/12/17 17:22:50:710',12,149,30,52,931,932,1,184,?,?,?,?,?,?,?
719,'2019/12/17 17:22:50:810',12,154,30,53,931,932,1,172,?,?,?,?,?,?,?
720,'2019/12/17 17:22:50:911',12,157,30,54,931,932,2,174,?,?,?,?,?,?,?
721,'2019/12/17 17:22:51:013',12,167,30,57,931,932,2,175,?,?,?,?,?,?,?
722,'2019/12/17 17:22:51:115',12,168,30,58,931,932,1,175,?,?,?,?,?,?,?
723,'2019/12/17 17:22:51:216',12,171,30,58,931,932,2,171,?,?,?,?,?,?,?
724,'2019/12/17 17:22:51:317',12,176,30,59,931,932,2,163,?,?,?,?,?,?,?
725,'2019/12/17 17:22:51:419',12,177,30,58,931,932,2,159,?,?,?,?,?,?,?
726,'2019/12/17 17:22:51:521',12,183,30,56,931,932,1,154,?,?,?,?,?,?,?
727,'2019/12/17 17:22:51:622',12,184,30,54,931,932,1,148,?,?,?,?,?,?,?
728,'2019/12/17 17:22:51:723',12,175,30,53,931,932,1,154,?,?,?,?,?,?,?
729,'2019/12/17 17:22:51:825',12,170,30,51,931,932,1,153,?,?,?,?,?,?,?
730,'2019/12/17 17:22:51:927',12,176,30,51,931,932,1,153,?,?,?,?,?,?,?
731,'2019/12/17 17:22:52:029',12,170,30,53,931,932,1,145,?,?,?,?,?,?,?
732,'2019/12/17 17:22:52:130',12,173,30,53,930,932,2,146,?,?,?,?,?,?,?
733,'2019/12/17 17:22:52:232',12,171,30,53,931,932,1,147,?,?,?,?,?,?,?
734,'2019/12/17 17:22:52:334',12,178,30,55,931,932,1,143,?,?,?,?,?,?,?
735,'2019/12/17 17:22:52:435',12,191,30,56,931,932,1,149,?,?,?,?,?,?,?
736,'2019/12/17 17:22:52:536',12,184,30,56,931,932,1,156,?,?,?,?,?,?,?
737,'2019/12/17 17:22:52:638',12,184,30,56,931,932,1,160,?,?,?,?,?,?,?
738,'2019/12/17 17:22:52:740',12,187,30,57,931,932,1,160,?,?,?,?,?,?,?
739,'2019/12/17 17:22:52:841',12,186,30,57,931,932,1,160,?,?,?,?,?,?,?
740,'2019/12/17 17:22:52:942',12,182,30,58,931,932,1,158,?,?,?,?,?,?,?
741,'2019/12/17 17:22:53:044',12,179,30,57,931,932,1,161,?,?,?,?,?,?,?
742,'2019/12/17 17:22:53:146',12,179,30,57,931,932,1,165,?,?,?,?,?,?,?
743,'2019/12/17 17:22:53:247',12,189,30,59,931,932,1,170,?,?,?,?,?,?,?
744,'2019/12/17 17:22:53:349',12,196,30,59,931,932,1,178,?,?,?,?,?,?,?
745,'2019/12/17 17:22:53:450',12,192,30,57,931,932,1,177,?,?,?,?,?,?,?
746,'2019/12/17 17:22:53:551',12,193,30,57,931,932,1,174,?,?,?,?,?,?,?
747,'2019/12/17 17:22:53:653',12,180,30,56,931,932,1,169,?,?,?,?,?,?,?
748,'2019/12/17 17:22:53:755',12,172,30,54,932,932,1,156,?,?,?,?,?,?,?
749,'2019/12/17 17:22:53:857',12,171,31,59,932,932,1,122,?,?,?,?,?,?,?
750,'2019/12/17 17:22:53:957',12,184,40,64,932,932,1,96,?,?,?,?,?,?,?
751,'2019/12/17 17:22:54:059',12,194,40,67,932,932,1,95,?,?,?,?,?,?,?
752,'2019/12/17 17:22:54:161',12,193,40,68,932,932,1,99,?,?,?,?,?,?,?
753,'2019/12/17 17:22:54:263',12,192,40,68,932,932,1,102,?,?,?,?,?,?,?
754,'2019/12/17 17:22:54:364',12,209,41,69,932,932,1,132,?,?,?,?,?,?,?
755,'2019/12/17 17:22:54:466',12,195,37,63,933,932,1,144,?,?,?,?,?,?,?
756,'2019/12/17 17:22:54:568',12,186,36,60,933,932,1,152,?,?,?,?,?,?,?
757,'2019/12/17 17:22:54:669',12,191,35,60,933,932,1,154,?,?,?,?,?,?,?
758,'2019/12/17 17:22:54:770',12,189,35,59,933,932,1,147,?,?,?,?,?,?,?
759,'2019/12/17 17:22:54:872',12,168,31,54,932,932,1,147,?,?,?,?,?,?,?
760,'2019/12/17 17:22:54:974',12,166,30,54,932,932,2,146,?,?,?,?,?,?,?
761,'2019/12/17 17:22:55:075',12,172,30,60,932,932,2,143,?,?,?,?,?,?,?
762,'2019/12/17 17:22:55:177',12,167,30,59,932,932,1,138,?,?,?,?,?,?,?
763,'2019/12/17 17:22:55:279',12,172,30,60,932,932,1,139,?,?,?,?,?,?,?
764,'2019/12/17 17:22:55:381',12,179,31,62,932,932,1,127,?,?,?,?,?,?,?
765,'2019/12/17 17:22:55:482',12,179,34,65,932,932,1,111,?,?,?,?,?,?,?
766,'2019/12/17 17:22:55:584',12,216,45,70,932,932,1,84,?,?,?,?,?,?,?
767,'2019/12/17 17:22:55:686',12,224,48,73,932,931,1,89,?,?,?,?,?,?,?
768,'2019/12/17 17:22:55:787',12,228,48,72,932,931,1,91,?,?,?,?,?,?,?
769,'2019/12/17 17:22:55:888',12,228,46,69,932,931,1,99,?,?,?,?,?,?,?
770,'2019/12/17 17:22:55:989',12,222,42,70,932,931,1,88,?,?,?,?,?,?,?
771,'2019/12/17 17:22:56:090',12,212,37,66,932,931,1,110,?,?,?,?,?,?,?
772,'2019/12/17 17:22:56:192',12,194,35,62,932,931,1,118,?,?,?,?,?,?,?
773,'2019/12/17 17:22:56:293',12,189,34,61,932,931,1,118,?,?,?,?,?,?,?
774,'2019/12/17 17:22:56:394',12,185,34,60,932,931,1,124,?,?,?,?,?,?,?
775,'2019/12/17 17:22:56:496',12,186,33,58,932,932,1,141,?,?,?,?,?,?,?
776,'2019/12/17 17:22:56:598',12,170,30,53,932,932,2,143,?,?,?,?,?,?,?
777,'2019/12/17 17:22:56:699',12,173,30,53,932,931,2,139,?,?,?,?,?,?,?
778,'2019/12/17 17:22:56:800',12,178,30,54,932,931,2,139,?,?,?,?,?,?,?
779,'2019/12/17 17:22:56:902',12,188,35,58,932,931,2,131,?,?,?,?,?,?,?
780,'2019/12/17 17:22:57:004',12,189,35,58,932,931,1,128,?,?,?,?,?,?,?
781,'2019/12/17 17:22:57:106',12,198,38,63,932,931,2,121,?,?,?,?,?,?,?
782,'2019/12/17 17:22:57:206',12,214,42,69,932,932,2,111,?,?,?,?,?,?,?
783,'2019/12/17 17:22:57:308',12,219,43,70,932,932,1,111,?,?,?,?,?,?,?
784,'2019/12/17 17:22:57:409',12,217,41,68,932,932,1,109,?,?,?,?,?,?,?
785,'2019/12/17 17:22:57:511',12,219,41,69,932,931,1,107,?,?,?,?,?,?,?
786,'2019/12/17 17:22:57:611',12,222,39,66,932,931,1,104,?,?,?,?,?,?,?
787,'2019/12/17 17:22:57:713',12,220,35,60,932,931,1,119,?,?,?,?,?,?,?
788,'2019/12/17 17:22:57:815',12,225,34,58,932,931,2,127,?,?,?,?,?,?,?
789,'2019/12/17 17:22:57:916',12,225,33,57,932,931,1,137,?,?,?,?,?,?,?
790,'2019/12/17 17:22:58:018',12,219,31,53,932,931,2,146,?,?,?,?,?,?,?
791,'2019/12/17 17:22:58:120',12,214,31,52,932,931,2,150,?,?,?,?,?,?,?
792,'2019/12/17 17:22:58:221',12,205,31,53,931,931,2,161,?,?,?,?,?,?,?
793,'2019/12/17 17:22:58:322',12,190,30,51,932,931,2,169,?,?,?,?,?,?,?
794,'2019/12/17 17:22:58:424',12,190,30,51,931,931,2,171,?,?,?,?,?,?,?
795,'2019/12/17 17:22:58:525',12,192,30,50,931,931,2,173,?,?,?,?,?,?,?
796,'2019/12/17 17:22:58:627',12,190,30,50,932,931,1,178,?,?,?,?,?,?,?
797,'2019/12/17 17:22:58:728',12,194,30,48,932,931,1,176,?,?,?,?,?,?,?
798,'2019/12/17 17:22:58:829',12,200,30,48,932,931,1,182,?,?,?,?,?,?,?
799,'2019/12/17 17:22:58:930',12,200,30,49,932,931,1,189,?,?,?,?,?,?,?
800,'2019/12/17 17:22:59:032',12,196,30,50,932,931,1,185,?,?,?,?,?,?,?
801,'2019/12/17 17:22:59:132',12,189,30,50,932,931,1,182,?,?,?,?,?,?,?
802,'2019/12/17 17:22:59:234',12,184,30,50,932,932,1,177,?,?,?,?,?,?,?
803,'2019/12/17 17:22:59:336',12,177,30,50,932,932,1,179,?,?,?,?,?,?,?
804,'2019/12/17 17:22:59:437',12,169,30,49,932,932,1,180,?,?,?,?,?,?,?
805,'2019/12/17 17:22:59:539',12,171,30,49,932,931,1,188,?,?,?,?,?,?,?
806,'2019/12/17 17:22:59:641',12,169,30,49,932,932,2,197,?,?,?,?,?,?,?
807,'2019/12/17 17:22:59:742',12,172,30,50,932,931,2,205,?,?,?,?,?,?,?
808,'2019/12/17 17:22:59:844',12,176,30,50,932,931,2,210,?,?,?,?,?,?,?
809,'2019/12/17 17:22:59:946',12,185,30,49,932,931,2,213,?,?,?,?,?,?,?
810,'2019/12/17 17:23:00:048',12,178,30,49,932,932,1,215,?,?,?,?,?,?,?
811,'2019/12/17 17:23:00:149',12,180,30,49,932,931,1,214,?,?,?,?,?,?,?
812,'2019/12/17 17:23:00:250',12,188,30,50,932,931,1,210,?,?,?,?,?,?,?
813,'2019/12/17 17:23:00:352',12,184,30,51,932,932,1,209,?,?,?,?,?,?,?
814,'2019/12/17 17:23:00:454',12,186,30,51,932,932,1,208,?,?,?,?,?,?,?
815,'2019/12/17 17:23:00:555',12,186,30,51,932,931,1,200,?,?,?,?,?,?,?
816,'2019/12/17 17:23:00:656',12,188,30,51,932,931,1,192,?,?,?,?,?,?,?
817,'2019/12/17 17:23:00:758',12,199,30,50,932,931,1,189,?,?,?,?,?,?,?
818,'2019/12/17 17:23:00:859',12,203,30,50,932,931,1,182,?,?,?,?,?,?,?
819,'2019/12/17 17:23:00:961',12,201,30,50,932,931,1,176,?,?,?,?,?,?,?
820,'2019/12/17 17:23:01:062',12,203,30,50,932,931,1,187,?,?,?,?,?,?,?
821,'2019/12/17 17:23:01:164',12,204,30,50,932,931,1,195,?,?,?,?,?,?,?
822,'2019/12/17 17:23:01:265',12,207,30,50,932,931,1,194,?,?,?,?,?,?,?
823,'2019/12/17 17:23:01:366',12,208,30,50,932,931,1,203,?,?,?,?,?,?,?
824,'2019/12/17 17:26:10:019',13,138,36,55,933,906,2,3,?,?,?,?,?,?,?
825,'2019/12/17 17:26:10:121',13,139,34,51,933,909,2,3,?,?,?,?,?,?,?
826,'2019/12/17 17:26:10:221',13,134,33,50,933,912,2,3,?,?,?,?,?,?,?
827,'2019/12/17 17:26:10:323',13,127,32,52,933,914,2,3,?,?,?,?,?,?,?
828,'2019/12/17 17:26:10:424',13,121,32,54,933,916,2,3,?,?,?,?,?,?,?
829,'2019/12/17 17:26:10:526',13,117,31,54,933,917,2,3,?,?,?,?,?,?,?
830,'2019/12/17 17:26:10:628',13,115,31,54,934,918,2,3,?,?,?,?,?,?,?
831,'2019/12/17 17:26:10:729',13,112,30,54,934,918,2,3,?,?,?,?,?,?,?
832,'2019/12/17 17:26:10:831',13,110,30,53,934,918,2,3,?,?,?,?,?,?,?
833,'2019/12/17 17:26:10:933',13,106,30,50,934,918,2,3,?,?,?,?,?,?,?
834,'2019/12/17 17:26:11:035',13,104,30,49,933,918,2,3,?,?,?,?,?,?,?
835,'2019/12/17 17:26:11:135',13,99,30,48,933,917,2,3,?,?,?,?,?,?,?
836,'2019/12/17 17:26:11:237',13,94,30,49,933,916,2,3,?,?,?,?,?,?,?
837,'2019/12/17 17:26:11:339',13,94,30,49,932,916,2,3,?,?,?,?,?,?,?
838,'2019/12/17 17:26:11:440',13,97,30,51,932,915,2,3,?,?,?,?,?,?,?
839,'2019/12/17 17:26:11:542',13,101,30,51,931,915,2,3,?,?,?,?,?,?,?
840,'2019/12/17 17:26:11:643',13,105,30,50,930,914,2,3,?,?,?,?,?,?,?
841,'2019/12/17 17:26:11:745',13,109,30,50,930,914,2,3,?,?,?,?,?,?,?
842,'2019/12/17 17:26:11:847',13,111,30,50,930,914,2,3,?,?,?,?,?,?,?
843,'2019/12/17 17:26:11:947',13,112,30,48,931,914,2,3,?,?,?,?,?,?,?
844,'2019/12/17 17:26:12:049',13,114,30,48,931,914,2,3,?,?,?,?,?,?,?
845,'2019/12/17 17:26:12:150',13,118,30,48,932,914,2,3,?,?,?,?,?,?,?
846,'2019/12/17 17:26:12:252',13,120,30,48,932,914,2,3,?,?,?,?,?,?,?
847,'2019/12/17 17:26:12:353',13,122,30,48,932,914,2,3,?,?,?,?,?,?,?
