@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute helper-1 numeric
@attribute helper-2 numeric
@attribute helper-3 numeric
@attribute helper-4 numeric
@attribute helper-5 numeric
@attribute helper-6 numeric
@attribute helper-7 numeric
@attribute giveme-1 numeric
@attribute giveme-2 numeric
@attribute giveme-3 numeric
@attribute giveme-4 numeric
@attribute giveme-5 numeric
@attribute giveme-6 numeric
@attribute giveme-7 numeric
@attribute giveme-8 numeric
@attribute giveme-9 numeric
@attribute giveme-10 numeric

@data
1121,'2020/02/21 12:01:56:440',17,102,73,40,7,845,1,2,?,?,?,?,0,1,?,?,?,?
1122,'2020/02/21 12:01:56:567',17,109,70,43,7,845,2,2,?,?,?,?,0,1,?,?,?,?
1123,'2020/02/21 12:01:56:694',17,110,73,42,7,845,2,2,?,?,?,?,0,1,?,?,?,?
1124,'2020/02/21 12:01:56:820',17,97,73,41,8,845,1,1,?,?,?,?,0,1,?,?,?,?
1125,'2020/02/21 12:01:56:945',17,100,73,38,7,845,1,1,?,?,?,?,0,1,?,?,?,?
1126,'2020/02/21 12:01:57:072',17,91,76,37,7,844,2,1,?,?,?,?,0,1,?,?,?,?
1127,'2020/02/21 12:01:57:198',17,88,80,36,7,844,2,1,?,?,?,?,0,1,?,?,?,?
1128,'2020/02/21 12:01:57:324',17,75,79,37,8,843,2,2,?,?,?,?,0,1,?,?,?,?
1129,'2020/02/21 12:01:57:450',17,66,81,37,7,843,2,2,?,?,?,?,0,1,?,?,?,?
1130,'2020/02/21 12:01:57:576',17,156,80,37,7,842,2,2,?,?,?,?,0,1,?,?,?,?
1131,'2020/02/21 12:01:57:702',17,263,80,36,7,841,2,1,?,?,?,?,0,1,?,?,?,?
1132,'2020/02/21 12:01:57:828',17,291,80,35,7,841,1,1,?,?,?,?,0,1,?,?,?,?
1133,'2020/02/21 12:01:57:954',17,327,79,35,7,840,1,1,?,?,?,?,0,1,?,?,?,?
1134,'2020/02/21 12:01:58:080',17,313,80,35,7,840,2,1,?,?,?,?,0,1,?,?,?,?
1135,'2020/02/21 12:01:58:206',17,235,76,35,7,840,2,1,?,?,?,?,0,1,?,?,?,?
1136,'2020/02/21 12:01:58:332',17,220,72,35,7,840,2,1,?,?,?,?,0,1,?,?,?,?
1137,'2020/02/21 12:01:58:458',17,187,69,35,7,840,2,1,?,?,?,?,0,1,?,?,?,?
1138,'2020/02/21 12:01:58:584',17,160,68,34,7,840,2,1,?,?,?,?,0,1,?,?,?,?
1139,'2020/02/21 12:01:58:710',17,121,68,33,7,839,2,1,?,?,?,?,0,1,?,?,?,?
1140,'2020/02/21 12:01:58:836',17,126,81,34,7,839,1,1,?,?,?,?,0,1,?,?,?,?
1141,'2020/02/21 12:01:58:962',17,112,82,34,7,838,1,1,?,?,?,?,0,1,?,?,?,?
1142,'2020/02/21 12:01:59:088',17,106,83,35,7,837,1,2,?,?,?,?,0,1,?,?,?,?
1143,'2020/02/21 12:01:59:214',17,105,85,35,7,837,1,2,?,?,?,?,0,1,?,?,?,?
1144,'2020/02/21 12:01:59:340',17,84,81,34,7,834,1,1,?,?,?,?,0,1,?,?,?,?
1145,'2020/02/21 12:01:59:467',17,74,82,33,7,833,2,1,?,?,?,?,0,1,?,?,?,?
1146,'2020/02/21 12:01:59:592',17,81,86,33,7,831,2,1,?,?,?,?,0,1,?,?,?,?
1227,'2020/02/21 12:28:39:284',19,85,1125,945,7,7,2,2,?,?,?,?,1,0,?,?,?,?
1228,'2020/02/21 12:28:39:410',19,89,1125,947,7,8,2,1,?,?,?,?,1,0,?,?,?,?
1229,'2020/02/21 12:28:39:536',19,92,1125,1012,6,8,2,1,?,?,?,?,1,0,?,?,?,?
1230,'2020/02/21 12:28:39:663',19,72,1125,1056,6,7,1,1,?,?,?,?,1,0,?,?,?,?
1231,'2020/02/21 12:28:39:790',19,63,1125,984,6,8,1,1,?,?,?,?,1,0,?,?,?,?
1232,'2020/02/21 12:28:39:916',19,57,1125,851,6,7,1,1,?,?,?,?,1,0,?,?,?,?
1233,'2020/02/21 12:28:40:042',19,54,1125,775,7,8,1,1,?,?,?,?,1,0,?,?,?,?
1234,'2020/02/21 12:28:40:169',19,52,1125,812,7,8,2,2,?,?,?,?,1,0,?,?,?,?
1235,'2020/02/21 12:28:40:295',19,50,1125,873,7,7,2,2,?,?,?,?,1,0,?,?,?,?
1236,'2020/02/21 12:28:40:421',19,49,1125,951,7,7,2,2,?,?,?,?,1,0,?,?,?,?
1237,'2020/02/21 12:28:40:548',19,440,1125,1054,7,7,2,2,?,?,?,?,1,0,?,?,?,?
1238,'2020/02/21 12:28:40:673',19,635,1125,1081,7,7,2,2,?,?,?,?,1,0,?,?,?,?
1239,'2020/02/21 12:28:40:800',19,831,1125,1117,7,7,1,1,?,?,?,?,1,0,?,?,?,?
1240,'2020/02/21 12:28:40:926',19,1018,1125,1117,7,7,2,2,?,?,?,?,1,0,?,?,?,?
1241,'2020/02/21 12:28:41:052',19,981,1125,1125,7,7,2,1,?,?,?,?,1,0,?,?,?,?
1242,'2020/02/21 12:28:41:179',19,778,1125,1085,7,7,2,2,?,?,?,?,1,0,?,?,?,?
1243,'2020/02/21 12:28:41:305',19,619,1125,916,7,7,2,1,?,?,?,?,1,0,?,?,?,?
1244,'2020/02/21 12:28:41:432',19,452,1125,788,7,7,2,2,?,?,?,?,1,0,?,?,?,?
1245,'2020/02/21 12:28:41:558',19,325,1125,673,7,7,2,2,?,?,?,?,1,0,?,?,?,?
1246,'2020/02/21 12:28:41:684',19,202,1125,568,7,7,2,1,?,?,?,?,1,0,?,?,?,?
1247,'2020/02/21 12:28:41:811',19,151,1125,522,7,8,1,1,?,?,?,?,1,0,?,?,?,?
1248,'2020/02/21 12:28:41:937',19,105,1125,512,8,7,1,1,?,?,?,?,1,0,?,?,?,?
1249,'2020/02/21 12:28:42:063',19,87,1125,521,8,8,1,2,?,?,?,?,1,0,?,?,?,?
1250,'2020/02/21 12:28:42:189',19,74,1125,484,7,8,1,1,?,?,?,?,1,0,?,?,?,?
1251,'2020/02/21 12:28:42:315',19,63,1125,453,8,8,1,1,?,?,?,?,1,0,?,?,?,?
1252,'2020/02/21 12:28:42:441',19,58,1125,549,8,13,1,1,?,?,?,?,1,0,?,?,?,?
1253,'2020/02/21 12:28:42:566',19,54,1125,597,7,13,2,1,?,?,?,?,1,0,?,?,?,?
1254,'2020/02/21 12:28:42:694',19,53,1125,677,7,13,1,1,?,?,?,?,1,0,?,?,?,?
1255,'2020/02/21 12:28:42:820',19,51,1125,807,7,14,2,1,?,?,?,?,1,0,?,?,?,?
1256,'2020/02/21 12:28:42:947',19,50,1125,879,7,8,1,1,?,?,?,?,1,0,?,?,?,?
1257,'2020/02/21 12:28:43:073',19,49,1125,951,7,8,1,1,?,?,?,?,1,0,?,?,?,?
1258,'2020/02/21 12:28:43:200',19,48,1125,1038,7,8,1,1,?,?,?,?,1,0,?,?,?,?
1259,'2020/02/21 12:28:43:327',19,48,1125,1099,7,8,1,2,?,?,?,?,1,0,?,?,?,?
1260,'2020/02/21 12:28:43:453',19,47,1125,1083,7,8,1,1,?,?,?,?,1,0,?,?,?,?
1261,'2020/02/21 12:28:43:580',19,47,1125,990,7,8,1,2,?,?,?,?,1,0,?,?,?,?
1262,'2020/02/21 12:28:43:706',19,47,1125,925,7,8,1,1,?,?,?,?,1,0,?,?,?,?
1263,'2020/02/21 12:28:43:832',19,47,1125,808,7,8,2,2,?,?,?,?,1,0,?,?,?,?
1264,'2020/02/21 12:28:43:958',19,47,1125,685,7,8,2,2,?,?,?,?,1,0,?,?,?,?
1265,'2020/02/21 12:28:44:085',19,47,1125,552,7,8,2,1,?,?,?,?,1,0,?,?,?,?
1266,'2020/02/21 12:28:44:212',19,47,1125,463,7,8,2,2,?,?,?,?,1,0,?,?,?,?
1267,'2020/02/21 12:28:44:338',19,47,1125,399,8,8,2,2,?,?,?,?,1,0,?,?,?,?
1268,'2020/02/21 12:28:44:464',19,48,1125,279,7,8,2,2,?,?,?,?,1,0,?,?,?,?
1269,'2020/02/21 12:28:44:591',19,48,1080,266,7,8,2,2,?,?,?,?,1,0,?,?,?,?
1270,'2020/02/21 12:28:44:717',19,48,1004,259,7,8,2,1,?,?,?,?,1,0,?,?,?,?
1271,'2020/02/21 12:28:44:843',19,48,845,287,7,8,1,2,?,?,?,?,1,0,?,?,?,?
1272,'2020/02/21 12:28:44:970',19,47,714,306,7,8,1,2,?,?,?,?,1,0,?,?,?,?
1273,'2020/02/21 12:28:45:096',19,47,518,329,7,8,1,2,?,?,?,?,1,0,?,?,?,?
1274,'2020/02/21 12:28:45:222',19,47,456,345,7,8,1,2,?,?,?,?,1,0,?,?,?,?
1275,'2020/02/21 12:28:45:349',19,47,603,372,7,8,2,2,?,?,?,?,1,0,?,?,?,?
1276,'2020/02/21 12:28:45:475',19,46,777,430,7,8,2,1,?,?,?,?,1,0,?,?,?,?
1277,'2020/02/21 12:28:45:601',19,46,914,476,7,7,2,1,?,?,?,?,1,0,?,?,?,?
1278,'2020/02/21 12:28:45:728',19,46,1065,478,7,7,1,1,?,?,?,?,1,0,?,?,?,?
1279,'2020/02/21 12:28:45:855',19,46,1125,442,7,7,1,1,?,?,?,?,1,0,?,?,?,?
1280,'2020/02/21 12:28:45:982',19,46,1125,421,7,7,1,1,?,?,?,?,1,0,?,?,?,?
1281,'2020/02/21 12:28:46:108',19,47,1125,388,7,7,1,2,?,?,?,?,1,0,?,?,?,?
1282,'2020/02/21 12:28:46:235',19,47,1125,464,7,7,1,2,?,?,?,?,1,0,?,?,?,?
1283,'2020/02/21 12:28:46:361',19,47,1125,618,7,7,1,1,?,?,?,?,1,0,?,?,?,?
1284,'2020/02/21 12:28:46:488',19,46,1125,690,7,7,1,1,?,?,?,?,1,0,?,?,?,?
1285,'2020/02/21 12:28:46:615',19,46,1125,710,7,7,1,1,?,?,?,?,1,0,?,?,?,?
1286,'2020/02/21 12:28:46:742',19,46,1125,730,7,8,1,2,?,?,?,?,1,0,?,?,?,?
1287,'2020/02/21 12:28:46:868',19,46,1125,666,7,7,2,2,?,?,?,?,1,0,?,?,?,?
1288,'2020/02/21 12:28:46:994',19,47,1125,579,7,7,1,2,?,?,?,?,1,0,?,?,?,?
1289,'2020/02/21 12:28:47:121',19,47,1125,506,7,8,2,2,?,?,?,?,1,0,?,?,?,?
1290,'2020/02/21 12:28:47:248',19,47,1125,452,7,8,1,2,?,?,?,?,1,0,?,?,?,?
1291,'2020/02/21 12:28:47:374',19,47,1125,380,6,7,1,2,?,?,?,?,1,0,?,?,?,?
1292,'2020/02/21 12:28:47:501',19,47,1125,347,5,8,2,1,?,?,?,?,1,0,?,?,?,?
1293,'2020/02/21 12:28:47:627',19,47,1125,353,4,8,2,2,?,?,?,?,1,0,?,?,?,?
1294,'2020/02/21 12:28:47:754',19,47,1125,340,3,8,2,2,?,?,?,?,1,0,?,?,?,?
1295,'2020/02/21 12:28:47:880',19,47,1125,348,3,8,1,2,?,?,?,?,1,0,?,?,?,?
1296,'2020/02/21 12:28:48:005',19,47,1125,406,3,8,1,1,?,?,?,?,1,0,?,?,?,?
1297,'2020/02/21 12:28:48:131',19,59,1125,453,4,8,1,1,?,?,?,?,1,0,?,?,?,?
1298,'2020/02/21 12:28:48:257',19,347,1125,468,3,8,1,1,?,?,?,?,1,0,?,?,?,?
1299,'2020/02/21 12:28:48:383',19,641,1125,434,4,8,1,1,?,?,?,?,1,0,?,?,?,?
1300,'2020/02/21 12:28:48:510',19,837,1125,425,3,7,2,1,?,?,?,?,1,0,?,?,?,?
1301,'2020/02/21 12:28:48:637',19,1033,1125,363,4,7,2,1,?,?,?,?,1,0,?,?,?,?
1302,'2020/02/21 12:28:48:764',19,977,1125,390,4,7,2,2,?,?,?,?,1,0,?,?,?,?
1303,'2020/02/21 12:28:48:890',19,890,1125,564,4,7,2,1,?,?,?,?,1,0,?,?,?,?
1304,'2020/02/21 12:28:49:016',19,885,1125,792,5,7,1,2,?,?,?,?,1,0,?,?,?,?
1305,'2020/02/21 12:28:49:142',19,885,1125,945,5,7,1,1,?,?,?,?,1,0,?,?,?,?
1306,'2020/02/21 12:28:49:268',19,930,1125,1067,5,8,1,1,?,?,?,?,1,0,?,?,?,?
1307,'2020/02/21 12:28:49:395',19,1071,1125,1125,5,8,1,1,?,?,?,?,1,0,?,?,?,?
1308,'2020/02/21 12:28:49:522',19,1073,1125,1125,4,7,1,1,?,?,?,?,1,0,?,?,?,?
1309,'2020/02/21 12:28:49:648',19,922,1125,1125,4,7,2,1,?,?,?,?,1,0,?,?,?,?
1310,'2020/02/21 12:28:49:775',19,786,1125,1125,4,7,2,2,?,?,?,?,1,0,?,?,?,?
1311,'2020/02/21 12:28:49:901',19,631,1125,1125,4,7,2,2,?,?,?,?,1,0,?,?,?,?
1312,'2020/02/21 12:28:50:028',19,473,1125,1125,4,7,2,1,?,?,?,?,1,0,?,?,?,?
1313,'2020/02/21 12:28:50:155',19,300,1125,1125,5,7,2,1,?,?,?,?,1,0,?,?,?,?
1314,'2020/02/21 12:28:50:281',19,193,1125,1106,5,7,2,1,?,?,?,?,1,0,?,?,?,?
1315,'2020/02/21 12:28:50:407',19,149,1125,1104,5,6,1,1,?,?,?,?,1,0,?,?,?,?
1316,'2020/02/21 12:28:50:534',19,118,1125,1069,5,7,1,2,?,?,?,?,1,0,?,?,?,?
1317,'2020/02/21 12:28:50:660',19,98,1125,969,5,7,2,1,?,?,?,?,1,0,?,?,?,?
1318,'2020/02/21 12:28:50:786',19,78,1125,784,5,7,2,1,?,?,?,?,1,0,?,?,?,?
1319,'2020/02/21 12:28:50:913',19,70,1125,677,5,7,1,1,?,?,?,?,1,0,?,?,?,?
1320,'2020/02/21 12:28:51:040',19,62,1125,556,5,7,1,1,?,?,?,?,1,0,?,?,?,?
1321,'2020/02/21 12:28:51:166',19,58,1125,523,5,6,1,1,?,?,?,?,1,0,?,?,?,?
1322,'2020/02/21 12:28:51:292',19,55,1125,658,5,7,2,1,?,?,?,?,1,0,?,?,?,?
1323,'2020/02/21 12:28:51:419',19,52,1125,792,5,7,2,1,?,?,?,?,1,0,?,?,?,?
1324,'2020/02/21 12:28:51:545',19,51,1125,905,5,7,2,1,?,?,?,?,1,0,?,?,?,?
1325,'2020/02/21 12:28:51:671',19,49,1125,1050,5,8,2,1,?,?,?,?,1,0,?,?,?,?
1326,'2020/02/21 12:28:51:798',19,48,1125,1124,5,7,2,1,?,?,?,?,1,0,?,?,?,?
1327,'2020/02/21 12:28:51:925',19,48,1125,1125,5,8,1,1,?,?,?,?,1,0,?,?,?,?
1328,'2020/02/21 12:28:52:051',19,47,1125,1125,5,8,1,1,?,?,?,?,1,0,?,?,?,?
1329,'2020/02/21 12:28:52:178',19,47,1125,1125,5,7,1,1,?,?,?,?,1,0,?,?,?,?
1330,'2020/02/21 12:28:52:305',19,48,1125,1125,5,7,1,1,?,?,?,?,1,0,?,?,?,?
1331,'2020/02/21 12:28:52:431',19,48,1125,1125,6,8,1,2,?,?,?,?,1,0,?,?,?,?
1332,'2020/02/21 12:28:52:558',19,48,1125,1125,6,7,1,2,?,?,?,?,1,0,?,?,?,?
1333,'2020/02/21 12:28:52:685',19,48,1125,1125,6,8,2,1,?,?,?,?,1,0,?,?,?,?
1334,'2020/02/21 12:28:52:811',19,48,1125,1125,6,8,1,2,?,?,?,?,1,0,?,?,?,?
1335,'2020/02/21 12:28:52:937',19,48,1125,1125,6,8,1,2,?,?,?,?,1,0,?,?,?,?
1336,'2020/02/21 12:28:53:063',19,47,1125,1118,6,8,2,1,?,?,?,?,1,0,?,?,?,?
1337,'2020/02/21 12:28:53:190',19,47,1125,1105,5,8,1,1,?,?,?,?,1,0,?,?,?,?
1338,'2020/02/21 12:28:53:316',19,48,1125,1077,5,8,2,2,?,?,?,?,1,0,?,?,?,?
1339,'2020/02/21 12:28:53:443',19,48,1125,1074,5,8,1,2,?,?,?,?,1,0,?,?,?,?
1340,'2020/02/21 12:28:53:569',19,48,1125,1007,5,8,2,2,?,?,?,?,1,0,?,?,?,?
1341,'2020/02/21 12:28:53:696',19,48,1125,979,5,8,1,2,?,?,?,?,1,0,?,?,?,?
1342,'2020/02/21 12:28:53:823',19,47,1125,944,5,8,2,2,?,?,?,?,1,0,?,?,?,?
1343,'2020/02/21 12:28:53:949',19,47,1125,895,5,8,2,1,?,?,?,?,1,0,?,?,?,?
1344,'2020/02/21 12:28:54:076',19,47,1125,875,5,8,2,1,?,?,?,?,1,0,?,?,?,?
1345,'2020/02/21 12:28:54:203',19,46,1125,834,5,8,2,2,?,?,?,?,1,0,?,?,?,?
1346,'2020/02/21 12:28:54:328',19,47,1125,830,5,8,2,2,?,?,?,?,1,0,?,?,?,?
1347,'2020/02/21 12:28:54:455',19,47,1125,807,5,8,2,2,?,?,?,?,1,0,?,?,?,?
1348,'2020/02/21 12:28:54:582',19,47,1125,782,5,8,2,2,?,?,?,?,1,0,?,?,?,?
1349,'2020/02/21 12:28:54:708',19,48,1125,779,5,8,2,2,?,?,?,?,1,0,?,?,?,?
1350,'2020/02/21 12:28:54:835',19,48,1125,761,5,8,2,2,?,?,?,?,1,0,?,?,?,?
1351,'2020/02/21 12:28:54:961',19,48,1125,746,5,8,1,1,?,?,?,?,1,0,?,?,?,?
1352,'2020/02/21 12:28:55:088',19,47,1125,738,5,8,1,1,?,?,?,?,1,0,?,?,?,?
1353,'2020/02/21 12:28:55:215',19,47,1125,738,5,8,1,1,?,?,?,?,1,0,?,?,?,?
1354,'2020/02/21 12:28:55:341',19,47,1019,680,5,8,1,1,?,?,?,?,1,0,?,?,?,?
1355,'2020/02/21 12:28:55:468',19,47,1035,616,6,8,2,1,?,?,?,?,1,0,?,?,?,?
1356,'2020/02/21 12:28:55:594',19,47,1035,514,5,7,1,2,?,?,?,?,1,0,?,?,?,?
1357,'2020/02/21 12:28:55:720',19,46,1066,446,5,7,2,2,?,?,?,?,1,0,?,?,?,?
1358,'2020/02/21 12:29:01:151',20,46,544,67,4,7,1,1,?,?,?,?,0,0,?,?,?,?
1359,'2020/02/21 12:29:01:277',20,46,448,67,4,7,1,1,?,?,?,?,0,0,?,?,?,?
1360,'2020/02/21 12:29:01:403',20,46,410,73,4,7,1,1,?,?,?,?,0,0,?,?,?,?
1361,'2020/02/21 12:29:01:530',20,46,377,76,5,7,1,1,?,?,?,?,0,0,?,?,?,?
1362,'2020/02/21 12:29:01:656',20,53,456,75,5,7,1,1,?,?,?,?,0,0,?,?,?,?
1363,'2020/02/21 12:29:01:783',20,56,485,77,5,7,1,1,?,?,?,?,0,0,?,?,?,?
1364,'2020/02/21 12:29:01:910',20,57,696,76,5,7,1,2,?,?,?,?,0,0,?,?,?,?
1365,'2020/02/21 12:29:02:036',20,58,692,76,5,7,1,1,?,?,?,?,0,0,?,?,?,?
1366,'2020/02/21 12:29:02:163',20,56,574,74,5,7,1,2,?,?,?,?,0,0,?,?,?,?
1367,'2020/02/21 12:29:02:290',20,52,553,71,5,7,1,2,?,?,?,?,0,0,?,?,?,?
1368,'2020/02/21 12:29:02:416',20,50,605,65,5,7,1,1,?,?,?,?,0,0,?,?,?,?
1369,'2020/02/21 12:29:02:543',20,49,609,59,5,7,1,2,?,?,?,?,0,0,?,?,?,?
1370,'2020/02/21 12:29:02:670',20,48,573,55,5,7,1,2,?,?,?,?,0,0,?,?,?,?
1371,'2020/02/21 12:29:02:797',20,47,525,56,5,7,2,2,?,?,?,?,0,0,?,?,?,?
1372,'2020/02/21 12:29:02:922',20,47,391,54,5,7,2,2,?,?,?,?,0,0,?,?,?,?
1373,'2020/02/21 12:29:03:049',20,47,175,55,5,6,1,2,?,?,?,?,0,0,?,?,?,?
1374,'2020/02/21 12:29:03:175',20,46,120,54,5,7,1,1,?,?,?,?,0,0,?,?,?,?
1375,'2020/02/21 12:29:03:301',20,46,130,50,5,7,1,1,?,?,?,?,0,0,?,?,?,?
1376,'2020/02/21 12:29:03:428',20,46,159,46,5,6,1,2,?,?,?,?,0,0,?,?,?,?
1377,'2020/02/21 12:29:03:554',20,46,173,43,5,6,1,2,?,?,?,?,0,0,?,?,?,?
1378,'2020/02/21 12:29:03:680',20,46,155,38,5,6,2,1,?,?,?,?,0,0,?,?,?,?
1379,'2020/02/21 12:29:03:807',20,46,133,37,5,6,2,1,?,?,?,?,0,0,?,?,?,?
1380,'2020/02/21 12:29:03:933',20,46,105,34,5,6,2,1,?,?,?,?,0,0,?,?,?,?
1381,'2020/02/21 12:29:04:060',20,46,63,33,5,6,1,1,?,?,?,?,0,0,?,?,?,?
1382,'2020/02/21 12:29:04:186',20,46,63,33,5,6,2,2,?,?,?,?,0,0,?,?,?,?
1383,'2020/02/21 12:29:04:311',20,46,110,30,5,7,1,2,?,?,?,?,0,0,?,?,?,?
1384,'2020/02/21 12:29:04:437',20,46,178,30,5,6,1,2,?,?,?,?,0,0,?,?,?,?
1385,'2020/02/21 12:29:04:563',20,46,266,29,5,6,1,2,?,?,?,?,0,0,?,?,?,?
1386,'2020/02/21 12:29:04:690',20,46,420,27,5,6,1,2,?,?,?,?,0,0,?,?,?,?
1387,'2020/02/21 12:29:04:817',20,46,419,25,6,6,1,2,?,?,?,?,0,0,?,?,?,?
1388,'2020/02/21 12:29:04:943',20,46,420,26,5,6,1,2,?,?,?,?,0,0,?,?,?,?
1389,'2020/02/21 12:29:05:070',20,46,390,23,5,6,1,1,?,?,?,?,0,0,?,?,?,?
1390,'2020/02/21 12:32:00:902',21,884,1125,868,6,5,1,1,?,?,?,?,0,0,?,?,?,?
1391,'2020/02/21 12:32:01:027',21,961,1125,792,5,6,1,1,?,?,?,?,0,0,?,?,?,?
1392,'2020/02/21 12:32:01:154',21,828,1125,736,6,6,1,1,?,?,?,?,0,0,?,?,?,?
1393,'2020/02/21 12:32:01:281',21,675,1125,695,6,6,1,1,?,?,?,?,0,0,?,?,?,?
1394,'2020/02/21 12:32:01:406',21,431,1125,747,5,6,1,2,?,?,?,?,0,0,?,?,?,?
1395,'2020/02/21 12:32:01:533',21,312,1125,771,5,6,1,2,?,?,?,?,0,0,?,?,?,?
1396,'2020/02/21 12:32:01:660',21,196,1125,841,5,6,1,2,?,?,?,?,0,0,?,?,?,?
1397,'2020/02/21 12:32:01:786',21,149,1125,885,4,6,2,2,?,?,?,?,0,0,?,?,?,?
1398,'2020/02/21 12:32:01:913',21,116,1125,951,4,6,2,2,?,?,?,?,0,0,?,?,?,?
1399,'2020/02/21 12:32:02:039',21,86,1125,1023,4,6,1,2,?,?,?,?,0,0,?,?,?,?
1400,'2020/02/21 12:32:02:166',21,73,1125,1061,4,6,1,1,?,?,?,?,0,0,?,?,?,?
1401,'2020/02/21 12:32:02:292',21,451,1125,1069,5,5,1,1,?,?,?,?,0,0,?,?,?,?
1402,'2020/02/21 12:32:02:419',21,642,1125,984,5,6,1,1,?,?,?,?,0,0,?,?,?,?
1403,'2020/02/21 12:32:02:546',21,834,1125,882,5,6,1,1,?,?,?,?,0,0,?,?,?,?
1404,'2020/02/21 12:32:02:672',21,1125,1125,755,5,6,1,1,?,?,?,?,0,0,?,?,?,?
1405,'2020/02/21 12:32:02:797',21,1078,1125,660,5,5,2,1,?,?,?,?,0,0,?,?,?,?
1406,'2020/02/21 12:32:02:924',21,982,1125,641,5,6,1,1,?,?,?,?,0,0,?,?,?,?
1407,'2020/02/21 12:32:03:051',21,782,1125,614,4,6,2,1,?,?,?,?,0,0,?,?,?,?
1408,'2020/02/21 12:32:03:177',21,624,1125,566,4,6,2,2,?,?,?,?,0,0,?,?,?,?
1409,'2020/02/21 12:32:03:303',21,461,1125,477,4,6,2,2,?,?,?,?,0,0,?,?,?,?
1410,'2020/02/21 12:32:03:430',21,285,1125,371,4,6,2,1,?,?,?,?,0,0,?,?,?,?
1411,'2020/02/21 12:32:03:556',21,210,1125,315,4,6,2,2,?,?,?,?,0,0,?,?,?,?
1412,'2020/02/21 12:32:03:683',21,139,1125,260,5,6,2,1,?,?,?,?,0,0,?,?,?,?
1413,'2020/02/21 12:32:03:809',21,109,1125,276,5,6,2,1,?,?,?,?,0,0,?,?,?,?
1414,'2020/02/21 12:32:03:935',21,90,1125,306,4,6,2,1,?,?,?,?,0,0,?,?,?,?
1415,'2020/02/21 12:32:04:062',21,73,1125,344,4,6,1,2,?,?,?,?,0,0,?,?,?,?
1416,'2020/02/21 12:32:04:189',21,66,1125,408,4,6,1,2,?,?,?,?,0,0,?,?,?,?
1417,'2020/02/21 12:32:04:315',21,58,1125,683,4,6,1,2,?,?,?,?,0,0,?,?,?,?
1418,'2020/02/21 12:32:04:441',21,251,1125,816,4,6,1,2,?,?,?,?,0,0,?,?,?,?
1419,'2020/02/21 12:32:04:568',21,540,1125,953,5,6,2,2,?,?,?,?,0,0,?,?,?,?
1420,'2020/02/21 12:32:04:695',21,735,1125,1125,5,6,1,2,?,?,?,?,0,0,?,?,?,?
1421,'2020/02/21 12:32:04:821',21,930,1125,1125,5,6,2,2,?,?,?,?,0,0,?,?,?,?
1422,'2020/02/21 12:32:04:948',21,1098,1125,1038,5,6,2,1,?,?,?,?,0,0,?,?,?,?
1423,'2020/02/21 12:32:05:075',21,1043,1125,875,5,5,1,1,?,?,?,?,0,0,?,?,?,?
1424,'2020/02/21 12:32:05:201',21,956,1125,779,4,5,1,1,?,?,?,?,0,0,?,?,?,?
1425,'2020/02/21 12:32:05:328',21,836,1125,648,4,5,2,1,?,?,?,?,0,0,?,?,?,?
1426,'2020/02/21 12:32:05:454',21,692,1125,552,4,5,2,2,?,?,?,?,0,0,?,?,?,?
1427,'2020/02/21 12:32:05:581',21,481,1125,560,4,6,1,1,?,?,?,?,0,0,?,?,?,?
1428,'2020/02/21 12:32:05:707',21,359,1125,642,4,6,2,1,?,?,?,?,0,0,?,?,?,?
1429,'2020/02/21 12:32:05:833',21,228,1125,780,4,7,1,2,?,?,?,?,0,0,?,?,?,?
1430,'2020/02/21 12:32:05:959',21,150,1125,860,4,7,1,1,?,?,?,?,0,0,?,?,?,?
1431,'2020/02/21 12:32:06:085',21,118,1125,897,4,6,2,1,?,?,?,?,0,0,?,?,?,?
1432,'2020/02/21 12:32:06:212',21,89,1125,866,4,6,2,1,?,?,?,?,0,0,?,?,?,?
1433,'2020/02/21 12:32:06:338',21,77,1125,831,5,6,2,1,?,?,?,?,0,0,?,?,?,?
1434,'2020/02/21 12:32:06:464',21,69,1125,782,5,6,2,1,?,?,?,?,0,0,?,?,?,?
1435,'2020/02/21 12:32:06:590',21,63,1125,773,5,6,2,1,?,?,?,?,0,0,?,?,?,?
1436,'2020/02/21 12:32:06:716',21,57,1125,731,5,6,2,2,?,?,?,?,0,0,?,?,?,?
1437,'2020/02/21 12:32:06:842',21,54,1125,713,5,6,2,1,?,?,?,?,0,0,?,?,?,?
1438,'2020/02/21 12:32:06:969',21,52,1125,770,5,6,2,2,?,?,?,?,0,0,?,?,?,?
1439,'2020/02/21 12:32:07:095',21,51,1125,700,5,6,2,2,?,?,?,?,0,0,?,?,?,?
1440,'2020/02/21 12:34:54:584',22,138,1125,1125,5,6,2,1,?,?,?,?,1,0,?,?,?,?
1441,'2020/02/21 12:34:54:710',22,108,1125,1125,5,6,2,1,?,?,?,?,1,0,?,?,?,?
1442,'2020/02/21 12:34:54:836',22,82,1125,1125,5,7,1,2,?,?,?,?,1,0,?,?,?,?
1443,'2020/02/21 12:34:54:963',22,72,1125,1125,5,7,2,2,?,?,?,?,1,0,?,?,?,?
1444,'2020/02/21 12:34:55:089',22,65,1125,1125,5,7,1,2,?,?,?,?,1,0,?,?,?,?
